YEAR,TEAM,OVR,OFF,DEF,NAME,POS,YEAR_CLASS,SPD,ACC,AGI,COD,STR,AWR,THP,THV,THA,THS,TRL,ELU,CAR,CTH,SPC,RLS,MCV,ZCV,PRC,TAK,POW,BKB,BLK,PBK,RBK,BCV
2043,Akron,72,,,S.Keliikipi,WILL,JR (RS),82,83,81,77,72,76,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Akron,72,,,Q.Stoneburner,C,JR (RS),65,75,83,46,81,66,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Akron,72,,,J.Fogg,FB,JR (RS),74,75,78,71,79,67,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Akron,72,,,T.Newby,TE,SR (RS),81,82,84,75,62,69,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Akron,73,,,M.Kasa,CB,SR (RS),88,87,85,97,61,68,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Akron,73,,,M.Venable,QB,SO (RS),74,84,85,82,54,65,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Akron,73,,,J.Awesome,C,SR (RS),71,81,71,43,86,76,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Akron,73,,,F.Collie,C,SR (RS),60,70,77,73,88,71,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Akron,73,,,C.Rochell,CB,SR (RS),83,86,80,88,61,78,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Akron,73,,,E.Johns,WR,SO,81,83,86,85,71,76,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Akron,73,,,R.Addison,DT,JR (RS),64,75,67,51,89,70,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Akron,74,,,A.Mangum,SAM,SR (RS),80,87,83,75,64,81,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Akron,74,,,M.Sneed,TE,SR,70,73,81,75,79,73,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Akron,75,,,D.Stewart,LT,SR (RS),55,83,86,76,76,77,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Akron,76,,,D.President,SAM,SR (RS),85,93,88,86,71,75,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Akron,76,,,M.Davey,CB,SR (RS),86,84,79,99,58,68,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Akron,77,,,C.Burks,K,JR (RS),70,70,73,57,31,70,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Akron,78,,,L.Tuthill,LEDG,SR (RS),73,79,84,58,77,77,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Akron,78,,,D.Joe,CB,SR (RS),86,90,88,99,48,76,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Akron,78,,,G.Bryant,CB,SR (RS),86,88,86,99,63,79,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Akron,79,,,A.Roos,K,JR (RS),70,68,76,58,30,74,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Akron,79,,,D.Banks,QB,JR (RS),82,77,84,80,46,69,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Akron,79,,,G.Kryspin,CB,SO (RS),87,89,81,99,59,68,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Akron,81,,,T.Lugo,FS,SR,88,84,78,96,53,78,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Akron,83,,,D.Buechele,P,JR (RS),65,68,77,59,37,76,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabama,83,,,Q.Wing,WR,SO (RS),84,92,90,84,66,82,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabama,84,,,S.Good,LT,SR (RS),60,76,76,70,86,80,0,0,0,0,0,0,54,0,0,0,0,0,0,38,0,0,0,0,0,
2043,Alabama,85,,,J.Donahue,HB,SR (RS),89,92,91,94,82,88,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabama,85,,,B.Nichols,QB,SO (RS),81,89,95,98,51,86,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabama,85,,,D.Theus,MIKE,SO (RS),91,97,87,89,86,81,0,0,0,0,0,0,54,0,0,0,0,0,0,28,0,0,0,0,0,
2043,Alabama,85,,,J.Marshall,SS,SR,86,86,86,99,66,75,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabama,85,,,J.Pierre,SAM,SR,96,93,80,77,80,72,0,0,0,0,0,0,51,0,0,0,0,0,0,43,0,0,0,0,0,
2043,Alabama,85,,,D.Yearby,LG,FR (RS),59,75,84,73,82,75,0,0,0,0,0,0,55,0,0,0,0,0,0,26,0,0,0,0,0,
2043,Alabama,85,,,R.Madigan,CB,JR (RS),87,88,90,99,83,93,0,0,0,0,0,0,61,0,0,0,0,0,0,55,0,0,0,0,0,
2043,Alabama,86,,,M.Rabin,CB,JR (RS),94,97,93,95,60,84,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabama,86,,,M.Sims,CB,SO (RS),97,99,93,94,77,75,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabama,86,,,E.Reeshad,LT,FR (RS),65,80,83,70,83,71,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabama,86,,,J.Horner,RG,SO (RS),62,78,82,72,83,83,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabama,86,,,G.Bethea,HB,JR (RS),88,89,99,92,85,82,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabama,87,,,J.Nkwenti,DE,SR (RS),69,80,72,69,95,72,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabama,87,,,L.Keating,HB,SR (RS),90,91,97,96,71,81,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabama,87,,,A.Tafoya,MLB,JR (RS),94,93,90,88,81,77,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabama,87,,,J.Byler,RT,JR (RS),59,75,77,68,90,79,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabama,87,,,A.Ivory,WR,FR (RS),93,94,88,86,77,76,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabama,87,,,T.Prude,WILL,SO (RS),92,99,95,89,87,77,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabama,89,,,C.Thrasher,LG,JR (RS),65,83,76,64,85,87,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabama,89,,,T.Gooch,WR,JR (RS),89,85,99,96,80,87,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabama,89,,,J.Murphy,HB,SR,89,95,87,87,84,83,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabama,92,,,J.Keyton,WR,JR (RS),97,94,94,95,65,76,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabama,92,,,W.Nicholson,QB,SR (RS),87,87,84,86,65,82,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabama,93,,,S.Finger,HB,JR (RS),94,89,99,95,86,77,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabama,93,,,A.Hodges,WR,JR (RS),93,97,94,89,81,88,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabama,93,,,T.Eskridge,WR,JR (RS),93,93,99,98,84,77,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabama,94,,,D.Harris,WR,SR (RS),92,97,99,97,79,81,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabama,97,,,J.Rudolph,LT,SR (RS),77,90,93,53,99,88,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabaster,78,,,J.Niemann,RT,SO (RS),67,83,82,72,83,67,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabaster,78,,,A.Lanier,C,SO (RS),54,81,84,68,81,77,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabaster,78,,,G.Bandy,DT,SO (RS),73,78,63,66,90,69,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabaster,79,,,C.Elkins,SAM,JR (RS),82,87,73,72,66,81,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabaster,79,,,G.Bolin,LG,JR,69,77,78,55,89,81,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabaster,79,,,M.Gray,CB,SR (RS),89,91,85,94,75,72,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabaster,80,,,N.Redman,QB,SO (RS),79,84,93,90,51,65,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabaster,80,,,S.Dockery,P,FR,71,71,75,48,30,72,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabaster,81,,,D.Hickok,K,SO,70,68,70,62,33,74,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabaster,81,,,M.Duff,RT,JR (RS),76,88,76,57,95,68,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabaster,81,,,E.Lincoln,FS,JR,92,92,92,94,65,73,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabaster,81,,,L.Warmack,WR,SR (RS),90,89,95,97,62,71,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabaster,81,,,A.Tauaefa,SAM,SO,84,90,88,87,81,75,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabaster,82,,,D.Blount,LT,SR (RS),69,76,79,67,97,69,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabaster,82,,,D.O'Donnell,CB,JR (RS),92,97,88,89,45,67,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabaster,83,,,A.Head,WR,SR (RS),91,88,91,88,74,80,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabaster,83,,,M.Kuehl,RT,JR (RS),63,72,89,72,79,85,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabaster,84,,,F.Grimm,CB,SO (RS),90,93,89,99,67,81,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabaster,85,,,R.Fehoko,DT,JR (RS),81,85,78,64,88,69,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabaster,85,,,N.Wang,CB,SO (RS),90,92,84,99,60,83,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabaster,85,,,T.Stewart,CB,JR,90,95,94,90,52,67,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabaster,86,,,J.Jimenez,RG,SR (RS),64,82,82,68,97,70,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabaster,86,,,H.Orji,WR,SO,93,89,94,91,59,77,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabaster,87,,,J.Rothe,WILL,SR (RS),82,83,79,74,71,83,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabaster,87,,,L.Stanford,WR,SR (RS),94,94,95,91,86,90,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabaster,90,,,M.Seigler,RT,JR (RS),77,90,78,56,94,80,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabaster,90,,,M.Soto,RT,SR (RS),74,88,90,57,92,80,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabaster,91,,,A.Forsett,HB,SR (RS),83,87,91,84,75,86,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabaster,91,,,B.Ezeala,LT,SR (RS),68,82,88,82,96,87,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Alabaster,92,,,E.Gallimore,CB,SR,96,98,97,99,59,81,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Appalachian State,73,,,K.Markuck,HB,FR (RS),79,85,83,79,75,62,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Appalachian State,73,,,C.Ledford,QB,JR (RS),78,91,83,77,68,65,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Appalachian State,74,,,D.Grubbs,WR,SO (RS),91,89,83,82,63,69,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Appalachian State,74,,,J.Ansah,CB,JR (RS),86,86,87,95,57,77,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Appalachian State,74,,,I.Suh,REDG,FR (RS),77,84,73,68,81,72,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Appalachian State,74,,,J.Ash,FS,SO (RS),82,79,76,74,55,74,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Appalachian State,74,,,L.Pederson,K,FR,66,66,73,57,29,67,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Appalachian State,75,,,J.Spear,WR,SO (RS),86,87,91,83,67,78,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Appalachian State,75,,,F.Moffett,RG,FR (RS),67,82,66,48,87,65,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Appalachian State,76,,,L.Hankerson,CB,SR (RS),90,88,88,95,59,76,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Appalachian State,77,,,L.Ugoh,LG,SO (RS),60,74,71,35,88,68,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Appalachian State,77,,,B.Jennings,TE,JR,85,83,83,81,75,76,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Appalachian State,77,,,D.Blough,WR,FR (RS),83,85,83,86,81,76,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Appalachian State,77,,,G.Wayne,WILL,SR (RS),82,86,79,74,76,81,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Appalachian State,78,,,S.Bynum,LEDG,JR (RS),76,81,81,64,89,79,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Appalachian State,79,,,R.Leber,LEDG,FR (RS),81,89,82,60,77,70,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Appalachian State,80,,,C.Jamerson,WR,SO (RS),87,88,86,84,65,73,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Appalachian State,80,,,D.Bigsby,RT,JR,59,76,82,76,88,73,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Appalachian State,80,,,B.Brock,REDG,FR (RS),92,93,73,69,92,70,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Appalachian State,81,,,K.Matlock,HB,SR,86,87,88,86,66,75,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Appalachian State,81,,,R.Brown,MIKE,SO (RS),89,90,90,86,76,69,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Appalachian State,81,,,J.Kaiser,MIKE,JR,81,86,83,81,74,81,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Appalachian State,81,,,G.Jue,CB,JR (RS),93,91,88,95,65,77,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Appalachian State,82,,,L.Shenault,SAM,SR (RS),78,89,70,79,84,66,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Appalachian State,82,,,K.Redman,DT,JR (RS),66,80,62,56,95,64,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Appalachian State,82,,,B.Ogbogu,QB,SR (RS),80,90,90,87,70,78,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Appalachian State,83,,,A.Mixon,DT,SO (RS),67,77,66,58,89,69,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Appalachian State,84,,,A.Tolzien,WR,SR (RS),89,91,81,85,78,83,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Appalachian State,85,,,T.Warmack,HB,JR,86,88,90,88,76,82,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Appalachian State,89,,,D.Enemkpali,DT,SR (RS),69,75,62,63,95,83,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Arizona,71,,,Q.Ogletree,QB,SR (RS),79,78,91,89,58,70,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Arizona,71,,,A.Kashama,LG,SO (RS),63,84,69,50,90,70,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Arizona,72,,,R.Kearns,QB,SO (RS),84,95,87,86,63,66,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Arizona,72,,,M.Robinson,RG,SO (RS),71,84,67,34,90,66,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Arizona,73,,,J.Gooch,CB,FR (RS),91,94,91,86,58,73,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Arizona,73,,,W.Dwyer,WR,JR (RS),81,85,87,88,77,78,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Arizona,73,,,J.Woolleyhand,CB,SR (RS),85,89,87,99,57,80,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Arizona,74,,,L.Brooks,WR,SR (RS),84,84,87,92,76,78,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Arizona,74,,,A.Romo,CB,SR (RS),87,88,86,97,57,71,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Arizona,74,,,S.Nagy,CB,SR (RS),84,89,86,99,45,74,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Arizona,75,,,D.Burr,WR,JR (RS),90,88,89,91,72,68,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Arizona,75,,,R.McKoy,DT,SR,74,76,66,64,88,68,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Arizona,75,,,R.Uche,QB,SO (RS),73,73,67,71,48,69,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Arizona,76,,,D.Huber,FS,FR (RS),86,88,87,89,62,73,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Arizona,76,,,B.Jones,HB,SO (RS),80,88,85,81,62,65,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Arizona,76,,,D.Scarborough,QB,SR (RS),80,86,83,84,48,71,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Arizona,76,,,G.Hammer,C,JR,81,83,69,58,95,71,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Arizona,77,,,K.Vermiglio,WR,FR (RS),87,90,88,88,60,67,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Arizona,78,,,S.Swoope,WR,SR (RS),86,84,90,87,69,79,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Arizona,79,,,B.Cook,HB,SR (RS),88,90,88,82,68,76,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Arizona,79,,,J.Wick,SS,JR,87,82,83,80,66,77,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Arizona,79,,,L.Neilon,REDG,SR,79,85,74,68,91,75,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Arizona,80,,,T.Gillan,CB,SR (RS),82,83,81,99,62,78,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,
2043,Arizona,83,,,O.Choy,K,SR (RS),72,68,71,60,31,72,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,
