Season,Team,PlayerID,Name,Pos,PosBucket,OVR,Age,Status,Source,CollegeTeam,CollegeUser
2044,Steelers,,J. Pierre,CB,CB,77,28,Active,base_nfl_roster,,
2044,Steelers,,K. Dugger,SS,S,77,29,Active,base_nfl_roster,,
2044,Steelers,,M. McCormick,RG,OL,77,25,Active,base_nfl_roster,,
2044,Steelers,,T. Fautanu,RT,OL,77,24,Active,base_nfl_roster,,
2044,Steelers,,L. Lee,DT,IDL,70,25,Active,base_nfl_roster,,
2044,Steelers,,D. Kent,CB,CB,68,23,Active,base_nfl_roster,,
2044,Steelers,,Y. Black,DT,IDL,68,23,Active,base_nfl_roster,,
2044,Steelers,,C. Trice Jr,CB,CB,67,25,Active,base_nfl_roster,,
2044,Steelers,,D. Parham,TE,TE,67,28,Active,base_nfl_roster,,
2044,Steelers,,J. Driscoll,RG,OL,67,28,Active,base_nfl_roster,,
2044,Steelers,,M. Killebrew,FS,S,67,32,Active,base_nfl_roster,,
2044,Steelers,,S. Anderson,LG,OL,67,25,Active,base_nfl_roster,,
2044,Steelers,,E. Otomewo,DT,IDL,66,26,Active,base_nfl_roster,,
2044,Steelers,,M. Scharping,RG,OL,66,29,Active,base_nfl_roster,,
2044,Steelers,,M. Valdes-Scantling,WR,WR,74,30,Active,base_nfl_roster,,
2044,Steelers,,J. Peppers,SS,S,73,29,Active,base_nfl_roster,,
2044,Steelers,,M. Harrison,MIKE,LB,73,27,Active,base_nfl_roster,,
2044,Steelers,,J. Sawyer,LEDG,EDGE,72,23,Active,base_nfl_roster,,
2044,Steelers,,B. Jones,LT,OL,71,24,Active,base_nfl_roster,,
2044,Steelers,,D. Lowry,DT,IDL,71,31,Active,base_nfl_roster,,
2044,Steelers,,R. Wilson,WR,WR,71,24,Active,base_nfl_roster,,
2044,Steelers,,D. Ekuale,DT,IDL,71,31,Active,base_nfl_roster,,
2044,Steelers,,A. Peat,LT,OL,71,31,Active,base_nfl_roster,,
2044,Steelers,,B. Skowronek,WR,WR,70,28,Active,base_nfl_roster,,
2044,Steelers,,S. Miller,WR,WR,70,28,Active,base_nfl_roster,,
2044,Steelers,,J. Smith,TE,TE,77,30,Active,base_nfl_roster,,
2044,Steelers,,K. Benton,DT,IDL,76,24,Active,base_nfl_roster,,
2044,Steelers,,D. Washington,TE,TE,76,24,Active,base_nfl_roster,,
2044,Steelers,,C. Austin,WR,WR,76,26,Active,base_nfl_roster,,
2044,Steelers,,C. Waitman,P,P,76,30,Active,base_nfl_roster,,
2044,Steelers,,A. Samuel Jr,CB,CB,76,25,Active,base_nfl_roster,,
2044,Steelers,,B. Echols,CB,CB,75,27,Active,base_nfl_roster,,
2044,Steelers,,C. Holcomb,WILL,LB,75,29,Active,base_nfl_roster,,
2044,Steelers,,P. Wilson,WILL,LB,75,25,Active,base_nfl_roster,,
2044,Steelers,,A. Thielen,WR,WR,75,35,Active,base_nfl_roster,,
2044,Steelers,,K. Johnson,HB,RB,74,22,Active,base_nfl_roster,,
2044,Steelers,2042_clemson_jrusso_qb,J.Russo,QB,QB,92,23,Active,dynasty_player,Clemson,
2044,Steelers,2042_panamacity_jclear_sam,J.Clear,SAM,LB,89,23,Active,dynasty_player,Panama City,
2044,Steelers,2042_rice_afinley_mike,A.Finley,MIKE,LB,75,23,Active,dynasty_player,Rice,
2044,Steelers,2042_rutgers_sarmah_will,S.Armah,WILL,LB,82,23,Active,dynasty_player,Rutgers,
2044,Steelers,2042_usc_mcamarda_hb,M.Camarda,HB,RB,82,23,Active,dynasty_player,USC,
2044,Steelers,2042_usf_rhitchens_te,R. Hitchens,TE,TE,82,23,Active,dynasty_player,USF,Josh
2044,Steelers,2042_washington_jschubert_sam,J.Schubert,SAM,LB,93,23,Active,dynasty_player,Washington,
2044,Steelers,2043_clemson_scheek_hb,S. Cheek,HB,RB,76,22,Active,dynasty_player,Clemson,
2044,Steelers,2043_georgia_logbogu_lt,L. Ogbogu,LT,OL,80,22,Active,dynasty_player,Georgia,
2044,Steelers,2043_nebraska_cdebose_cb,C. DeBose,CB,CB,87,22,Active,dynasty_player,Nebraska,
2044,Steelers,2043_notredame_jcrouch_rt,J. Crouch,RT,OL,85,22,Active,dynasty_player,Notre Dame,
2044,Steelers,2043_notredamefightingirish_gngata_hb,G. Ngata,HB,RB,76,22,Active,dynasty_player,Notre Dame Fighting Irish,
2044,Steelers,2043_rapidcity_tjoslin_hb,T. Joslin,HB,RB,85,22,Active,dynasty_player,Rapid City,
2044,Steelers,2043_smu_imchugh_fs,I. McHugh,FS,S,76,22,Active,dynasty_player,SMU,
2044,Vikings,,Justin Jefferson,WR,WR,94,26,Active,base_nfl_roster,,
2044,Vikings,,Ryan Kelly,C,OL,91,32,Active,base_nfl_roster,,
2044,Vikings,,Christian Darrisaw,LT,OL,90,26,Active,base_nfl_roster,,
2044,Vikings,,Brian O'Neill,RT,OL,87,29,Active,base_nfl_roster,,
2044,Vikings,,Harrison Smith,FS,S,87,36,Active,base_nfl_roster,,
2044,Vikings,,Jonathan Greenard,LEDG,EDGE,85,28,Active,base_nfl_roster,,
2044,Vikings,,Byron Murphy Jr.,CB,CB,84,27,Active,base_nfl_roster,,
2044,Vikings,,Jordan Addison,WR,WR,84,23,Active,base_nfl_roster,,
2044,Vikings,,Andrew Van Ginkel,REDG,EDGE,83,30,Active,base_nfl_roster,,
2044,Vikings,,T.J. Hockenson,TE,TE,83,28,Active,base_nfl_roster,,
2044,Vikings,,Josh Metellus,SS,S,82,27,Active,base_nfl_roster,,
2044,Vikings,,Will Reichard,K,K,82,24,Active,base_nfl_roster,,
2044,Vikings,,Andrew DePaola,LS,LS,81,38,Active,base_nfl_roster,,
2044,Vikings,,Blake Cashman,WILL,LB,81,29,Active,base_nfl_roster,,
2044,Vikings,,Jordan Mason,HB,RB,81,26,Active,base_nfl_roster,,
2044,Vikings,,Aaron Jones Sr.,HB,RB,80,30,Active,base_nfl_roster,,
2044,Vikings,,Isaiah Rodgers Sr.,CB,CB,80,27,Active,base_nfl_roster,,
2044,Vikings,,Javon Hargrave,DT,IDL,80,32,Active,base_nfl_roster,,
2044,Vikings,,Dallas Turner,REDG,EDGE,77,22,Active,base_nfl_roster,,
2044,Vikings,,Ivan Pace Jr.,WILL,LB,77,24,Active,base_nfl_roster,,
2044,Vikings,,Josh Nailor,WR,WR,77,26,Active,base_nfl_roster,,
2044,Vikings,,Rondale Moore,WR,WR,76,25,Active,base_nfl_roster,,
2044,Vikings,,C.J. Ham,FB,RB,75,32,Active,base_nfl_roster,,
2044,Vikings,,Donovan Jackson,LG,OL,75,22,Active,base_nfl_roster,,
2044,Vikings,,Eric Wilson,MIKE,LB,75,30,Active,base_nfl_roster,,
2044,Vikings,,Ryan Wright,P,P,75,25,Active,base_nfl_roster,,
2044,Vikings,,Ty Chandler,HB,RB,73,27,Active,base_nfl_roster,,
2044,Vikings,,J.J. McCarthy,QB,QB,71,22,Active,base_nfl_roster,,
2044,Vikings,,Jeff Okudah,CB,CB,71,26,Active,base_nfl_roster,,
2044,Vikings,,Jeff Thomas,FS,S,71,29,Active,base_nfl_roster,,
2044,Vikings,,Tai Felton,WR,WR,71,22,Active,base_nfl_roster,,
2044,Vikings,,Ty Jackson,FS,S,70,26,Active,base_nfl_roster,,
2044,Vikings,,Zavier Scott,HB,RB,70,26,Active,base_nfl_roster,,
2044,Vikings,,Tyrion Ingram-Dawkins,LEDG,EDGE,67,22,Active,base_nfl_roster,,
2044,Vikings,,Tyler Batty,LEDG,EDGE,63,26,Active,base_nfl_roster,,
2044,Vikings,,Josh Oliver,TE,TE,73,28,Active,base_nfl_roster,,
2044,Vikings,,Blake Brandel,RG,OL,72,28,Active,base_nfl_roster,,
2044,Vikings,,Fabian Moreau,CB,CB,72,31,Active,base_nfl_roster,,
2044,Vikings,,Jonathan Allen,DT,IDL,88,30,Active,base_nfl_roster,,
2044,Vikings,,Dwight McGlothern,CB,CB,66,23,Active,base_nfl_roster,,
2044,Vikings,,Myles Price,WR,WR,66,23,Active,base_nfl_roster,,
2044,Vikings,,Chaz Chambliss,REDG,EDGE,65,22,Active,base_nfl_roster,,
2044,Vikings,,Gavin Bartholomew,TE,TE,64,22,Active,base_nfl_roster,,
2044,Vikings,,Walter Rouse,RT,OL,63,24,Active,base_nfl_roster,,
2044,Vikings,,Michael Jurgens,C,OL,62,25,Active,base_nfl_roster,,
2044,Vikings,,Joe Huber,LG,OL,62,23,Active,base_nfl_roster,,
2044,Vikings,,Jalen Redmond,DT,IDL,79,26,Active,base_nfl_roster,,
2044,Vikings,,Will Fries,RG,OL,78,27,Active,base_nfl_roster,,
2044,Vikings,,Levi Drake Rodriguez,DT,IDL,69,25,Active,base_nfl_roster,,
2044,Vikings,,Bo Richter,LEDG,EDGE,69,25,Active,base_nfl_roster,,
2044,Vikings,,Jay Ward,SS,S,69,25,Active,base_nfl_roster,,
2044,Vikings,,Carson Wentz,QB,QB,68,32,Active,base_nfl_roster,,
2044,Vikings,,Justin Skule,LT,OL,67,28,Active,base_nfl_roster,,
2044,Vikings,,Barf Buttewad,MIKE,LB,68,23,Active,base_nfl_roster,,
2044,Vikings,2042_floridastate_jsturm_hb,J. Sturm,HB,RB,85,23,Active,dynasty_player,Florida State,Nick
2044,Vikings,2042_miami_dbercovici_lg,D.Bercovici,LG,OL,93,23,Active,dynasty_player,Miami,
2044,Vikings,2042_oklahoma_dmartini_ss,D.Martini,SS,S,89,23,Active,dynasty_player,Oklahoma,
2044,Vikings,2042_oklahomastate_mbrown_hb,M.Brown,HB,RB,85,23,Active,dynasty_player,Oklahoma State,
2044,Vikings,2042_rapidcity_npope_te,N.Pope,TE,TE,90,23,Active,dynasty_player,Rapid City,
2044,Vikings,2042_ucla_rmckee_p,R.McKee,P,P,77,23,Active,dynasty_player,UCLA,
2044,Vikings,2042_wakeforest_dskaggs_te,D.Skaggs,TE,TE,81,23,Active,dynasty_player,Wake Forest,
2044,Vikings,2043_alabama_ewilliams_qb,E. Williams,QB,QB,86,22,Active,dynasty_player,Alabama,
2044,Vikings,2043_arkansas_bfifita_hb,B. Fifita,HB,RB,81,22,Active,dynasty_player,Arkansas,
2044,Vikings,2043_hammond_rvick_hb,R. Vick,HB,RB,79,22,Active,dynasty_player,Hammond,
2044,Vikings,2043_michigan_msalmon_ss,M. Salmon,SS,S,74,22,Active,dynasty_player,Michigan,
2044,Vikings,2043_notredamefightingirish_cslovis_te,C. Slovis,TE,TE,86,22,Active,dynasty_player,Notre Dame Fighting Irish,
2044,Vikings,2043_oregon_bmcpherson_hb,B. McPherson,HB,RB,80,22,Active,dynasty_player,Oregon,
2044,Vikings,2043_ucf_csoroh_qb,C. Soroh,QB,QB,77,22,Active,dynasty_player,UCF,
2044,Bears,,Joe Thuney,LG,OL,96,32,Active,base_nfl_roster,,
2044,Bears,,Jaylon Johnson,CB,CB,90,26,Active,base_nfl_roster,,
2044,Bears,,Darnell Wright,RT,OL,87,24,Active,base_nfl_roster,,
2044,Bears,,Jaquan Brisker,SS,S,86,26,Active,base_nfl_roster,,
2044,Bears,,D'Andre Swift,HB,RB,85,26,Active,base_nfl_roster,,
2044,Bears,,Caleb Williams,QB,QB,85,23,Active,base_nfl_roster,,
2044,Bears,,DJ Moore,WR,WR,85,28,Active,base_nfl_roster,,
2044,Bears,,Kevin Byard III,FS,S,84,32,Active,base_nfl_roster,,
2044,Bears,,Colston Loveland,TE,TE,84,21,Active,base_nfl_roster,,
2044,Bears,,Kyler Gordon,CB,CB,82,25,Active,base_nfl_roster,,
2044,Bears,,Drew Dalman,C,OL,82,26,Active,base_nfl_roster,,
2044,Bears,,Montez Sweat,LEDG,EDGE,82,28,Active,base_nfl_roster,,
2044,Bears,,Rome Odunze,WR,WR,82,23,Active,base_nfl_roster,,
2044,Bears,,Tremaine Edmunds,WILL,LB,82,27,Active,base_nfl_roster,,
2044,Bears,,T.J. Edwards,MIKE,LB,81,29,Active,base_nfl_roster,,
2044,Bears,,Grady Jarrett,DT,IDL,81,32,Active,base_nfl_roster,,
2044,Bears,,Gervon Dexter Sr,DT,IDL,79,23,Active,base_nfl_roster,,
2044,Bears,,Luther Burden III,WR,WR,79,21,Active,base_nfl_roster,,
2044,Bears,,Kyle Monangai,HB,RB,78,23,Active,base_nfl_roster,,
2044,Bears,,Cairo Santos,K,K,78,33,Active,base_nfl_roster,,
2044,Bears,,Jonah Jackson,RG,OL,78,28,Active,base_nfl_roster,,
2044,Bears,,Cole Kmet,TE,TE,78,26,Active,base_nfl_roster,,
2044,Bears,,Tyrique Stevenson,CB,CB,76,25,Active,base_nfl_roster,,
2044,Bears,,Nate Wright,CB,CB,75,27,Active,base_nfl_roster,,
2044,Bears,,C.J. Gardner-Johnson,SS,S,75,27,Active,base_nfl_roster,,
2044,Bears,,Tory Taylor,P,P,75,28,Active,base_nfl_roster,,
2044,Bears,,Joe Tryon-Shoyinka,LEDG,EDGE,74,26,Active,base_nfl_roster,,
2044,Bears,,Devin Duvernay,WR,WR,74,27,Active,base_nfl_roster,,
2044,Bears,,Braxton Jones,LT,OL,73,26,Active,base_nfl_roster,,
2044,Bears,,Dayo Odeyingbo,REDG,EDGE,73,25,Active,base_nfl_roster,,
2044,Bears,,Olamide Zaccheaus,WR,WR,73,28,Active,base_nfl_roster,,
2044,Bears,,Andrew Billings,DT,IDL,73,30,Active,base_nfl_roster,,
2044,Bears,,Ozzy Trapilo,LT,OL,73,23,Active,base_nfl_roster,,
2044,Bears,,Austin Booker,LEDG,EDGE,73,22,Active,base_nfl_roster,,
2044,Bears,,Shamar Turner,DT,IDL,72,22,Active,base_nfl_roster,,
2044,Bears,,Jonathan Owens,SS,S,72,30,Active,base_nfl_roster,,
2044,Bears,,Roschon Johnson,HB,RB,71,24,Active,base_nfl_roster,,
2044,Bears,,D'Marco Jackson,WILL,LB,71,27,Active,base_nfl_roster,,
2044,Bears,,Nick McCloud,CB,CB,71,27,Active,base_nfl_roster,,
2044,Bears,,Durham Smythe,TE,TE,71,30,Active,base_nfl_roster,,
2044,Bears,,Jaylon Jones,CB,CB,70,27,Active,base_nfl_roster,,
2044,Bears,,Joshua Reeves-Maybin,WILL,LB,70,30,Active,base_nfl_roster,,
2044,Bears,,Ryan Bates,C,OL,70,28,Active,base_nfl_roster,,
2044,Bears,,Zyon Frazier,CB,CB,70,24,Active,base_nfl_roster,,
2044,Bears,,Terell Smith,CB,CB,69,26,Active,base_nfl_roster,,
2044,Bears,,Dominique Robinson,REDG,EDGE,69,27,Active,base_nfl_roster,,
2044,Bears,,Travis Homer,HB,RB,69,27,Active,base_nfl_roster,,
2044,Bears,,Jamari Walker,WR,WR,69,23,Active,base_nfl_roster,,
2044,Bears,,Kiran Amegadjie,RG,OL,69,23,Active,base_nfl_roster,,
2044,Bears,,Noah Sewell,SAM,LB,68,23,Active,base_nfl_roster,,
2044,Bears,,Demarcus Hardy,REDG,EDGE,68,26,Active,base_nfl_roster,,
2044,Bears,,Elijah Hicks,FS,S,68,25,Active,base_nfl_roster,,
2044,Bears,,Ruben Hyppolite II,MIKE,LB,67,23,Active,base_nfl_roster,,
2044,Bears,,Case Keenum,QB,QB,63,37,Active,base_nfl_roster,,
2044,Bears,2042_arizona_jknight_ledg,J.Knight,LEDG,EDGE,79,23,Active,dynasty_player,Arizona,
2044,Bears,2042_miami_lsong_wr,L.Song,WR,WR,82,23,Active,dynasty_player,Miami,
2044,Bears,2042_michigan_rwalters_redg,R.Walters,REDG,EDGE,91,23,Active,dynasty_player,Michigan,
2044,Bears,2042_nebraska_bhawkinson_ledg,B.Hawkinson,LEDG,EDGE,93,23,Active,dynasty_player,Nebraska,
2044,Bears,2042_oklahomastate_jsims_redg,J.Sims,REDG,EDGE,78,23,Active,dynasty_player,Oklahoma State,
2044,Bears,2042_olemiss_juwaezuoke_ledg,J.Uwaezuoke,LEDG,EDGE,78,23,Active,dynasty_player,Ole Miss,
2044,Bears,2042_pennstate_mkeiaho_wr,M.Keiaho,WR,WR,75,23,Active,dynasty_player,Penn State,
2044,Bears,2043_florida_rholyfield_cb,R. Holyfield,CB,CB,84,22,Active,dynasty_player,Florida,Doug
2044,Bears,2043_floridastate_jnash_wr,J. Nash,WR,WR,88,22,Active,dynasty_player,Florida State,Nick
2044,Bears,2043_sanjosestate_jcannida_lg,J. Cannida,LG,OL,81,22,Active,dynasty_player,San Jose State,Mike
2044,Bears,2043_texastech_tdillard_hb,T. Dillard,HB,RB,87,22,Active,dynasty_player,Texas Tech,Noah
2044,Bears,2043_usf_bhusein_sam,B. Husein,SAM,LB,81,22,Active,dynasty_player,USF,Josh
2044,Bears,2043_usf_cloudermilk_c,C. Loudermilk,C,OL,76,22,Active,dynasty_player,USF,Josh
2044,Bears,2043_usf_npriester_lt,N. Priester,LT,OL,72,22,Active,dynasty_player,USF,Josh
2044,Bengals,,Ja'Marr Chase,WR,WR,99,25,Active,base_nfl_roster,,
2044,Bengals,,Joe Burrow,QB,QB,96,28,Active,base_nfl_roster,,
2044,Bengals,,Trey Hendrickson,REDG,EDGE,90,30,Active,base_nfl_roster,,
2044,Bengals,,Tee Higgins,WR,WR,88,26,Active,base_nfl_roster,,
2044,Bengals,,DJ Turner II,CB,CB,83,24,Active,base_nfl_roster,,
2044,Bengals,,Chase Brown,HB,RB,82,25,Active,base_nfl_roster,,
2044,Bengals,,Cam Taylor-Britt,CB,CB,81,25,Active,base_nfl_roster,,
2044,Bengals,,Evan McPherson,K,K,81,26,Active,base_nfl_roster,,
2044,Bengals,,Geno Stone,FS,S,79,26,Active,base_nfl_roster,,
2044,Bengals,,Dax Hill,CB,CB,78,24,Active,base_nfl_roster,,
2044,Bengals,,Mike Gesicki,TE,TE,77,29,Active,base_nfl_roster,,
2044,Bengals,,Jordan Battle,SS,S,76,24,Active,base_nfl_roster,,
2044,Bengals,,Ted Karras,C,OL,76,32,Active,base_nfl_roster,,
2044,Bengals,,Amarius Mims,RT,OL,76,22,Active,base_nfl_roster,,
2044,Bengals,,B.J. Hill,DT,IDL,76,29,Active,base_nfl_roster,,
2044,Bengals,,Orlando Brown Jr,LT,OL,76,29,Active,base_nfl_roster,,
2044,Bengals,,Samaje Perine,HB,RB,76,29,Active,base_nfl_roster,,
2044,Bengals,,Ryan Rehkow,P,P,75,26,Active,base_nfl_roster,,
2044,Bengals,,Joseph Ossai,REDG,EDGE,74,25,Active,base_nfl_roster,,
2044,Bengals,,Dalton Risner,RG,OL,74,30,Active,base_nfl_roster,,
2044,Bengals,,Shemar Stewart,LEDG,EDGE,74,21,Active,base_nfl_roster,,
2044,Bengals,,Kris Jenkins Jr,DT,IDL,74,23,Active,base_nfl_roster,,
2044,Bengals,,Joe Flacco,QB,QB,73,40,Active,base_nfl_roster,,
2044,Bengals,,Myles Murphy,LEDG,EDGE,73,23,Active,base_nfl_roster,,
2044,Bengals,,Andrei Iosivas,WR,WR,73,25,Active,base_nfl_roster,,
2044,Bengals,,Noah Fant,TE,TE,73,27,Active,base_nfl_roster,,
2044,Bengals,,Devin Knight Jr,WILL,LB,73,25,Active,base_nfl_roster,,
2044,Bengals,,Dylan Fairchild,LG,OL,72,22,Active,base_nfl_roster,,
2044,Bengals,,Lucas Patrick,LG,OL,72,32,Active,base_nfl_roster,,
2044,Bengals,,Mitchell Tinsley,WR,WR,71,25,Active,base_nfl_roster,,
2044,Bengals,,Cameron Sample,LEDG,EDGE,71,25,Active,base_nfl_roster,,
2044,Bengals,,Tahj Brooks,HB,RB,71,23,Active,base_nfl_roster,,
2044,Bengals,,Josh Newton,CB,CB,71,24,Active,base_nfl_roster,,
2044,Bengals,,Isaiah Foskey,REDG,EDGE,70,24,Active,base_nfl_roster,,
2044,Bengals,,Charlie Jones,WR,WR,70,26,Active,base_nfl_roster,,
2044,Bengals,,Tedarrell Slaton,DT,IDL,70,27,Active,base_nfl_roster,,
2044,Bengals,,Jay Toia,DT,IDL,69,23,Active,base_nfl_roster,,
2044,Bengals,,Cedric Johnson,REDG,EDGE,69,22,Active,base_nfl_roster,,
2044,Bengals,,McKinnley Jackson,DT,IDL,69,23,Active,base_nfl_roster,,
2044,Bengals,,Oren Burks,WILL,LB,69,30,Active,base_nfl_roster,,
