Season,PlayerID,Player,NFLTeam,Pos,PosBucket,Age,Role,OverallStart,OverallEnd,PeakOVR,ProOutcome,DevelopmentCurve,Games,Starts,StatLine,ProBowl,AllPro,MVPVotes,SuperBowlWin,SuperBowlAppear,CareerValue,Status
2042,2042_michigan_ehocker_lg,E.Hocker,Cardinals,LG,OL,23,Starter,80,84,89,Star,Fast Rise,14,12,"14 games, 12 starts",No,No,0,No,No,56.3,Active
2042,2042_oklahoma_aekiyor_cb,A.Ekiyor,Chargers,CB,CB,23,Starter,82,87,95,Superstar,Fast Rise,13,10,"58 tackles, 1 INT",No,No,0,No,No,55.1,Active
2042,2042_southernmississippi_jmadu_wr,J.Madu,Chiefs,WR,WR,23,Starter,82,88,90,Superstar,Fast Rise,12,10,"1536 rec yds, 8 rec TD",No,No,0,No,No,55.6,Active
2042,2042_ncstate_scantrell_mike,S.Cantrell,Colts,MIKE,LB,23,Starter,80,86,90,Star,Fast Rise,14,17,"70 tackles, 4 sacks",No,No,0,No,No,63.5,Active
2042,2042_usc_ndennison_ledg,N.Dennison,Commanders,LEDG,EDGE,23,Starter,82,87,87,Impact Starter,Steady Rise,15,11,"68 tackles, 4 sacks",No,No,0,No,No,56.4,Active
2042,2042_usc_kshead_cb,K.Shead,Cowboys,CB,CB,23,Starter,80,84,87,Impact Starter,Steady Rise,15,8,"61 tackles, 0 INT",No,No,0,No,No,51.3,Active
2042,2042_byu_tmueller_lg,T.Mueller,Dolphins,LG,OL,23,Starter,80,84,85,Impact Starter,Steady Rise,17,16,"17 games, 16 starts",No,No,0,No,No,61.3,Active
2042,2042_byu_jmesa_rg,J.Mesa,Eagles,RG,OL,23,Starter,78,82,88,Star,Fast Rise,16,9,"16 games, 9 starts",No,No,0,No,No,51.6,Active
2042,2042_smu_akeke_dt,A.Keke,Falcons,DT,IDL,23,Starter,80,84,86,Star,Fast Rise,11,17,"74 tackles, 4 sacks",No,No,0,No,No,62.6,Active
2042,2042_wisconsin_dhitchcock_cb,D.Hitchcock,Giants,CB,CB,23,Starter,82,84,87,Impact Starter,Steady Rise,14,16,"72 tackles, 3 INT",No,No,0,No,No,61.3,Active
2042,2042_alabama_kclaiborne_rg,K.Claiborne,Jaguars,RG,OL,23,Rotation,80,82,82,Developmental,Slow Burn,13,2,"13 games, 2 starts",No,No,0,No,No,42.9,Active
2042,2042_georgiatech_ragude_cb,R.Agude,Jets,CB,CB,23,Starter,82,88,90,Star,Fast Rise,13,13,"51 tackles, 3 INT",No,No,0,No,No,59.4,Active
2042,2042_northtexas_ckush_will,C.Kush,Lions,WILL,LB,23,Starter,78,83,90,Superstar,Fast Rise,11,9,"68 tackles, 4 sacks",No,No,0,No,No,52.1,Active
2042,2042_bowlinggreen_zkolodziej_dt,Z. Kolodziej,Packers,DT,IDL,23,Starter,80,84,86,Star,Fast Rise,17,13,"81 tackles, 6 sacks",No,No,0,No,No,57.6,Active
2042,2042_tcu_dpeace_mike,D.Peace,Panthers,MIKE,LB,23,Starter,78,84,86,Star,Fast Rise,12,17,"75 tackles, 1 sacks",No,No,0,No,No,62.6,Active
2042,2042_alabaster_jcameron_wr,J.Cameron,Patriots,WR,WR,23,Starter,80,85,88,Star,Fast Rise,15,8,"1380 rec yds, 7 rec TD",No,No,0,No,No,51.8,Active
2042,2042_oklahoma_rcastro_will,R.Castro,Raiders,WILL,LB,23,Starter,80,84,86,Star,Fast Rise,11,9,"71 tackles, 6 sacks",No,No,0,No,No,52.6,Active
2042,2042_lsu_elicata_will,E.Licata,Rams,WILL,LB,23,Starter,78,83,85,Star,Fast Rise,14,9,"60 tackles, 1 sacks",No,No,0,No,No,52.1,Active
2042,2042_clemson_epayne_c,E.Payne,Ravens,C,OL,23,Starter,80,83,87,Impact Starter,Steady Rise,15,10,"15 games, 10 starts",No,No,0,No,No,53.4,Active
2042,2042_smu_tdecicco_lt,T.DeCicco,Saints,LT,OL,23,Starter,78,80,83,Impact Starter,Steady Rise,11,13,"11 games, 13 starts",No,No,0,No,No,55.8,Active
2042,2042_georgia_sdennis_ss,S.Dennis,Seahawks,SS,S,23,Depth,80,76,76,Bust,Flat,13,2,"41 tackles, 0 INT",No,No,0,No,No,40.2,Active
2042,2042_panamacity_jclear_sam,J.Clear,Steelers,SAM,LB,23,Starter,78,85,89,Superstar,Fast Rise,13,14,"63 tackles, 3 sacks",No,No,0,No,No,59.2,Active
2042,2042_tcu_wstewart_will,W.Stewart,Texans,WILL,LB,23,Starter,80,86,89,Star,Fast Rise,11,13,"54 tackles, 7 sacks",No,No,0,No,No,58.5,Active
2042,2042_virginiatech_thoppes_hb,T.Hoppes,Titans,HB,RB,23,Starter,82,87,89,Star,Fast Rise,16,14,"1013 rush yds, 10 rush TD",No,No,0,No,No,60.1,Active
2042,2042_oklahoma_dmartini_ss,D.Martini,Vikings,SS,S,23,Starter,82,86,89,Star,Fast Rise,16,11,"69 tackles, 4 INT",No,No,0,No,No,56.0,Active
2042,2042_arizonastate_dlevine_wr,D.Levine,49ers,WR,WR,23,Depth,78,73,73,Bust,Flat,15,3,"1378 rec yds, 10 rec TD",No,No,0,No,No,40.1,Active
2042,2042_oklahomastate_jsims_redg,J.Sims,Bears,REDG,EDGE,23,Depth,80,79,79,Bust,Flat,11,4,"58 tackles, 2 sacks",No,No,0,No,No,44.1,Active
2042,2042_northcarolina_ngarnes_lt,N.Garnes,Bengals,LT,OL,23,Starter,78,83,87,Star,Fast Rise,13,17,"13 games, 17 starts",No,No,0,No,No,62.1,Active
2042,2042_kentucky_lbrown_wr,L.Brown,Bills,WR,WR,23,Rotation,80,81,81,Developmental,Slow Burn,14,9,"1504 rec yds, 10 rec TD",No,No,0,No,No,51.2,Active
2042,2042_michigan_lcarnegie_qb,L.Carnegie,Broncos,QB,QB,23,Rotation,76,76,76,Developmental,Slow Burn,14,9,"3525 pass yds, 22 pass TD",No,No,0,No,No,49.0,Active
2042,2042_easternmichigan_sha_wr,S.Ha,Browns,WR,WR,23,Starter,78,83,89,Superstar,Fast Rise,11,17,"1283 rec yds, 10 rec TD",No,No,0,No,No,62.1,Active
2042,2042_usc_cboykin_redg,C.Boykin,Buccaneers,REDG,EDGE,23,Depth,77,76,76,Bust,Flat,17,3,"81 tackles, 2 sacks",No,No,0,No,No,41.5,Active
2042,2042_olemiss_koluokun_cb,K.Oluokun,Cardinals,CB,CB,23,Rotation,76,78,78,Developmental,Slow Burn,14,9,"48 tackles, 0 INT",No,No,0,No,No,49.9,Active
2042,2042_oklahoma_aodrick_redg,A.Odrick,Chargers,REDG,EDGE,23,Starter,78,83,86,Star,Fast Rise,12,14,"56 tackles, 6 sacks",No,No,0,No,No,58.4,Active
2042,2042_wisconsin_tkahn_wr,T.Kahn,Chiefs,WR,WR,23,Starter,78,82,86,Star,Fast Rise,11,14,"1453 rec yds, 11 rec TD",No,No,0,No,No,57.9,Active
2042,2042_arizonastate_trichey_mike,T.Richey,Colts,MIKE,LB,23,Depth,76,71,71,Bust,Flat,17,0,"73 tackles, 0 sacks",No,No,0,No,No,35.5,Active
2042,2042_alabama_mawasom_rt,M.Awasom,Commanders,RT,OL,23,Starter,78,83,85,Star,Fast Rise,12,10,"12 games, 10 starts",No,No,0,No,No,53.4,Active
2042,2042_alabaster_egruttadauria_redg,E.Gruttadauria,Cowboys,REDG,EDGE,23,Rotation,78,79,79,Developmental,Slow Burn,15,4,"76 tackles, 0 sacks",No,No,0,No,No,44.1,Active
2042,2042_usc_opotts_lt,O.Potts,Dolphins,LT,OL,23,Depth,76,70,70,Bust,Flat,15,2,"15 games, 2 starts",No,No,0,No,No,37.5,Active
2042,2042_michigan_wcrumpler_c,W.Crumpler,Eagles,C,OL,23,Depth,78,76,76,Bust,Flat,13,4,"13 games, 4 starts",No,No,0,No,No,42.7,Active
2042,2042_alabaster_dnewcomb_dt,D.Newcomb,Falcons,DT,IDL,23,Starter,80,84,85,Impact Starter,Steady Rise,12,9,"57 tackles, 2 sacks",No,No,0,No,No,52.6,Active
2042,2042_oklahoma_jwhiting_cb,J.Whiting,Giants,CB,CB,23,Rotation,78,81,81,Developmental,Slow Burn,15,8,"71 tackles, 1 INT",No,No,0,No,No,50.0,Active
2042,2042_alabaster_btiffin_dt,B.Tiffin,Jaguars,DT,IDL,23,Starter,80,85,89,Star,Fast Rise,15,11,"79 tackles, 4 sacks",No,No,0,No,No,55.5,Active
2042,2042_notredame_jshipp_redg,J.Shipp,Jets,REDG,EDGE,23,Rotation,76,78,79,Developmental,Slow Burn,14,7,"78 tackles, 3 sacks",No,No,0,No,No,47.4,Active
2042,2042_miami_dhoward_rt,D.Howard,Lions,RT,OL,23,Starter,76,79,81,Impact Starter,Steady Rise,15,9,"15 games, 9 starts",No,No,0,No,No,50.3,Active
2042,2042_westvirginia_jarcuri_wr,J.Arcuri,Packers,WR,WR,23,Starter,78,82,85,Star,Fast Rise,14,11,"1515 rec yds, 10 rec TD",No,No,0,No,No,54.1,Active
2042,2042_tcu_bpeters_sam,B.Peters,Panthers,SAM,LB,23,Rotation,80,81,83,Developmental,Slow Burn,12,5,"71 tackles, 5 sacks",No,No,0,No,No,46.2,Active
2042,2042_oregon_cpopek_wr,C.Popek,Patriots,WR,WR,23,Starter,76,81,83,Star,Fast Rise,15,11,"1347 rec yds, 9 rec TD",No,No,0,No,No,53.7,Active
2042,2042_pennstate_bhagg_lg,B.Hagg,Raiders,LG,OL,23,Starter,80,85,90,Star,Fast Rise,16,14,"16 games, 14 starts",No,No,0,No,No,59.2,Active
2042,2042_notredame_jingram_rg,J.Ingram,Rams,RG,OL,23,Depth,78,78,78,Bust,Flat,17,3,"17 games, 3 starts",No,No,0,No,No,42.4,Active
2042,2042_floridastate_pday_fs,P. Day,Ravens,FS,S,23,Starter,78,83,88,Star,Fast Rise,12,13,"55 tackles, 1 INT",No,No,0,No,No,57.1,Active
2042,2042_smu_godeyingbo_rg,G.Odeyingbo,Saints,RG,OL,23,Starter,80,85,86,Star,Fast Rise,14,10,"14 games, 10 starts",No,No,0,No,No,54.2,Active
2042,2042_clemson_dduarte_hb,D.Duarte,Seahawks,HB,RB,23,Starter,78,83,87,Star,Fast Rise,12,9,"1201 rush yds, 11 rush TD",No,No,0,No,No,52.1,Active
2042,2042_rutgers_sarmah_will,S.Armah,Steelers,WILL,LB,23,Starter,78,82,82,Impact Starter,Steady Rise,11,11,"52 tackles, 6 sacks",No,No,0,No,No,54.1,Active
2042,2042_houston_mmerriman_hb,M.Merriman,Texans,HB,RB,23,Starter,78,83,85,Impact Starter,Steady Rise,12,15,"935 rush yds, 7 rush TD",No,No,0,No,No,59.6,Active
2042,2042_rapidcity_bmerriman_te,B.Merriman,Titans,TE,TE,23,Starter,81,84,85,Impact Starter,Steady Rise,12,10,"946 rec yds, 5 rec TD",No,No,0,No,No,53.8,Active
2042,2042_oklahomastate_mbrown_hb,M.Brown,Vikings,HB,RB,23,Starter,78,83,85,Star,Fast Rise,16,16,"1173 rush yds, 9 rush TD",No,No,0,No,No,60.9,Active
2042,2042_hammond_dholliday_wr,D.Holliday,49ers,WR,WR,23,Starter,78,82,83,Impact Starter,Steady Rise,14,15,"1323 rec yds, 10 rec TD",No,No,0,No,No,59.1,Active
2042,2042_arizona_jknight_ledg,J.Knight,Bears,LEDG,EDGE,23,Rotation,78,79,79,Developmental,Slow Burn,14,4,"59 tackles, 2 sacks",No,No,0,No,No,44.1,Active
2042,2042_washington_fsanders_cb,F.Sanders,Bengals,CB,CB,23,Starter,80,83,84,Impact Starter,Steady Rise,15,9,"58 tackles, 0 INT",No,No,0,No,No,52.1,Active
2042,2042_ohiostate_mbody_wr,M.Body,Bills,WR,WR,23,Rotation,80,80,80,Developmental,Slow Burn,11,4,"1289 rec yds, 6 rec TD",No,No,0,No,No,44.5,Active
2042,2042_kansasstate_tfrancisco_qb,T.Francisco,Broncos,QB,QB,23,Starter,77,83,87,Star,Fast Rise,11,13,"3447 pass yds, 17 pass TD",No,No,0,No,No,57.1,Active
2042,2042_tennessee_mbrockel_wr,M.Brockel,Browns,WR,WR,23,Starter,76,79,81,Impact Starter,Steady Rise,16,16,"1333 rec yds, 7 rec TD",No,No,0,No,No,59.1,Active
2042,2042_lsu_bburnette_redg,B.Burnette,Buccaneers,REDG,EDGE,23,Starter,75,80,81,Impact Starter,Steady Rise,14,11,"83 tackles, 0 sacks",No,No,0,No,No,53.2,Active
2042,2042_lsu_ccapps_qb,C.Capps,Cardinals,QB,QB,23,Starter,75,80,84,Star,Fast Rise,11,8,"3422 pass yds, 22 pass TD",No,No,0,No,No,49.5,Active
2042,2042_alabama_tcreer_lg,T.Creer,Chargers,LG,OL,23,Starter,78,82,82,Impact Starter,Steady Rise,12,14,"12 games, 14 starts",No,No,0,No,No,57.9,Active
2042,2042_smu_tpool_wr,T.Pool,Chiefs,WR,WR,23,Starter,80,83,84,Impact Starter,Steady Rise,14,16,"1357 rec yds, 7 rec TD",No,No,0,No,No,60.9,Active
2042,2042_alabaster_tgardiner_will,T.Gardiner,Colts,WILL,LB,23,Starter,78,83,84,Star,Fast Rise,15,11,"87 tackles, 5 sacks",No,No,0,No,No,54.6,Active
2042,2042_oklahoma_jriddick_lt,J.Riddick,Commanders,LT,OL,23,Starter,76,80,81,Impact Starter,Steady Rise,13,9,"13 games, 9 starts",No,No,0,No,No,50.8,Active
2042,2042_maryland_jkellum_cb,J.Kellum,Cowboys,CB,CB,23,Rotation,76,76,76,Developmental,Slow Burn,15,8,"71 tackles, 3 INT",No,No,0,No,No,47.7,Active
2042,2042_texas_jhernandez_lg,J.Hernandez,Dolphins,LG,OL,23,Rotation,76,78,79,Steady Starter,Normal,12,3,"12 games, 3 starts",No,No,0,No,No,42.4,Active
2042,2042_usc_djudd_wr,D.Judd,Eagles,WR,WR,23,Rotation,78,80,81,Steady Starter,Normal,13,4,"1433 rec yds, 8 rec TD",No,No,0,No,No,44.5,Active
