Team,MSPlus,_ratings,_recruiting,_transfer,_veteran,_speed,_qb,_performance,_clobber,_chaos,_generational,_heisman
Syracuse,41.7,0.0,36.9,18.5,66.0,62,70.0,50.0,46.9,83.9,62,50.0
Purdue,40.9,3.3,53.1,30.8,60.5,58,55.0,50.0,44.4,36.5,50,50.0
Iowa State,40.3,0.0,6.2,40.8,75.5,58,90.0,50.0,41.5,42.5,62,50.0
Maryland,40.3,13.3,68.5,1.5,51.0,58,55.0,50.0,25.9,29.0,50,50.0
Southern Mississippi,40.2,5.8,6.7,50.0,62.2,58,80.0,50.0,51.1,51.5,50,50.0
Boston College,40.1,10.8,52.3,26.9,54.8,62,50.0,50.0,42.1,7.1,50,50.0
Air Force,39.8,0.0,26.9,53.8,55.8,50,70.0,50.0,38.6,78.2,50,50.0
Kansas State,39.0,0.0,34.6,33.1,58.2,54,70.0,50.0,37.7,56.1,50,50.0
Ohio,38.9,3.3,15.4,53.1,58.5,54,70.0,50.0,59.2,14.3,50,50.0
Hawai'i,38.9,0.0,35.4,37.7,53.2,54,70.0,50.0,43.6,36.5,50,50.0
Rutgers,38.8,13.3,20.8,27.7,56.0,58,65.0,50.0,46.5,38.0,50,50.0
Navy,38.5,13.3,21.5,19.2,65.5,62,50.0,50.0,62.4,21.7,50,50.0
Marshall,38.5,0.0,59.2,28.5,56.0,58,35.0,50.0,56.1,15.3,50,50.0
Florida International,38.4,5.8,6.7,50.0,57.5,62,80.0,50.0,39.5,29.0,50,50.0
Boise State,38.4,15.0,23.1,66.9,53.2,58,35.0,50.0,56.3,0.0,50,50.0
Arizona,37.0,0.0,31.5,33.8,65.5,58,55.0,50.0,43.8,12.2,50,50.0
Tulane,36.9,3.3,40.0,4.6,66.5,58,50.0,50.0,58.8,0.0,50,50.0
Appalachian State,36.8,4.2,3.3,50.0,71.0,62,55.0,50.0,27.8,89.6,50,50.0
UConn,36.5,3.3,27.7,55.4,50.0,58,35.0,50.0,31.5,100.0,50,50.0
Kennesaw State,36.4,0.0,0.0,50.0,70.5,50,70.0,50.0,46.7,39.5,50,50.0
Minnesota,35.9,3.3,51.5,32.3,55.5,54,35.0,50.0,25.0,29.0,50,50.0
Army,35.9,0.0,25.4,43.1,65.5,62,55.0,50.0,21.7,32.0,50,50.0
Louisiana Tech,35.8,0.0,24.6,23.1,50.0,58,55.0,50.0,56.2,53.0,50,50.0
Cincinnati,35.2,0.0,42.3,35.4,58.5,54,35.0,50.0,46.7,0.0,50,50.0
Oregon State,35.1,0.0,33.8,38.5,50.5,54,55.0,50.0,36.8,3.5,50,50.0
Washington State,34.8,0.0,0.0,50.0,56.0,54,70.0,50.0,41.1,41.0,50,50.0
James Madison,34.8,0.0,17.7,34.6,60.5,54,55.0,50.0,41.6,36.5,50,50.0
Ball State,34.5,0.0,12.3,52.3,64.8,54,55.0,50.0,33.7,14.0,50,50.0
Mississippi State,34.1,0.0,0.0,50.0,56.0,54,55.0,50.0,65.7,13.2,50,50.0
Western Michigan,33.8,0.0,0.0,50.0,50.5,50,70.0,50.0,40.4,36.5,50,50.0
UTSA,33.5,0.0,19.2,20.0,58.5,58,35.0,50.0,49.0,84.5,50,50.0
Middle Tennessee,33.3,0.0,0.0,50.0,55.5,54,50.0,50.0,35.0,90.3,50,50.0
Missouri State,33.2,0.0,7.7,56.9,50.0,54,35.0,50.0,58.7,44.0,50,50.0
Tulsa,32.9,0.0,30.8,3.8,50.5,58,35.0,50.0,42.1,92.8,50,50.0
Colorado State,32.9,0.0,18.5,8.5,79.8,70,35.0,50.0,47.8,3.0,50,50.0
Georgia State,32.8,0.0,0.0,10.8,65.5,54,70.0,50.0,33.0,69.7,50,50.0
Liberty,32.7,0.0,22.3,5.4,71.0,58,35.0,50.0,55.6,19.8,50,50.0
Northwestern,32.5,0.0,6.9,15.4,55.5,58,55.0,50.0,49.7,50.0,50,50.0
Massachusetts,32.5,0.0,0.0,50.0,60.8,54,50.0,50.0,40.9,29.0,50,50.0
Gate City,32.4,0.0,30.0,3.1,61.5,58,35.0,50.0,38.9,53.3,50,50.0
Coastal Carolina,32.3,0.0,0.0,50.0,50.5,58,55.0,50.0,40.6,27.5,50,50.0
UNLV,32.2,0.0,20.0,16.2,50.0,50,55.0,50.0,33.3,54.5,50,50.0
Louisiana,32.1,0.0,10.8,0.0,65.5,66,55.0,50.0,40.9,32.0,50,50.0
Eastern Michigan,32.0,0.0,0.0,50.0,58.2,50,35.0,50.0,54.9,52.9,50,50.0
Arkansas State,32.0,0.0,13.8,0.8,65.5,58,55.0,50.0,46.1,14.0,50,50.0
Rice,31.9,7.5,11.5,2.3,65.5,58,55.0,50.0,29.4,14.0,50,50.0
Texas State,31.6,0.0,0.0,10.0,95.5,50,35.0,50.0,47.4,43.5,50,50.0
Vanderbilt,31.4,0.0,16.9,22.3,50.0,50,35.0,50.0,55.5,47.0,50,50.0
Georgia Southern,31.1,0.0,0.0,50.0,50.5,58,35.0,50.0,39.8,71.3,50,50.0
New Mexico State,30.3,0.0,0.0,50.0,50.0,54,35.0,50.0,46.0,37.9,50,50.0
Central Michigan,30.2,0.0,0.0,50.0,50.0,54,35.0,50.0,54.9,12.0,50,50.0
Miami University,29.8,4.2,3.3,50.0,55.5,54,35.0,50.0,21.6,23.0,50,50.0
Delaware,29.4,0.0,10.0,23.8,50.0,58,35.0,50.0,36.7,42.5,50,50.0
Western Kentucky,29.3,0.0,0.0,50.0,50.0,50,35.0,50.0,26.5,65.9,50,50.0
UL Monroe,29.0,0.0,13.1,6.2,50.0,58,55.0,50.0,25.1,14.0,50,50.0
Sam Houston,29.0,0.0,9.2,13.8,50.0,50,35.0,50.0,50.9,41.0,50,50.0
Jacksonville State,27.7,0.0,0.0,50.0,50.0,50,35.0,50.0,26.3,14.0,50,50.0
Old Dominion,27.6,0.0,2.3,24.6,50.0,50,35.0,50.0,35.5,42.5,50,50.0
Kent State,27.6,0.0,0.0,13.1,50.0,50,55.0,50.0,37.5,0.0,50,50.0
UTEP,27.5,0.0,0.0,0.0,55.5,50,35.0,50.0,52.6,50.0,50,50.0
Utah State,25.7,0.0,8.5,0.0,50.0,54,35.0,50.0,27.8,23.0,50,50.0
Akron,25.3,0.0,1.5,25.4,50.0,54,35.0,50.0,13.8,14.0,50,50.0
South Alabama,25.1,0.0,0.0,0.0,50.0,50,35.0,50.0,47.3,3.5,50,50.0
