Team,MSPlus,_ratings,_recruiting,_transfer,_veteran,_speed,_qb,_performance,_clobber,_chaos,_generational,_heisman
Wake Forest,53.4,5.8,61.5,72.3,65.8,62,90.0,50.0,63.9,63.5,50,50.0
North Texas,53.1,27.5,64.6,90.8,58.2,66,55.0,50.0,50.3,35.0,50,50.0
Stanford,52.9,33.3,49.2,60.8,67.1,54,90.0,50.0,38.6,36.5,50,50.0
Virginia Tech,52.0,33.3,69.2,43.8,65.5,62,50.0,50.0,51.0,47.0,62,50.0
California,51.2,20.0,65.4,77.7,53.2,74,70.0,50.0,39.8,18.5,50,50.0
Missouri,50.3,20.0,63.1,63.1,66.5,70,70.0,50.0,33.1,23.0,50,50.0
San Diego State,50.3,39.2,40.0,50.0,67.3,54,55.0,50.0,52.4,68.2,62,50.0
Indiana,50.1,20.0,55.4,60.0,66.4,70,55.0,50.0,54.1,47.0,62,50.0
Memphis,49.3,16.7,57.7,76.2,53.5,58,70.0,50.0,38.3,62.8,50,50.0
BYU,47.8,30.0,36.2,46.2,60.2,62,50.0,50.0,76.0,59.0,50,50.0
Wisconsin,47.7,20.0,60.8,16.9,66.3,70,55.0,50.0,56.5,30.5,74,50.0
Illinois,47.7,7.5,54.6,83.1,58.5,70,55.0,50.0,31.8,100.0,50,50.0
Iowa,47.4,29.2,70.0,26.2,58.0,62,55.0,50.0,34.4,33.5,50,50.0
UCF,46.8,0.0,44.6,76.9,60.5,74,80.0,50.0,46.4,32.0,50,50.0
Temple,46.2,7.5,58.5,79.2,56.0,50,50.0,50.0,48.3,69.7,50,50.0
Kansas,45.7,16.7,40.8,59.2,58.0,54,70.0,50.0,54.4,23.2,50,50.0
Toledo,45.7,12.5,53.8,73.8,50.5,50,55.0,50.0,66.0,9.3,50,50.0
Virginia,45.6,16.7,56.2,81.5,50.5,54,55.0,50.0,42.8,0.0,50,50.0
Pittsburgh,45.4,24.2,32.3,6.9,76.5,54,70.0,50.0,64.2,57.5,50,50.0
South Carolina,45.4,7.5,38.5,80.8,65.5,54,70.0,50.0,26.2,77.2,50,50.0
Troy,45.3,16.7,46.9,48.5,71.5,50,55.0,50.0,66.7,0.0,50,50.0
Kentucky,43.1,4.2,37.7,67.7,58.5,62,70.0,50.0,38.7,33.5,50,50.0
Louisville,42.8,13.3,43.8,17.7,58.8,74,70.0,50.0,36.3,24.5,62,50.0
Colorado,42.6,7.5,56.9,50.8,55.8,62,50.0,50.0,31.0,53.1,50,50.0
Fresno State,42.6,0.0,45.4,54.6,56.5,66,55.0,50.0,56.2,53.3,50,50.0
Michigan State,42.5,7.5,48.5,30.0,56.0,54,55.0,50.0,55.2,82.4,50,50.0
Iowa State,42.2,0.0,6.2,40.8,75.5,58,90.0,50.0,48.0,89.3,62,50.0
Charlotte,42.2,0.0,3.8,41.5,90.5,58,100.0,50.0,53.7,14.3,50,50.0
Utah,41.7,7.5,41.5,75.4,60.5,62,50.0,50.0,31.1,18.5,50,50.0
Boston College,40.5,10.8,52.3,26.9,54.8,62,50.0,50.0,41.6,21.5,50,50.0
Purdue,40.5,3.3,53.1,30.8,60.5,58,55.0,50.0,41.4,30.5,50,50.0
Syracuse,39.8,0.0,36.9,18.5,66.0,62,70.0,50.0,38.3,44.0,62,50.0
Maryland,39.7,13.3,68.5,1.5,51.0,58,55.0,50.0,23.3,17.0,50,50.0
Florida International,39.5,5.8,6.7,50.0,57.5,62,80.0,50.0,51.0,35.0,50,50.0
Kansas State,39.3,0.0,34.6,33.1,58.2,54,70.0,50.0,40.8,56.9,50,50.0
Ohio,39.3,3.3,15.4,53.1,58.5,54,70.0,50.0,62.3,18.3,50,50.0
Air Force,39.3,0.0,26.9,53.8,55.8,50,70.0,50.0,36.2,70.1,50,50.0
Southern Mississippi,39.1,5.8,6.7,50.0,62.2,58,80.0,50.0,53.0,11.9,50,50.0
Hawai'i,39.1,0.0,35.4,37.7,53.2,54,70.0,50.0,47.3,32.0,50,50.0
Army,39.0,0.0,25.4,43.1,65.5,62,55.0,50.0,34.9,100.0,50,50.0
Navy,38.9,13.3,21.5,19.2,65.5,62,50.0,50.0,68.3,20.0,50,50.0
Marshall,38.7,0.0,59.2,28.5,56.0,58,35.0,50.0,49.1,42.5,50,50.0
Boise State,38.4,15.0,23.1,66.9,53.2,58,35.0,50.0,56.7,0.0,50,50.0
Rutgers,38.0,13.3,20.8,27.7,56.0,58,65.0,50.0,42.0,23.0,50,50.0
Tulane,37.1,3.3,40.0,4.6,66.5,58,50.0,50.0,60.5,0.0,50,50.0
UConn,36.9,3.3,27.7,55.4,50.0,58,35.0,50.0,36.0,100.0,50,50.0
Arizona,36.9,0.0,31.5,33.8,65.5,58,55.0,50.0,44.0,7.0,50,50.0
Louisiana Tech,36.7,0.0,24.6,23.1,50.0,58,55.0,50.0,64.9,59.0,50,50.0
Appalachian State,36.6,4.2,3.3,50.0,71.0,62,55.0,50.0,50.1,22.8,50,50.0
Minnesota,35.9,3.3,51.5,32.3,55.5,54,35.0,50.0,26.3,26.0,50,50.0
James Madison,35.7,0.0,17.7,34.6,60.5,54,55.0,50.0,42.4,63.5,50,50.0
Kennesaw State,35.5,0.0,0.0,50.0,70.5,50,70.0,50.0,50.1,2.3,50,50.0
Washington State,35.5,0.0,0.0,50.0,56.0,54,70.0,50.0,39.8,67.5,50,50.0
Oregon State,35.1,0.0,33.8,38.5,50.5,54,55.0,50.0,37.2,2.6,50,50.0
Cincinnati,34.8,0.0,42.3,35.4,58.5,54,35.0,50.0,41.7,0.0,50,50.0
Ball State,34.2,0.0,12.3,52.3,64.8,54,55.0,50.0,33.0,5.0,50,50.0
Mississippi State,34.2,0.0,0.0,50.0,56.0,54,55.0,50.0,64.8,17.2,50,50.0
Western Michigan,33.7,0.0,0.0,50.0,50.5,50,70.0,50.0,41.7,32.0,50,50.0
UTSA,33.5,0.0,19.2,20.0,58.5,58,35.0,50.0,42.7,100.0,50,50.0
Missouri State,33.4,0.0,7.7,56.9,50.0,54,35.0,50.0,60.5,47.0,50,50.0
Liberty,32.9,0.0,22.3,5.4,71.0,58,35.0,50.0,55.2,27.8,50,50.0
Rice,32.8,7.5,11.5,2.3,65.5,58,55.0,50.0,39.1,18.5,50,50.0
Colorado State,32.7,0.0,18.5,8.5,79.8,70,35.0,50.0,38.7,18.5,50,50.0
Tulsa,32.6,0.0,30.8,3.8,50.5,58,35.0,50.0,51.0,59.0,50,50.0
Middle Tennessee,32.5,0.0,0.0,50.0,55.5,54,50.0,50.0,29.2,78.0,50,50.0
Gate City,32.3,0.0,30.0,3.1,61.5,58,35.0,50.0,39.0,49.5,50,50.0
Georgia State,32.3,0.0,0.0,10.8,65.5,54,70.0,50.0,32.2,52.9,50,50.0
UNLV,32.3,0.0,20.0,16.2,50.0,50,55.0,50.0,37.7,47.1,50,50.0
Northwestern,32.3,0.0,6.9,15.4,55.5,58,55.0,50.0,50.6,41.0,50,50.0
Coastal Carolina,32.0,0.0,0.0,50.0,50.5,58,55.0,50.0,38.3,23.0,50,50.0
Eastern Michigan,32.0,0.0,0.0,50.0,58.2,50,35.0,50.0,55.8,51.5,50,50.0
Arkansas State,31.7,0.0,13.8,0.8,65.5,58,55.0,50.0,48.2,0.0,50,50.0
Massachusetts,31.6,0.0,0.0,50.0,60.8,54,50.0,50.0,35.8,11.0,50,50.0
Texas State,31.6,0.0,0.0,10.0,95.5,50,35.0,50.0,47.0,41.5,50,50.0
Vanderbilt,31.6,0.0,16.9,22.3,50.0,50,35.0,50.0,57.4,48.5,50,50.0
Louisiana,30.7,0.0,10.8,0.0,65.5,66,55.0,50.0,29.6,14.0,50,50.0
New Mexico State,30.5,0.0,0.0,50.0,50.0,54,35.0,50.0,49.6,36.2,50,50.0
Georgia Southern,30.0,0.0,0.0,50.0,50.5,58,35.0,50.0,39.3,33.5,50,50.0
Miami University,29.6,4.2,3.3,50.0,55.5,54,35.0,50.0,22.9,14.0,50,50.0
Central Michigan,29.4,0.0,0.0,50.0,50.0,54,35.0,50.0,39.0,27.5,50,50.0
Delaware,29.1,0.0,10.0,23.8,50.0,58,35.0,50.0,47.3,5.3,50,50.0
Western Kentucky,28.9,0.0,0.0,50.0,50.0,50,35.0,50.0,23.1,62.3,50,50.0
Kent State,28.5,0.0,0.0,13.1,50.0,50,55.0,50.0,48.6,0.0,50,50.0
UL Monroe,28.5,0.0,13.1,6.2,50.0,58,55.0,50.0,22.9,0.0,50,50.0
Sam Houston,27.7,0.0,9.2,13.8,50.0,50,35.0,50.0,42.0,23.0,50,50.0
Jacksonville State,27.6,0.0,0.0,50.0,50.0,50,35.0,50.0,28.6,5.0,50,50.0
Old Dominion,27.2,0.0,2.3,24.6,50.0,50,35.0,50.0,31.7,38.0,50,50.0
UTEP,26.5,0.0,0.0,0.0,55.5,50,35.0,50.0,44.0,41.0,50,50.0
South Alabama,25.6,0.0,0.0,0.0,50.0,50,35.0,50.0,50.0,14.0,50,50.0
Akron,24.8,0.0,1.5,25.4,50.0,54,35.0,50.0,11.7,5.0,50,50.0
Utah State,24.8,0.0,8.5,0.0,50.0,54,35.0,50.0,24.3,5.0,50,50.0
