Team,MSPlus,_ratings,_recruiting,_transfer,_veteran,_speed,_qb,_performance,_clobber,_chaos,_generational,_heisman
TCU,67.2,62.5,80.0,91.9,67.5,58,70.0,75.0,61.1,10.0,50,50.0
Tennessee,66.9,46.7,74.6,90.0,72.5,74,90.0,62.5,62.7,0.0,74,50.0
USC,64.9,86.7,92.3,37.3,75.3,70,70.0,25.0,37.7,29.0,50,50.0
Oklahoma State,63.7,53.3,76.2,48.8,74.5,58,70.0,80.0,66.5,32.6,50,50.0
UCLA,62.8,48.3,73.8,48.5,71.5,70,70.0,80.0,64.2,16.1,62,50.0
East Carolina,61.9,13.3,57.7,79.2,90.5,58,100.0,80.0,60.9,72.5,62,50.0
Oklahoma,61.7,40.8,80.4,84.2,74.1,74,50.0,50.0,50.2,100.0,62,50.0
San Diego State,61.1,33.3,67.7,73.5,72.8,70,80.0,75.0,62.4,0.0,62,50.0
Baylor,60.9,40.8,76.2,69.6,59.7,74,55.0,75.0,66.2,57.5,50,50.0
North Carolina,60.7,46.7,70.4,44.6,65.1,74,70.0,55.6,54.7,69.8,62,100.0
West Virginia,60.5,44.2,59.2,33.1,76.4,78,90.0,62.5,57.9,2.8,86,50.0
Georgia Tech,60.3,44.2,69.2,49.2,76.9,78,70.0,50.0,58.7,39.5,74,50.0
Wyoming,60.3,54.2,38.1,40.8,86.4,78,100.0,44.4,53.0,0.0,74,100.0
Death Valley,59.6,50.0,71.5,53.1,73.8,66,100.0,25.0,35.5,59.5,50,50.0
Wisconsin,58.2,24.2,64.2,44.2,78.9,78,55.0,77.8,61.3,76.0,86,50.0
Panama City,57.4,44.2,77.7,65.8,64.5,62,50.0,55.6,54.9,45.5,50,50.0
Virginia Tech,56.7,29.2,73.1,56.9,63.5,54,55.0,80.0,73.5,20.2,62,50.0
SMU,56.5,46.7,71.5,55.0,65.0,62,70.0,50.0,54.1,0.0,50,50.0
Arkansas,56.5,33.3,67.3,48.5,65.6,58,70.0,75.0,70.6,5.2,50,50.0
Alabaster,53.4,36.7,68.8,14.2,70.2,78,55.0,50.0,42.3,100.0,62,50.0
BYU,53.2,22.5,52.3,41.2,70.0,70,55.0,75.0,61.1,84.3,62,50.0
Iowa,52.6,29.2,69.6,38.5,64.6,62,55.0,60.0,54.7,44.6,50,80.0
Houston,51.9,22.5,56.2,72.3,64.6,62,35.0,80.0,69.9,17.6,62,50.0
Virginia,50.3,13.3,56.5,78.1,50.0,54,55.0,80.0,73.4,6.7,50,50.0
Memphis,50.2,16.7,49.6,66.5,53.5,54,70.0,77.8,59.1,19.0,50,50.0
Maryland,48.0,20.0,60.0,40.8,67.0,70,35.0,66.7,55.9,41.9,50,50.0
Fresno State,47.6,16.7,53.5,65.0,61.5,58,70.0,50.0,48.6,0.0,50,50.0
Purdue,47.2,7.5,51.9,50.8,63.5,62,70.0,50.0,43.6,73.0,62,50.0
California,47.1,13.3,55.0,60.8,62.0,58,70.0,33.3,35.6,100.0,50,50.0
Colorado,47.0,24.2,58.8,66.2,65.8,62,35.0,50.0,55.2,0.0,50,50.0
Indiana,46.9,20.0,54.6,60.4,70.8,58,55.0,33.3,40.2,68.3,50,50.0
Southern Mississippi,46.7,3.3,44.2,32.7,68.5,54,100.0,62.5,50.0,14.9,50,50.0
Mississippi State,46.6,4.2,40.4,56.2,69.8,62,70.0,50.0,41.7,100.0,62,50.0
Wake Forest,46.5,15.0,61.9,78.5,61.3,54,55.0,37.5,39.7,32.0,50,50.0
Duke,45.8,15.0,41.5,43.5,63.2,54,70.0,55.6,55.1,38.0,50,50.0
Troy,45.6,0.0,45.4,58.8,53.5,54,55.0,80.0,65.9,53.0,50,50.0
Marshall,45.6,0.0,43.8,30.0,90.5,54,35.0,80.0,70.1,62.0,62,50.0
Arizona State,45.5,30.0,47.7,35.4,65.5,62,55.0,37.5,43.0,26.0,62,50.0
Missouri,45.3,7.5,58.1,64.6,58.2,70,70.0,22.2,27.7,94.5,50,50.0
Rutgers,45.2,3.3,39.2,45.0,57.5,54,80.0,75.0,51.0,26.8,50,50.0
Cincinnati,45.2,0.0,46.2,45.0,73.2,62,55.0,50.0,46.8,100.0,74,50.0
Stanford,44.4,24.2,45.0,61.9,63.5,54,55.0,25.0,38.6,68.3,50,50.0
Ohio,44.0,0.0,16.5,41.9,66.0,54,90.0,80.0,61.3,19.5,50,50.0
Pittsburgh,43.8,20.0,24.6,1.2,71.5,50,70.0,77.8,70.5,0.0,50,50.0
Syracuse,43.6,0.0,33.5,41.2,68.5,66,70.0,55.6,56.1,41.0,62,50.0
UCF,43.4,7.5,36.2,58.5,63.5,66,55.0,44.4,40.5,100.0,50,50.0
Appalachian State,43.3,0.0,33.8,67.7,65.5,58,55.0,75.0,58.1,0.0,50,50.0
Hawai'i,42.8,0.0,47.7,41.5,50.5,58,70.0,55.6,47.1,67.8,50,50.0
Air Force,42.7,0.0,32.3,63.1,55.5,54,80.0,62.5,51.9,0.0,50,50.0
Navy,42.5,0.0,42.3,36.5,81.0,82,55.0,44.4,50.9,27.5,50,50.0
Florida International,42.5,0.0,42.3,50.4,64.5,70,80.0,37.5,49.2,0.0,50,50.0
Kentucky,42.0,3.3,43.1,53.5,61.0,74,35.0,50.0,45.3,99.7,50,50.0
Boise State,41.8,20.8,28.1,50.0,64.8,50,55.0,44.4,47.0,37.5,50,50.0
Washington State,41.7,0.0,33.8,55.0,55.5,66,70.0,50.0,42.3,60.8,50,50.0
Toledo,41.5,7.5,48.1,76.5,56.0,62,35.0,44.4,44.2,36.6,50,50.0
North Texas,40.5,15.0,39.2,50.4,68.5,70,35.0,44.4,45.8,0.0,50,50.0
Louisiana Tech,40.4,0.0,30.4,20.4,63.5,62,80.0,62.5,52.3,0.2,50,50.0
Minnesota,40.3,10.8,53.8,38.5,70.5,50,35.0,37.5,33.4,76.2,50,50.0
Boston College,40.0,0.0,45.4,45.8,76.0,58,55.0,33.3,39.5,23.0,62,50.0
Utah,40.0,7.5,35.4,47.7,64.8,58,35.0,55.6,44.4,67.1,50,50.0
Illinois,39.9,7.5,48.8,72.3,54.5,62,50.0,25.0,27.9,43.9,50,50.0
Kansas State,39.9,0.0,46.9,58.1,50.0,58,35.0,66.7,57.9,6.2,50,50.0
Michigan State,39.7,16.7,57.3,24.6,50.0,50,55.0,25.0,36.9,57.6,50,50.0
Arizona,39.5,0.0,38.5,40.0,54.5,58,70.0,50.0,47.7,8.6,50,50.0
Temple,39.3,15.0,62.7,77.7,50.5,54,35.0,20.0,26.8,0.0,50,50.0
Colorado State,39.1,0.0,35.4,37.7,71.0,62,35.0,50.0,38.1,100.0,62,50.0
Tulane,39.0,7.5,40.0,13.5,56.5,62,50.0,55.6,46.8,54.6,50,50.0
Louisiana,38.3,0.0,21.5,34.2,50.5,58,80.0,50.0,37.9,70.8,50,50.0
Oregon State,38.3,0.0,29.2,23.1,50.5,50,70.0,62.5,48.6,49.4,50,50.0
Eastern Michigan,37.5,0.0,32.3,70.4,61.5,58,35.0,50.0,40.9,27.5,50,50.0
UConn,36.7,3.3,27.7,55.4,51.0,54,35.0,62.5,58.4,0.0,50,50.0
Kansas,36.2,5.8,45.0,53.5,50.5,58,35.0,33.3,41.8,17.0,50,50.0
Georgia Southern,36.2,0.0,20.0,58.5,56.5,58,55.0,50.0,46.0,0.0,50,50.0
Delaware,36.0,0.0,7.7,26.2,75.5,58,55.0,50.0,38.0,100.0,50,50.0
Middle Tennessee,35.2,0.0,26.9,6.2,50.0,54,35.0,80.0,52.5,65.0,50,50.0
Missouri State,34.8,0.0,6.9,29.6,60.5,54,50.0,62.5,43.3,78.8,50,50.0
Massachusetts,34.4,0.0,15.8,38.5,71.0,54,50.0,33.3,29.2,75.5,62,50.0
Ball State,34.2,0.0,16.9,50.4,50.5,54,55.0,50.0,41.2,14.5,50,50.0
Gate City,33.4,0.0,30.0,16.5,63.2,54,35.0,44.4,48.1,30.5,62,50.0
Louisville,33.4,0.0,45.8,15.0,57.0,58,35.0,37.5,39.2,32.0,50,50.0
Army,33.1,0.0,25.8,21.5,50.0,66,35.0,57.1,42.2,36.5,50,50.0
UMass,32.5,0.0,0.0,50.0,50.0,50,50.0,50.0,50.0,50.0,50,50.0
Georgia State,32.4,0.0,17.3,11.9,50.0,54,55.0,50.0,37.7,66.2,50,50.0
UTSA,32.2,0.0,22.3,23.5,50.0,54,55.0,25.0,32.9,100.0,50,50.0
Central Michigan,31.6,0.0,8.1,13.1,50.0,62,55.0,55.6,54.3,0.0,50,50.0
Tulsa,31.6,0.0,30.8,6.5,50.0,50,50.0,44.4,47.3,8.2,50,50.0
Rice,31.3,0.0,17.3,11.9,65.8,66,35.0,37.5,39.0,45.4,62,50.0
James Madison,31.2,0.0,15.4,18.1,50.0,50,55.0,50.0,48.0,0.0,50,50.0
Iowa State,31.1,0.0,8.5,39.2,50.0,54,35.0,44.4,34.2,100.0,50,50.0
Western Michigan,30.9,0.0,6.2,1.9,60.5,54,35.0,75.0,55.9,10.7,50,50.0
Jacksonville State,30.8,0.0,0.8,5.4,50.0,50,55.0,62.5,40.4,72.7,50,50.0
Miami University,30.6,0.0,0.0,50.0,53.5,54,35.0,42.9,49.4,50.1,50,50.0
South Carolina,29.9,0.0,29.6,50.8,50.0,50,35.0,25.0,28.4,12.5,50,50.0
Liberty,29.7,0.0,15.8,8.1,50.0,54,45.0,37.5,40.9,66.5,50,50.0
Kent State,29.6,0.0,0.0,8.5,53.2,50,35.0,62.5,44.2,86.8,50,50.0
Vanderbilt,29.6,0.0,16.2,25.8,50.0,58,55.0,20.0,25.9,63.0,50,50.0
Old Dominion,29.3,0.0,2.7,25.0,50.0,54,35.0,50.0,34.9,85.8,50,50.0
Western Kentucky,29.0,0.0,2.3,23.1,50.0,54,35.0,44.4,39.2,92.8,50,50.0
Arkansas State,28.8,0.0,18.1,0.8,50.0,58,55.0,33.3,34.4,5.0,50,80.0
UNLV,28.7,0.0,10.8,10.4,50.0,50,70.0,20.0,29.2,50.0,50,50.0
New Mexico State,28.7,0.0,6.5,31.9,50.5,54,35.0,50.0,45.8,0.0,50,50.0
Sam Houston,28.4,0.0,3.8,12.7,50.0,54,35.0,44.4,37.1,97.4,50,50.0
UTEP,28.2,0.0,0.8,7.3,50.0,50,35.0,62.5,44.9,47.0,50,50.0
Northwestern,27.6,0.0,9.2,6.2,50.0,62,55.0,37.5,31.5,0.0,50,50.0
Kennesaw State,27.0,0.0,6.5,33.5,50.0,58,35.0,25.0,30.4,56.6,50,50.0
South Alabama,26.6,0.0,0.0,5.0,50.0,50,55.0,44.4,39.9,0.0,50,50.0
UL Monroe,26.4,0.0,10.0,7.3,50.0,54,35.0,44.4,43.0,0.0,50,50.0
Akron,26.3,0.0,5.8,31.9,50.0,50,35.0,33.3,42.1,0.0,50,50.0
Utah State,26.3,0.0,16.2,14.6,50.0,54,55.0,20.0,22.9,0.0,50,50.0
Coastal Carolina,25.9,0.0,0.0,14.6,70.5,62,35.0,22.2,33.7,23.8,50,50.0
Charlotte,25.9,0.0,0.0,22.3,50.0,50,55.0,25.0,37.7,0.0,50,50.0
Texas State,23.0,0.0,5.0,18.1,50.5,50,35.0,20.0,32.3,0.0,50,50.0
