Team,MSPlus,_ratings,_recruiting,_transfer,_veteran,_speed,_qb,_performance,_clobber,_chaos,_generational,_heisman
Missouri,49.3,7.5,58.1,64.6,58.2,70,70.0,50.0,40.6,100.0,50,50.0
Indiana,49.0,20.0,54.6,60.4,70.8,58,55.0,50.0,53.2,48.5,50,50.0
Southern Mississippi,49.0,3.3,44.2,32.7,68.5,54,100.0,66.7,61.1,48.5,50,50.0
Stanford,48.5,24.2,45.0,61.9,63.5,54,55.0,60.0,41.9,80.8,50,50.0
Duke,48.2,15.0,41.5,43.5,63.2,54,70.0,80.0,65.3,9.7,50,50.0
Navy,47.5,0.0,42.3,36.5,81.0,82,55.0,80.0,61.2,47.0,50,50.0
Cincinnati,46.8,0.0,46.2,45.0,73.2,62,55.0,66.7,66.7,42.5,74,50.0
Purdue,46.2,7.5,51.9,50.8,63.5,62,70.0,50.0,40.6,47.0,62,50.0
Colorado,46.2,24.2,58.8,66.2,65.8,62,35.0,33.3,51.4,38.0,50,50.0
Washington State,46.1,0.0,33.8,55.0,55.5,66,70.0,80.0,52.5,77.9,50,50.0
Syracuse,46.0,0.0,33.5,41.2,68.5,66,70.0,75.0,61.3,44.0,62,50.0
Rutgers,45.9,3.3,39.2,45.0,57.5,54,80.0,75.0,49.9,56.0,50,50.0
Troy,45.7,0.0,45.4,58.8,53.5,54,55.0,80.0,67.3,53.0,50,50.0
Marshall,45.0,0.0,43.8,30.0,90.5,54,35.0,80.0,64.8,56.0,62,50.0
Ohio,44.7,0.0,16.5,41.9,66.0,54,90.0,80.0,54.1,63.5,50,50.0
Air Force,44.4,0.0,32.3,63.1,55.5,54,80.0,66.7,66.5,2.8,50,50.0
Arizona,43.5,0.0,38.5,40.0,54.5,58,70.0,75.0,50.3,54.5,50,50.0
Toledo,43.3,7.5,48.1,76.5,56.0,62,35.0,60.0,46.2,36.5,50,50.0
Boise State,43.0,20.8,28.1,50.0,64.8,50,55.0,50.0,41.6,74.3,50,50.0
Pittsburgh,42.8,20.0,24.6,1.2,71.5,50,70.0,75.0,57.4,11.6,50,50.0
Minnesota,42.7,10.8,53.8,38.5,70.5,50,35.0,66.7,39.0,45.5,50,50.0
Florida International,42.4,0.0,42.3,50.4,64.5,70,80.0,33.3,49.7,8.3,50,50.0
Mississippi State,42.4,4.2,40.4,56.2,69.8,62,70.0,33.3,33.3,38.0,62,50.0
Colorado State,42.2,0.0,35.4,37.7,71.0,62,35.0,75.0,45.3,100.0,62,50.0
Michigan State,42.0,16.7,57.3,24.6,50.0,50,55.0,50.0,39.8,42.5,50,50.0
UCF,41.9,7.5,36.2,58.5,63.5,66,55.0,50.0,50.0,6.2,50,50.0
Kansas State,41.9,0.0,46.9,58.1,50.0,58,35.0,75.0,58.5,44.0,50,50.0
Illinois,41.1,7.5,48.8,72.3,54.5,62,50.0,33.3,36.0,32.0,50,50.0
Temple,40.6,15.0,62.7,77.7,50.5,54,35.0,25.0,27.7,23.0,50,50.0
Kentucky,40.6,3.3,43.1,53.5,61.0,74,35.0,50.0,48.7,42.5,50,50.0
Hawai'i,40.0,0.0,47.7,41.5,50.5,58,70.0,50.0,41.7,7.4,50,50.0
Boston College,39.8,0.0,45.4,45.8,76.0,58,55.0,25.0,44.6,29.0,62,50.0
Louisiana Tech,39.2,0.0,30.4,20.4,63.5,62,80.0,50.0,42.4,26.8,50,50.0
Kansas,39.1,5.8,45.0,53.5,50.5,58,35.0,50.0,51.4,33.5,50,50.0
North Texas,38.6,15.0,39.2,50.4,68.5,70,35.0,25.0,46.1,0.0,50,50.0
Appalachian State,38.3,0.0,33.8,67.7,65.5,58,55.0,33.3,35.3,32.0,50,50.0
Oregon State,38.0,0.0,29.2,23.1,50.5,50,70.0,60.0,36.8,79.5,50,50.0
Tulane,37.6,7.5,40.0,13.5,56.5,62,50.0,60.0,40.7,9.5,50,50.0
Eastern Michigan,37.6,0.0,32.3,70.4,61.5,58,35.0,50.0,39.4,36.5,50,50.0
Delaware,37.3,0.0,7.7,26.2,75.5,58,55.0,75.0,56.5,10.5,50,50.0
UTSA,35.8,0.0,22.3,23.5,50.0,54,55.0,50.0,46.1,100.0,50,50.0
Louisiana,35.7,0.0,21.5,34.2,50.5,58,80.0,33.3,15.0,100.0,50,50.0
Louisville,35.6,0.0,45.8,15.0,57.0,58,35.0,50.0,45.6,48.5,50,50.0
Massachusetts,35.5,0.0,15.8,38.5,71.0,54,50.0,50.0,37.7,36.5,62,50.0
UConn,35.0,3.3,27.7,55.4,51.0,54,35.0,50.0,49.5,7.2,50,50.0
Gate City,34.9,0.0,30.0,16.5,63.2,54,35.0,60.0,40.5,47.0,62,50.0
Middle Tennessee,34.9,0.0,26.9,6.2,50.0,54,35.0,75.0,42.0,100.0,50,50.0
Utah,34.6,7.5,35.4,47.7,64.8,58,35.0,25.0,29.1,29.0,50,50.0
Missouri State,34.6,0.0,6.9,29.6,60.5,54,50.0,75.0,28.0,71.8,50,50.0
Miami University,34.5,0.0,0.0,50.0,53.5,54,35.0,66.7,51.2,98.2,50,50.0
Central Michigan,34.5,0.0,8.1,13.1,50.0,62,55.0,75.0,60.8,13.8,50,50.0
Army,34.2,0.0,25.8,21.5,50.0,66,35.0,66.7,40.7,45.5,50,50.0
Georgia State,33.8,0.0,17.3,11.9,50.0,54,55.0,66.7,37.2,59.0,50,50.0
Georgia Southern,33.1,0.0,20.0,58.5,56.5,58,55.0,25.0,29.9,23.0,50,50.0
Vanderbilt,32.9,0.0,16.2,25.8,50.0,58,55.0,33.3,40.3,90.8,50,50.0
Ball State,32.8,0.0,16.9,50.4,50.5,54,55.0,25.0,32.2,75.3,50,50.0
Arkansas State,32.6,0.0,18.1,0.8,50.0,58,55.0,60.0,48.5,6.5,50,80.0
UMass,32.5,0.0,0.0,50.0,50.0,50,50.0,50.0,50.0,50.0,50,50.0
Northwestern,32.1,0.0,9.2,6.2,50.0,62,55.0,66.7,46.5,12.3,50,50.0
Western Kentucky,31.1,0.0,2.3,23.1,50.0,54,35.0,75.0,42.3,50.0,50,50.0
South Carolina,31.1,0.0,29.6,50.8,50.0,50,35.0,25.0,37.7,29.0,50,50.0
New Mexico State,30.9,0.0,6.5,31.9,50.5,54,35.0,66.7,50.1,5.5,50,50.0
Jacksonville State,30.9,0.0,0.8,5.4,50.0,50,55.0,66.7,34.8,77.5,50,50.0
Old Dominion,30.8,0.0,2.7,25.0,50.0,54,35.0,66.7,48.5,45.5,50,50.0
Iowa State,30.6,0.0,8.5,39.2,50.0,54,35.0,50.0,29.8,77.2,50,50.0
Rice,30.6,0.0,17.3,11.9,65.8,66,35.0,33.3,39.5,36.5,62,50.0
Akron,30.5,0.0,5.8,31.9,50.0,50,35.0,50.0,40.4,87.5,50,50.0
Western Michigan,30.4,0.0,6.2,1.9,60.5,54,35.0,66.7,59.3,13.2,50,50.0
UNLV,30.3,0.0,10.8,10.4,50.0,50,70.0,25.0,29.5,86.0,50,50.0
Utah State,30.1,0.0,16.2,14.6,50.0,54,55.0,33.3,41.8,32.0,50,50.0
James Madison,30.1,0.0,15.4,18.1,50.0,50,55.0,33.3,40.7,38.0,50,50.0
Tulsa,29.6,0.0,30.8,6.5,50.0,50,50.0,25.0,34.1,40.2,50,50.0
Liberty,29.5,0.0,15.8,8.1,50.0,54,45.0,50.0,41.5,16.8,50,50.0
Kennesaw State,29.2,0.0,6.5,33.5,50.0,58,35.0,33.3,32.4,95.5,50,50.0
Sam Houston,28.5,0.0,3.8,12.7,50.0,54,35.0,60.0,27.7,74.2,50,50.0
South Alabama,28.4,0.0,0.0,5.0,50.0,50,55.0,50.0,42.4,32.0,50,50.0
UL Monroe,27.5,0.0,10.0,7.3,50.0,54,35.0,50.0,46.6,6.2,50,50.0
UTEP,27.1,0.0,0.8,7.3,50.0,50,35.0,50.0,29.5,94.2,50,50.0
Charlotte,25.9,0.0,0.0,22.3,50.0,50,55.0,25.0,37.8,0.0,50,50.0
Coastal Carolina,25.8,0.0,0.0,14.6,70.5,62,35.0,25.0,27.6,29.0,50,50.0
Texas State,25.4,0.0,5.0,18.1,50.5,50,35.0,33.3,30.7,38.0,50,50.0
Kent State,22.9,0.0,0.0,8.5,53.2,50,35.0,25.0,29.5,29.0,50,50.0
