Team,MSPlus,_ratings,_recruiting,_transfer,_veteran,_speed,_qb,_performance,_clobber,_chaos,_generational,_heisman
Panama City,58.9,44.2,77.7,65.8,64.5,62,50.0,66.7,58.0,50.0,50,50.0
Georgia Tech,58.7,44.2,69.2,49.2,76.9,78,70.0,40.0,50.9,39.5,74,50.0
Wisconsin,57.8,24.2,64.2,44.2,78.9,78,55.0,80.0,57.9,65.3,86,50.0
SMU,56.2,46.7,71.5,55.0,65.0,62,70.0,40.0,51.1,30.5,50,50.0
Virginia Tech,56.0,29.2,73.1,56.9,63.5,54,55.0,80.0,65.0,19.2,62,50.0
Alabaster,55.1,36.7,68.8,14.2,70.2,78,55.0,60.0,51.7,100.0,62,50.0
Arkansas,53.9,33.3,67.3,48.5,65.6,58,70.0,60.0,58.0,5.0,50,50.0
Iowa,52.9,29.2,69.6,38.5,64.6,62,55.0,57.1,48.2,83.0,50,80.0
Houston,51.2,22.5,56.2,72.3,64.6,62,35.0,80.0,61.6,16.1,62,50.0
Memphis,50.7,16.7,49.6,66.5,53.5,54,70.0,80.0,64.5,15.2,50,50.0
Virginia,50.0,13.3,56.5,78.1,50.0,54,55.0,80.0,69.6,5.5,50,50.0
BYU,49.8,22.5,52.3,41.2,70.0,70,55.0,66.7,58.1,9.3,62,50.0
Wake Forest,49.4,15.0,61.9,78.5,61.3,54,55.0,60.0,40.8,53.0,50,50.0
Fresno State,49.1,16.7,53.5,65.0,61.5,58,70.0,60.0,52.3,9.0,50,50.0
Indiana,48.7,20.0,54.6,60.4,70.8,58,55.0,50.0,52.9,38.6,50,50.0
Maryland,48.6,20.0,60.0,40.8,67.0,70,35.0,66.7,59.2,54.2,50,50.0
California,48.5,13.3,55.0,60.8,62.0,58,70.0,50.0,33.2,95.8,50,50.0
Arizona State,48.5,30.0,47.7,35.4,65.5,62,55.0,60.0,53.7,19.8,62,50.0
Duke,47.4,15.0,41.5,43.5,63.2,54,70.0,66.7,60.5,39.5,50,50.0
Missouri,47.0,7.5,58.1,64.6,58.2,70,70.0,33.3,32.8,100.0,50,50.0
Southern Mississippi,46.8,3.3,44.2,32.7,68.5,54,100.0,60.0,54.4,13.4,50,50.0
Rutgers,46.8,3.3,39.2,45.0,57.5,54,80.0,80.0,51.9,62.0,50,50.0
Stanford,46.7,24.2,45.0,61.9,63.5,54,55.0,40.0,39.3,92.5,50,50.0
Troy,46.6,0.0,45.4,58.8,53.5,54,55.0,80.0,77.6,56.0,50,50.0
Syracuse,46.5,0.0,33.5,41.2,68.5,66,70.0,80.0,68.8,22.2,62,50.0
Colorado,46.4,24.2,58.8,66.2,65.8,62,35.0,40.0,45.4,39.0,50,50.0
Purdue,46.3,7.5,51.9,50.8,63.5,62,70.0,50.0,45.7,38.0,62,50.0
Air Force,46.0,0.0,32.3,63.1,55.5,54,80.0,80.0,69.7,4.0,50,50.0
Marshall,44.9,0.0,43.8,30.0,90.5,54,35.0,80.0,62.6,59.0,62,50.0
Cincinnati,44.9,0.0,46.2,45.0,73.2,62,55.0,60.0,54.9,35.0,74,50.0
Washington State,44.5,0.0,33.8,55.0,55.5,66,70.0,66.7,45.5,88.1,50,50.0
Pittsburgh,44.1,20.0,24.6,1.2,71.5,50,70.0,80.0,68.7,7.7,50,50.0
Mississippi State,44.0,4.2,40.4,56.2,69.8,62,70.0,40.0,35.1,65.9,62,50.0
Florida International,43.9,0.0,42.3,50.4,64.5,70,80.0,40.0,51.7,30.5,50,50.0
Minnesota,43.7,10.8,53.8,38.5,70.5,50,35.0,60.0,39.7,100.0,50,50.0
Navy,43.4,0.0,42.3,36.5,81.0,82,55.0,50.0,51.8,35.0,50,50.0
Ohio,43.0,0.0,16.5,41.9,66.0,54,90.0,80.0,50.6,15.3,50,50.0
Arizona,42.6,0.0,38.5,40.0,54.5,58,70.0,66.7,49.7,51.5,50,50.0
Kentucky,42.5,3.3,43.1,53.5,61.0,74,35.0,50.0,52.0,100.0,50,50.0
Appalachian State,41.1,0.0,33.8,67.7,65.5,58,55.0,60.0,48.7,0.0,50,50.0
Colorado State,41.0,0.0,35.4,37.7,71.0,62,35.0,66.7,41.4,100.0,62,50.0
Michigan State,40.9,16.7,57.3,24.6,50.0,50,55.0,40.0,40.5,39.5,50,50.0
Hawai'i,40.8,0.0,47.7,41.5,50.5,58,70.0,50.0,36.6,47.6,50,50.0
Temple,40.5,15.0,62.7,77.7,50.5,54,35.0,20.0,34.9,20.0,50,50.0
Eastern Michigan,40.4,0.0,32.3,70.4,61.5,58,35.0,66.7,50.3,42.5,50,50.0
Tulane,40.3,7.5,40.0,13.5,56.5,62,50.0,66.7,47.5,57.4,50,50.0
Kansas,39.8,5.8,45.0,53.5,50.5,58,35.0,50.0,49.3,61.1,50,50.0
Kansas State,39.7,0.0,46.9,58.1,50.0,58,35.0,66.7,54.6,8.0,50,50.0
Boise State,39.6,20.8,28.1,50.0,64.8,50,55.0,33.3,39.8,21.3,50,50.0
UCF,39.1,7.5,36.2,58.5,63.5,66,55.0,33.3,38.9,0.0,50,50.0
Toledo,39.0,7.5,48.1,76.5,56.0,62,35.0,33.3,33.4,19.0,50,50.0
Illinois,39.0,7.5,48.8,72.3,54.5,62,50.0,20.0,29.5,26.0,50,50.0
North Texas,38.9,15.0,39.2,50.4,68.5,70,35.0,33.3,39.7,0.0,50,50.0
Oregon State,38.9,0.0,29.2,23.1,50.5,50,70.0,60.0,39.9,100.0,50,50.0
Louisiana Tech,38.6,0.0,30.4,20.4,63.5,62,80.0,50.0,43.9,2.6,50,50.0
Boston College,37.8,0.0,45.4,45.8,76.0,58,55.0,20.0,37.7,0.0,62,50.0
Louisiana,37.4,0.0,21.5,34.2,50.5,58,80.0,40.0,27.5,100.0,50,50.0
Missouri State,36.5,0.0,6.9,29.6,60.5,54,50.0,80.0,51.7,54.5,50,50.0
Utah,35.7,7.5,35.4,47.7,64.8,58,35.0,33.3,32.3,30.5,50,50.0
UConn,35.2,3.3,27.7,55.4,51.0,54,35.0,50.0,54.2,0.0,50,50.0
Central Michigan,35.1,0.0,8.1,13.1,50.0,62,55.0,80.0,63.2,10.1,50,50.0
Delaware,35.1,0.0,7.7,26.2,75.5,58,55.0,60.0,48.0,11.0,50,50.0
Middle Tennessee,34.6,0.0,26.9,6.2,50.0,54,35.0,80.0,48.6,56.0,50,50.0
Georgia Southern,34.5,0.0,20.0,58.5,56.5,58,55.0,33.3,39.1,18.5,50,50.0
Ball State,34.3,0.0,16.9,50.4,50.5,54,55.0,33.3,30.4,100.0,50,50.0
Louisville,34.0,0.0,45.8,15.0,57.0,58,35.0,33.3,35.7,77.6,50,50.0
Massachusetts,33.9,0.0,15.8,38.5,71.0,54,50.0,33.3,34.0,45.8,62,50.0
Georgia State,33.4,0.0,17.3,11.9,50.0,54,55.0,60.0,37.1,68.5,50,50.0
South Carolina,33.2,0.0,29.6,50.8,50.0,50,35.0,40.0,43.6,33.5,50,50.0
UTSA,33.0,0.0,22.3,23.5,50.0,54,55.0,33.3,32.6,100.0,50,50.0
Gate City,32.7,0.0,30.0,16.5,63.2,54,35.0,42.9,41.7,29.0,62,50.0
UMass,32.5,0.0,0.0,50.0,50.0,50,50.0,50.0,50.0,50.0,50,50.0
Army,32.1,0.0,25.8,21.5,50.0,66,35.0,50.0,39.0,36.5,50,50.0
Rice,31.4,0.0,17.3,11.9,65.8,66,35.0,40.0,44.4,27.5,62,50.0
Western Michigan,31.4,0.0,6.2,1.9,60.5,54,35.0,80.0,56.7,7.0,50,50.0
Miami University,31.3,0.0,0.0,50.0,53.5,54,35.0,40.0,45.6,92.6,50,50.0
Iowa State,31.2,0.0,8.5,39.2,50.0,54,35.0,50.0,29.0,100.0,50,50.0
Tulsa,31.1,0.0,30.8,6.5,50.0,50,50.0,33.3,45.9,32.0,50,50.0
James Madison,30.9,0.0,15.4,18.1,50.0,50,55.0,40.0,43.6,33.5,50,50.0
Northwestern,30.6,0.0,9.2,6.2,50.0,62,55.0,60.0,40.7,0.0,50,50.0
Vanderbilt,30.3,0.0,16.2,25.8,50.0,58,55.0,20.0,25.4,88.7,50,50.0
New Mexico State,30.0,0.0,6.5,31.9,50.5,54,35.0,60.0,49.8,0.0,50,50.0
Old Dominion,29.9,0.0,2.7,25.0,50.0,54,35.0,60.0,43.5,51.8,50,50.0
Kennesaw State,29.5,0.0,6.5,33.5,50.0,58,35.0,40.0,30.5,88.0,50,50.0
UNLV,29.4,0.0,10.8,10.4,50.0,50,70.0,20.0,32.8,64.4,50,50.0
Arkansas State,29.2,0.0,18.1,0.8,50.0,58,55.0,33.3,35.3,18.5,50,80.0
UL Monroe,29.1,0.0,10.0,7.3,50.0,54,35.0,50.0,45.4,63.0,50,50.0
Sam Houston,28.8,0.0,3.8,12.7,50.0,54,35.0,50.0,34.2,100.0,50,50.0
Liberty,28.7,0.0,15.8,8.1,50.0,54,45.0,40.0,35.0,39.2,50,50.0
South Alabama,28.0,0.0,0.0,5.0,50.0,50,55.0,50.0,39.8,27.5,50,50.0
Utah State,27.3,0.0,16.2,14.6,50.0,54,55.0,20.0,30.0,14.0,50,50.0
Jacksonville State,27.1,0.0,0.8,5.4,50.0,50,55.0,40.0,25.3,64.1,50,50.0
Charlotte,27.0,0.0,0.0,22.3,50.0,50,55.0,33.3,38.1,9.5,50,50.0
UTEP,27.0,0.0,0.8,7.3,50.0,50,35.0,60.0,33.1,47.0,50,50.0
Western Kentucky,27.0,0.0,2.3,23.1,50.0,54,35.0,50.0,39.9,5.0,50,50.0
Akron,26.9,0.0,5.8,31.9,50.0,50,35.0,33.3,42.9,18.5,50,50.0
Kent State,26.2,0.0,0.0,8.5,53.2,50,35.0,40.0,34.0,74.5,50,50.0
Coastal Carolina,24.9,0.0,0.0,14.6,70.5,62,35.0,20.0,28.6,11.0,50,50.0
Texas State,23.4,0.0,5.0,18.1,50.5,50,35.0,20.0,28.9,20.0,50,50.0
