Team,MSPlus,_ratings,_recruiting,_transfer,_veteran,_speed,_qb,_performance,_clobber,_chaos,_generational,_heisman
Death Valley,62.8,50.0,71.5,53.1,73.8,66,100.0,40.0,42.1,100.0,50,50.0
UCLA,62.1,48.3,73.8,48.5,71.5,70,70.0,80.0,62.0,0.0,62,50.0
San Diego State,62.1,33.3,67.7,73.5,72.8,70,80.0,80.0,68.8,0.0,62,50.0
Oklahoma,61.9,40.8,80.4,84.2,74.1,74,50.0,50.0,52.7,100.0,62,50.0
West Virginia,61.6,44.2,59.2,33.1,76.4,78,90.0,70.0,60.8,4.2,86,50.0
Wyoming,61.2,54.2,38.1,40.8,86.4,78,100.0,50.0,57.1,0.0,74,100.0
East Carolina,60.8,13.3,57.7,79.2,90.5,58,100.0,80.0,60.7,35.1,62,50.0
SMU,60.6,46.7,71.5,55.0,65.0,62,70.0,60.0,59.7,85.8,50,50.0
Georgia Tech,60.3,44.2,69.2,49.2,76.9,78,70.0,50.0,59.0,38.0,74,50.0
Baylor,60.2,40.8,76.2,69.6,59.7,74,55.0,70.0,63.1,59.0,50,50.0
Panama City,58.6,44.2,77.7,65.8,64.5,62,50.0,63.6,61.7,42.5,50,50.0
North Carolina,57.9,46.7,70.4,44.6,65.1,74,70.0,50.0,53.5,0.3,62,100.0
Wisconsin,57.3,24.2,64.2,44.2,78.9,78,55.0,63.6,58.9,99.1,86,50.0
Virginia Tech,55.7,29.2,73.1,56.9,63.5,54,55.0,80.0,68.9,0.0,62,50.0
Arkansas,53.8,33.3,67.3,48.5,65.6,58,70.0,60.0,58.3,0.0,50,50.0
Alabaster,52.9,36.7,68.8,14.2,70.2,78,55.0,50.0,43.7,81.7,62,50.0
Iowa,51.9,29.2,69.6,38.5,64.6,62,55.0,63.6,58.0,0.0,50,80.0
BYU,51.6,22.5,52.3,41.2,70.0,70,55.0,80.0,59.1,20.0,62,50.0
Houston,51.0,22.5,56.2,72.3,64.6,62,35.0,80.0,65.0,0.0,62,50.0
Virginia,50.1,13.3,56.5,78.1,50.0,54,55.0,80.0,73.4,0.0,50,50.0
Memphis,49.9,16.7,49.6,66.5,53.5,54,70.0,72.7,58.2,29.5,50,50.0
Wake Forest,49.6,15.0,61.9,78.5,61.3,54,55.0,50.0,46.4,78.7,50,50.0
Southern Mississippi,49.3,3.3,44.2,32.7,68.5,54,100.0,70.0,55.6,60.0,50,50.0
Mississippi State,48.0,4.2,40.4,56.2,69.8,62,70.0,60.0,46.8,100.0,62,50.0
Maryland,46.9,20.0,60.0,40.8,67.0,70,35.0,60.0,54.1,34.5,50,50.0
Arizona State,46.8,30.0,47.7,35.4,65.5,62,55.0,50.0,52.4,0.0,62,50.0
California,46.8,13.3,55.0,60.8,62.0,58,70.0,30.0,35.5,100.0,50,50.0
Fresno State,46.5,16.7,53.5,65.0,61.5,58,70.0,40.0,47.6,0.0,50,50.0
Purdue,46.3,7.5,51.9,50.8,63.5,62,70.0,50.0,46.6,34.2,62,50.0
Duke,46.3,15.0,41.5,43.5,63.2,54,70.0,60.0,54.0,42.5,50,50.0
Colorado,45.4,24.2,58.8,66.2,65.8,62,35.0,40.0,48.4,0.0,50,50.0
Cincinnati,45.3,0.0,46.2,45.0,73.2,62,55.0,50.0,47.9,100.0,74,50.0
Indiana,45.1,20.0,54.6,60.4,70.8,58,55.0,30.0,35.4,33.0,50,50.0
Missouri,45.0,7.5,58.1,64.6,58.2,70,70.0,20.0,25.7,97.1,50,50.0
Rutgers,44.7,3.3,39.2,45.0,57.5,54,80.0,70.0,50.5,29.5,50,50.0
Washington State,44.4,0.0,33.8,55.0,55.5,66,70.0,60.0,48.1,100.0,50,50.0
Ohio,44.3,0.0,16.5,41.9,66.0,54,90.0,80.0,65.2,20.6,50,50.0
Troy,44.2,0.0,45.4,58.8,53.5,54,55.0,80.0,64.8,9.2,50,50.0
Florida International,44.2,0.0,42.3,50.4,64.5,70,80.0,50.0,55.1,0.0,50,50.0
Marshall,44.1,0.0,43.8,30.0,90.5,54,35.0,80.0,65.6,26.5,62,50.0
Toledo,43.8,7.5,48.1,76.5,56.0,62,35.0,45.4,47.5,100.0,50,50.0
Syracuse,43.4,0.0,33.5,41.2,68.5,66,70.0,54.6,55.2,39.5,62,50.0
North Texas,43.3,15.0,39.2,50.4,68.5,70,35.0,54.6,50.7,47.5,50,50.0
Boise State,43.3,20.8,28.1,50.0,64.8,50,55.0,50.0,47.6,68.9,50,50.0
Stanford,43.2,24.2,45.0,61.9,63.5,54,55.0,20.0,38.0,45.0,50,50.0
Appalachian State,42.9,0.0,33.8,67.7,65.5,58,55.0,70.0,58.5,0.0,50,50.0
Pittsburgh,42.6,20.0,24.6,1.2,71.5,50,70.0,70.0,66.0,0.0,50,50.0
Navy,42.6,0.0,42.3,36.5,81.0,82,55.0,44.4,50.8,30.5,50,50.0
Air Force,42.5,0.0,32.3,63.1,55.5,54,80.0,60.0,51.8,0.0,50,50.0
UCF,42.3,7.5,36.2,58.5,63.5,66,55.0,36.4,37.7,100.0,50,50.0
Hawai'i,41.9,0.0,47.7,41.5,50.5,58,70.0,50.0,45.5,58.5,50,50.0
Boston College,41.4,0.0,45.4,45.8,76.0,58,55.0,36.4,42.6,50.0,62,50.0
Kentucky,40.5,3.3,43.1,53.5,61.0,74,35.0,40.0,38.8,100.0,50,50.0
Louisiana Tech,40.0,0.0,30.4,20.4,63.5,62,80.0,60.0,50.3,0.0,50,50.0
Michigan State,40.0,16.7,57.3,24.6,50.0,50,55.0,30.0,39.0,47.1,50,50.0
Arizona,39.9,0.0,38.5,40.0,54.5,58,70.0,40.0,39.4,77.5,50,50.0
Kansas State,39.2,0.0,46.9,58.1,50.0,58,35.0,60.0,54.8,12.3,50,50.0
Temple,39.2,15.0,62.7,77.7,50.5,54,35.0,20.0,25.7,0.0,50,50.0
Minnesota,39.1,10.8,53.8,38.5,70.5,50,35.0,30.0,29.8,71.0,50,50.0
Colorado State,39.0,0.0,35.4,37.7,71.0,62,35.0,50.0,36.3,100.0,62,50.0
Tulane,38.9,7.5,40.0,13.5,56.5,62,50.0,50.0,44.2,77.2,50,50.0
Illinois,38.5,7.5,48.8,72.3,54.5,62,50.0,20.0,22.5,27.8,50,50.0
Utah,38.3,7.5,35.4,47.7,64.8,58,35.0,50.0,41.8,35.0,50,50.0
Louisiana,37.4,0.0,21.5,34.2,50.5,58,80.0,50.0,39.5,36.5,50,50.0
Louisville,37.3,0.0,45.8,15.0,57.0,58,35.0,50.0,46.8,100.0,50,50.0
Oregon State,36.8,0.0,29.2,23.1,50.5,50,70.0,60.0,46.4,15.3,50,50.0
Eastern Michigan,36.8,0.0,32.3,70.4,61.5,58,35.0,50.0,42.3,1.1,50,50.0
Georgia Southern,36.4,0.0,20.0,58.5,56.5,58,55.0,50.0,48.5,0.0,50,50.0
UConn,36.2,3.3,27.7,55.4,51.0,54,35.0,60.0,54.7,0.0,50,50.0
Kansas,36.1,5.8,45.0,53.5,50.5,58,35.0,27.3,39.1,40.4,50,50.0
Ball State,35.4,0.0,16.9,50.4,50.5,54,55.0,40.0,36.8,100.0,50,50.0
Missouri State,35.3,0.0,6.9,29.6,60.5,54,50.0,70.0,46.3,60.8,50,50.0
Delaware,35.2,0.0,7.7,26.2,75.5,58,55.0,50.0,40.4,66.7,50,50.0
Middle Tennessee,34.9,0.0,26.9,6.2,50.0,54,35.0,80.0,50.4,60.4,50,50.0
Army,33.9,0.0,25.8,21.5,50.0,66,35.0,66.7,49.9,9.5,50,50.0
Massachusetts,33.4,0.0,15.8,38.5,71.0,54,50.0,30.0,25.6,65.3,62,50.0
UTSA,33.1,0.0,22.3,23.5,50.0,54,55.0,30.0,37.4,100.0,50,50.0
Tulsa,33.1,0.0,30.8,6.5,50.0,50,50.0,40.0,44.7,79.1,50,50.0
Georgia State,32.7,0.0,17.3,11.9,50.0,54,55.0,50.0,38.9,71.5,50,50.0
UMass,32.5,0.0,0.0,50.0,50.0,50,50.0,50.0,50.0,50.0,50,50.0
Central Michigan,32.2,0.0,8.1,13.1,50.0,62,55.0,60.0,56.1,0.0,50,50.0
Rice,32.2,0.0,17.3,11.9,65.8,66,35.0,50.0,45.3,17.0,62,50.0
Gate City,31.7,0.0,30.0,16.5,63.2,54,35.0,40.0,42.9,0.0,62,50.0
Miami University,31.4,0.0,0.0,50.0,53.5,54,35.0,44.4,49.5,72.0,50,50.0
Kent State,31.1,0.0,0.0,8.5,53.2,50,35.0,70.0,49.0,100.0,50,50.0
James Madison,31.0,0.0,15.4,18.1,50.0,50,55.0,50.0,44.8,0.9,50,50.0
Iowa State,30.6,0.0,8.5,39.2,50.0,54,35.0,40.0,34.3,100.0,50,50.0
Vanderbilt,30.4,0.0,16.2,25.8,50.0,58,55.0,20.0,25.7,90.2,50,50.0
Western Michigan,30.2,0.0,6.2,1.9,60.5,54,35.0,70.0,57.2,0.0,50,50.0
Jacksonville State,30.1,0.0,0.8,5.4,50.0,50,55.0,50.0,37.2,100.0,50,50.0
Sam Houston,29.7,0.0,3.8,12.7,50.0,54,35.0,54.6,39.5,100.0,50,50.0
Arkansas State,29.2,0.0,18.1,0.8,50.0,58,55.0,36.4,37.1,0.5,50,80.0
South Carolina,28.7,0.0,29.6,50.8,50.0,50,35.0,20.0,24.3,0.5,50,50.0
New Mexico State,28.6,0.0,6.5,31.9,50.5,54,35.0,50.0,43.7,0.0,50,50.0
Western Kentucky,28.5,0.0,2.3,23.1,50.0,54,35.0,40.0,37.5,92.8,50,50.0
Liberty,28.4,0.0,15.8,8.1,50.0,54,45.0,40.0,41.2,14.0,50,50.0
Northwestern,28.1,0.0,9.2,6.2,50.0,62,55.0,40.0,35.2,0.0,50,50.0
UTEP,28.0,0.0,0.8,7.3,50.0,50,35.0,60.0,46.9,46.1,50,50.0
UNLV,27.6,0.0,10.8,10.4,50.0,50,70.0,20.0,23.2,30.4,50,50.0
Old Dominion,27.4,0.0,2.7,25.0,50.0,54,35.0,40.0,31.9,66.3,50,50.0
UL Monroe,27.2,0.0,10.0,7.3,50.0,54,35.0,36.4,42.6,51.4,50,50.0
Akron,26.6,0.0,5.8,31.9,50.0,50,35.0,36.4,41.6,0.0,50,50.0
Coastal Carolina,26.5,0.0,0.0,14.6,70.5,62,35.0,27.3,34.4,24.7,50,50.0
Utah State,26.4,0.0,16.2,14.6,50.0,54,55.0,20.0,24.6,0.0,50,50.0
South Alabama,26.1,0.0,0.0,5.0,50.0,50,55.0,40.0,37.4,5.0,50,50.0
Kennesaw State,25.8,0.0,6.5,33.5,50.0,58,35.0,20.0,28.5,38.0,50,50.0
Charlotte,24.8,0.0,0.0,22.3,50.0,50,55.0,20.0,30.5,0.0,50,50.0
Texas State,23.5,0.0,5.0,18.1,50.5,50,35.0,20.0,29.9,21.0,50,50.0
