Team,MSPlus,_ratings,_recruiting,_transfer,_veteran,_speed,_qb,_performance,_clobber,_chaos,_generational,_heisman
LSU,69.8,66.7,78.5,78.5,73.0,70,70.0,50.0,84.0,32.1,62,100.0
Oklahoma,69.6,54.2,77.7,70.8,87.0,78,90.0,50.0,56.1,38.0,98,50.0
Rapid City,69.4,74.2,86.9,82.3,80.5,66,70.0,50.0,41.9,68.0,50,50.0
Oregon,66.6,66.7,85.4,86.2,75.6,54,50.0,50.0,65.2,62.0,62,50.0
San Jose State,65.9,42.5,92.3,93.1,75.5,66,55.0,50.0,60.6,100.0,50,100.0
TCU,65.6,53.3,83.8,92.3,74.8,82,50.0,50.0,71.9,29.3,62,50.0
Washington,65.6,66.7,90.0,36.9,66.9,66,65.0,50.0,49.8,100.0,74,50.0
NC State,65.4,57.5,79.2,58.5,78.8,78,70.0,50.0,52.7,75.2,62,50.0
Hammond,64.3,70.0,87.7,40.0,68.1,66,70.0,50.0,53.3,4.1,74,50.0
Tennessee,64.3,46.7,73.8,91.5,68.2,78,90.0,50.0,41.8,33.5,62,50.0
Oklahoma State,61.5,55.8,74.6,74.6,67.8,50,70.0,50.0,54.9,54.2,50,50.0
Arizona State,60.8,40.8,76.2,71.5,63.2,58,90.0,50.0,59.4,14.9,62,50.0
Death Valley,60.5,29.2,63.8,63.8,73.0,74,100.0,50.0,34.6,100.0,62,80.0
Arkansas,60.1,46.7,70.8,47.7,71.6,66,90.0,50.0,38.6,73.2,50,50.0
Panama City,59.6,39.2,80.8,84.6,70.5,66,70.0,50.0,54.3,0.0,50,50.0
Wyoming,59.5,48.3,39.2,44.6,83.8,82,90.0,50.0,53.6,50.0,74,50.0
Alabaster,59.5,46.7,67.7,12.3,75.6,70,100.0,50.0,33.2,92.6,62,50.0
West Virginia,59.1,33.3,60.0,42.3,79.0,62,70.0,50.0,78.4,60.5,86,100.0
Duke,58.9,24.2,75.4,89.2,63.2,62,70.0,50.0,55.1,100.0,62,50.0
North Carolina,58.1,31.7,66.9,36.2,67.1,66,90.0,50.0,57.5,100.0,62,50.0
UCLA,57.3,40.8,76.9,45.4,67.5,66,70.0,50.0,64.4,0.0,62,50.0
Houston,56.1,27.5,66.2,88.5,83.5,54,55.0,50.0,71.9,21.5,50,50.0
Baylor,55.1,36.7,80.0,50.0,59.5,62,70.0,50.0,55.7,4.2,50,50.0
SMU,54.7,31.7,71.5,57.7,67.5,62,70.0,50.0,62.3,0.0,50,50.0
East Carolina,54.3,20.0,50.8,73.1,68.5,58,100.0,50.0,60.2,0.0,62,50.0
Virginia Tech,53.7,33.3,69.2,43.8,65.5,62,50.0,50.0,54.2,93.7,62,50.0
North Texas,52.8,27.5,64.6,90.8,58.2,66,55.0,50.0,51.8,23.6,50,50.0
Wake Forest,52.2,5.8,61.5,72.3,65.8,62,90.0,50.0,62.8,25.1,50,50.0
Stanford,51.9,33.3,49.2,60.8,67.1,54,90.0,50.0,40.6,0.0,50,50.0
California,51.2,20.0,65.4,77.7,53.2,74,70.0,50.0,31.5,42.8,50,50.0
Missouri,50.9,20.0,63.1,63.1,66.5,70,70.0,50.0,38.2,29.0,50,50.0
San Diego State,50.3,39.2,40.0,50.0,67.3,54,55.0,50.0,51.2,73.4,62,50.0
Memphis,50.1,16.7,57.7,76.2,53.5,58,70.0,50.0,40.5,83.6,50,50.0
Indiana,49.2,20.0,55.4,60.0,66.4,70,55.0,50.0,46.7,38.0,62,50.0
Illinois,47.8,7.5,54.6,83.1,58.5,70,55.0,50.0,32.7,100.0,50,50.0
BYU,47.6,30.0,36.2,46.2,60.2,62,50.0,50.0,71.0,65.0,50,50.0
Wisconsin,47.5,20.0,60.8,16.9,66.3,70,55.0,50.0,54.3,29.0,74,50.0
Temple,47.3,7.5,58.5,79.2,56.0,50,50.0,50.0,50.8,100.0,50,50.0
UCF,47.2,0.0,44.6,76.9,60.5,74,80.0,50.0,49.1,38.0,50,50.0
Iowa,46.3,29.2,70.0,26.2,58.0,62,55.0,50.0,26.2,18.5,50,50.0
Virginia,45.7,16.7,56.2,81.5,50.5,54,55.0,50.0,43.8,0.0,50,50.0
Troy,45.3,16.7,46.9,48.5,71.5,50,55.0,50.0,66.5,0.0,50,50.0
Toledo,45.0,12.5,53.8,73.8,50.5,50,55.0,50.0,60.5,0.0,50,50.0
Kansas,44.9,16.7,40.8,59.2,58.0,54,70.0,50.0,53.4,0.0,50,50.0
South Carolina,44.6,7.5,38.5,80.8,65.5,54,70.0,50.0,22.0,62.9,50,50.0
Utah,44.3,7.5,41.5,75.4,60.5,62,50.0,50.0,33.4,100.0,50,50.0
Charlotte,43.8,0.0,3.8,41.5,90.5,58,100.0,50.0,55.1,62.9,50,50.0
Pittsburgh,43.6,24.2,32.3,6.9,76.5,54,70.0,50.0,63.1,0.0,50,50.0
Fresno State,43.2,0.0,45.4,54.6,56.5,66,55.0,50.0,61.9,56.0,50,50.0
Louisville,43.2,13.3,43.8,17.7,58.8,74,70.0,50.0,33.9,41.9,62,50.0
Michigan State,42.9,7.5,48.5,30.0,56.0,54,55.0,50.0,53.4,100.0,50,50.0
Colorado,42.8,7.5,56.9,50.8,55.8,62,50.0,50.0,35.5,49.5,50,50.0
Kentucky,42.1,4.2,37.7,67.7,58.5,62,70.0,50.0,32.7,15.5,50,50.0
Syracuse,41.2,0.0,36.9,18.5,66.0,62,70.0,50.0,36.7,93.0,62,50.0
Kansas State,40.9,0.0,34.6,33.1,58.2,54,70.0,50.0,46.0,95.3,50,50.0
Florida International,40.7,5.8,6.7,50.0,57.5,62,80.0,50.0,51.0,74.3,50,50.0
Purdue,40.3,3.3,53.1,30.8,60.5,58,55.0,50.0,38.3,32.0,50,50.0
Boston College,40.1,10.8,52.3,26.9,54.8,62,50.0,50.0,45.7,0.0,50,50.0
Air Force,40.0,0.0,26.9,53.8,55.8,50,70.0,50.0,40.0,82.0,50,50.0
Ohio,40.0,3.3,15.4,53.1,58.5,54,70.0,50.0,68.4,24.5,50,50.0
Iowa State,39.4,0.0,6.2,40.8,75.5,58,90.0,50.0,45.3,3.0,62,50.0
Boise State,39.2,15.0,23.1,66.9,53.2,58,35.0,50.0,63.3,7.4,50,50.0
Maryland,39.1,13.3,68.5,1.5,51.0,58,55.0,50.0,22.0,0.0,50,50.0
Southern Mississippi,39.0,5.8,6.7,50.0,62.2,58,80.0,50.0,56.2,0.0,50,50.0
Hawai'i,39.0,0.0,35.4,37.7,53.2,54,70.0,50.0,45.8,33.5,50,50.0
Marshall,38.9,0.0,59.2,28.5,56.0,58,35.0,50.0,52.0,41.0,50,50.0
Army,38.7,0.0,25.4,43.1,65.5,62,55.0,50.0,31.1,100.0,50,50.0
Rutgers,38.5,13.3,20.8,27.7,56.0,58,65.0,50.0,47.1,24.5,50,50.0
Navy,37.7,13.3,21.5,19.2,65.5,62,50.0,50.0,61.3,0.0,50,50.0
Arizona,37.6,0.0,31.5,33.8,65.5,58,55.0,50.0,55.2,0.0,50,50.0
Tulane,37.4,3.3,40.0,4.6,66.5,58,50.0,50.0,50.2,39.6,50,50.0
Appalachian State,37.1,4.2,3.3,50.0,71.0,62,55.0,50.0,50.0,39.6,50,50.0
Minnesota,36.8,3.3,51.5,32.3,55.5,54,35.0,50.0,28.0,52.1,50,50.0
Oregon State,36.6,0.0,33.8,38.5,50.5,54,55.0,50.0,36.3,53.5,50,50.0
UConn,36.3,3.3,27.7,55.4,50.0,58,35.0,50.0,28.4,100.0,50,50.0
Kennesaw State,36.1,0.0,0.0,50.0,70.5,50,70.0,50.0,53.4,11.3,50,50.0
Washington State,35.4,0.0,0.0,50.0,56.0,54,70.0,50.0,49.9,37.4,50,50.0
Cincinnati,35.3,0.0,42.3,35.4,58.5,54,35.0,50.0,47.4,0.0,50,50.0
Gate City,34.5,0.0,30.0,3.1,61.5,58,35.0,50.0,48.1,100.0,50,50.0
Ball State,34.5,0.0,12.3,52.3,64.8,54,55.0,50.0,28.1,29.9,50,50.0
James Madison,34.4,0.0,17.7,34.6,60.5,54,55.0,50.0,32.2,49.4,50,50.0
Mississippi State,34.2,0.0,0.0,50.0,56.0,54,55.0,50.0,55.2,43.5,50,50.0
Louisiana Tech,34.1,0.0,24.6,23.1,50.0,58,55.0,50.0,52.9,4.4,50,50.0
UTSA,33.7,0.0,19.2,20.0,58.5,58,35.0,50.0,45.2,100.0,50,50.0
Rice,33.6,7.5,11.5,2.3,65.5,58,55.0,50.0,36.0,52.2,50,50.0
Louisiana,33.3,0.0,10.8,0.0,65.5,66,55.0,50.0,44.1,63.6,50,50.0
Tulsa,33.0,0.0,30.8,3.8,50.5,58,35.0,50.0,41.2,100.0,50,50.0
Western Michigan,33.0,0.0,0.0,50.0,50.5,50,70.0,50.0,33.4,28.5,50,50.0
Liberty,32.8,0.0,22.3,5.4,71.0,58,35.0,50.0,56.9,20.3,50,50.0
Colorado State,32.4,0.0,18.5,8.5,79.8,70,35.0,50.0,35.2,19.7,50,50.0
Massachusetts,32.2,0.0,0.0,50.0,60.8,54,50.0,50.0,41.7,17.0,50,50.0
Middle Tennessee,32.1,0.0,0.0,50.0,55.5,54,50.0,50.0,29.9,63.4,50,50.0
Miami University,32.0,4.2,3.3,50.0,55.5,54,35.0,50.0,34.9,62.3,50,50.0
Missouri State,31.8,0.0,7.7,56.9,50.0,54,35.0,50.0,57.1,0.0,50,50.0
Arkansas State,31.7,0.0,13.8,0.8,65.5,58,55.0,50.0,48.4,0.0,50,50.0
Northwestern,31.6,0.0,6.9,15.4,55.5,58,55.0,50.0,45.3,32.6,50,50.0
Georgia State,31.5,0.0,0.0,10.8,65.5,54,70.0,50.0,38.9,11.0,50,50.0
Coastal Carolina,31.3,0.0,0.0,50.0,50.5,58,55.0,50.0,37.3,5.0,50,50.0
UNLV,30.8,0.0,20.0,16.2,50.0,50,55.0,50.0,36.4,0.0,50,50.0
Delaware,30.6,0.0,10.0,23.8,50.0,58,35.0,50.0,53.5,39.5,50,50.0
Eastern Michigan,30.4,0.0,0.0,50.0,58.2,50,35.0,50.0,53.9,1.4,50,50.0
New Mexico State,30.4,0.0,0.0,50.0,50.0,54,35.0,50.0,48.6,33.5,50,50.0
Vanderbilt,30.3,0.0,16.9,22.3,50.0,50,35.0,50.0,44.4,41.0,50,50.0
Georgia Southern,30.2,0.0,0.0,50.0,50.5,58,35.0,50.0,41.2,36.8,50,50.0
Western Kentucky,30.1,0.0,0.0,50.0,50.0,50,35.0,50.0,28.3,87.5,50,50.0
UL Monroe,30.0,0.0,13.1,6.2,50.0,58,55.0,50.0,25.9,42.0,50,50.0
Old Dominion,29.8,0.0,2.3,24.6,50.0,50,35.0,50.0,41.3,100.0,50,50.0
Texas State,29.7,0.0,0.0,10.0,95.5,50,35.0,50.0,39.9,0.0,50,50.0
Sam Houston,29.2,0.0,9.2,13.8,50.0,50,35.0,50.0,43.8,67.0,50,50.0
Central Michigan,29.1,0.0,0.0,50.0,50.0,54,35.0,50.0,39.1,16.5,50,50.0
Kent State,28.0,0.0,0.0,13.1,50.0,50,55.0,50.0,42.3,0.0,50,50.0
UTEP,27.3,0.0,0.0,0.0,55.5,50,35.0,50.0,42.8,71.3,50,50.0
Akron,26.9,0.0,1.5,25.4,50.0,54,35.0,50.0,18.9,54.8,50,50.0
Jacksonville State,26.8,0.0,0.0,50.0,50.0,50,35.0,50.0,20.3,0.0,50,50.0
South Alabama,24.9,0.0,0.0,0.0,50.0,50,35.0,50.0,46.0,1.8,50,50.0
Utah State,24.4,0.0,8.5,0.0,50.0,54,35.0,50.0,20.3,0.0,50,50.0
