Team,MSPlus,_ratings,_recruiting,_transfer,_veteran,_speed,_qb,_performance,_clobber,_chaos,_generational,_heisman
Air Force,45.9,0.0,32.3,63.1,55.5,54,80.0,80.0,67.2,7.7,50,50.0
Stanford,45.8,24.2,45.0,61.9,63.5,54,55.0,33.3,41.5,78.3,50,50.0
Troy,45.5,0.0,45.4,58.8,53.5,54,55.0,80.0,67.1,47.0,50,50.0
Marshall,45.4,0.0,43.8,30.0,90.5,54,35.0,80.0,68.4,60.5,62,50.0
Syracuse,45.2,0.0,33.5,41.2,68.5,66,70.0,71.4,64.2,21.7,62,50.0
Ohio,43.4,0.0,16.5,41.9,66.0,54,90.0,80.0,57.5,11.2,50,50.0
Mississippi State,43.3,4.2,40.4,56.2,69.8,62,70.0,33.3,36.7,60.2,62,50.0
Cincinnati,43.1,0.0,46.2,45.0,73.2,62,55.0,50.0,47.3,29.0,74,50.0
Washington State,43.0,0.0,33.8,55.0,55.5,66,70.0,57.1,43.8,74.6,50,50.0
Pittsburgh,42.8,20.0,24.6,1.2,71.5,50,70.0,71.4,66.1,0.0,50,50.0
Navy,42.6,0.0,42.3,36.5,81.0,82,55.0,42.9,51.8,32.0,50,50.0
Florida International,42.4,0.0,42.3,50.4,64.5,70,80.0,33.3,43.6,24.5,50,50.0
Appalachian State,42.3,0.0,33.8,67.7,65.5,58,55.0,66.7,55.5,0.0,50,50.0
Minnesota,42.3,10.8,53.8,38.5,70.5,50,35.0,50.0,38.5,88.5,50,50.0
UCF,42.3,7.5,36.2,58.5,63.5,66,55.0,42.9,41.8,65.3,50,50.0
Hawai'i,42.2,0.0,47.7,41.5,50.5,58,70.0,57.1,42.1,53.0,50,50.0
Tulane,42.0,7.5,40.0,13.5,56.5,62,50.0,71.4,50.9,90.8,50,50.0
Arizona,42.0,0.0,38.5,40.0,54.5,58,70.0,57.1,48.8,68.3,50,50.0
Illinois,41.6,7.5,48.8,72.3,54.5,62,50.0,33.3,34.1,54.8,50,50.0
Kentucky,41.3,3.3,43.1,53.5,61.0,74,35.0,42.9,44.8,100.0,50,50.0
Colorado State,41.1,0.0,35.4,37.7,71.0,62,35.0,66.7,42.0,100.0,62,50.0
Michigan State,40.7,16.7,57.3,24.6,50.0,50,55.0,33.3,35.4,66.2,50,50.0
North Texas,40.5,15.0,39.2,50.4,68.5,70,35.0,42.9,47.8,0.0,50,50.0
Kansas State,40.4,0.0,46.9,58.1,50.0,58,35.0,71.4,57.5,6.8,50,50.0
Boise State,40.3,20.8,28.1,50.0,64.8,50,55.0,42.9,44.5,0.0,50,50.0
Eastern Michigan,40.3,0.0,32.3,70.4,61.5,58,35.0,66.7,49.7,42.5,50,50.0
Temple,40.0,15.0,62.7,77.7,50.5,54,35.0,20.0,31.3,11.0,50,50.0
Louisiana Tech,39.8,0.0,30.4,20.4,63.5,62,80.0,57.1,51.5,0.0,50,50.0
Toledo,39.3,7.5,48.1,76.5,56.0,62,35.0,28.6,35.7,37.9,50,50.0
Boston College,39.0,0.0,45.4,45.8,76.0,58,55.0,28.6,40.7,0.0,62,50.0
Utah,38.7,7.5,35.4,47.7,64.8,58,35.0,42.9,40.5,75.7,50,50.0
Kansas,37.9,5.8,45.0,53.5,50.5,58,35.0,42.9,46.6,29.0,50,50.0
Oregon State,37.9,0.0,29.2,23.1,50.5,50,70.0,66.7,48.8,22.4,50,50.0
Louisiana,37.3,0.0,21.5,34.2,50.5,58,80.0,50.0,35.1,45.5,50,50.0
UConn,36.4,3.3,27.7,55.4,51.0,54,35.0,57.1,54.4,16.0,50,50.0
Missouri State,36.4,0.0,6.9,29.6,60.5,54,50.0,80.0,49.3,59.0,50,50.0
Delaware,35.9,0.0,7.7,26.2,75.5,58,55.0,50.0,40.8,87.7,50,50.0
Georgia Southern,35.2,0.0,20.0,58.5,56.5,58,55.0,42.9,42.9,0.0,50,50.0
Massachusetts,35.2,0.0,15.8,38.5,71.0,54,50.0,42.9,36.4,52.1,62,50.0
Middle Tennessee,34.7,0.0,26.9,6.2,50.0,54,35.0,80.0,48.3,60.5,50,50.0
Ball State,34.3,0.0,16.9,50.4,50.5,54,55.0,33.3,30.6,100.0,50,50.0
Central Michigan,33.7,0.0,8.1,13.1,50.0,62,55.0,71.4,60.1,0.0,50,50.0
UTSA,33.1,0.0,22.3,23.5,50.0,54,55.0,33.3,33.1,100.0,50,50.0
Louisville,33.1,0.0,45.8,15.0,57.0,58,35.0,28.6,34.0,67.8,50,50.0
UMass,32.5,0.0,0.0,50.0,50.0,50,50.0,50.0,50.0,50.0,50,50.0
Tulsa,32.5,0.0,30.8,6.5,50.0,50,50.0,42.9,49.9,36.5,50,50.0
Iowa State,32.3,0.0,8.5,39.2,50.0,54,35.0,57.1,33.8,100.0,50,50.0
Gate City,32.2,0.0,30.0,16.5,63.2,54,35.0,37.5,42.8,26.0,62,50.0
South Carolina,31.7,0.0,29.6,50.8,50.0,50,35.0,33.3,37.1,24.5,50,50.0
Western Michigan,31.6,0.0,6.2,1.9,60.5,54,35.0,80.0,58.7,10.4,50,50.0
Georgia State,31.6,0.0,17.3,11.9,50.0,54,55.0,50.0,35.2,45.5,50,50.0
Miami University,31.0,0.0,0.0,50.0,53.5,54,35.0,40.0,44.9,86.2,50,50.0
Army,30.0,0.0,25.8,21.5,50.0,66,35.0,40.0,38.2,0.0,50,50.0
Rice,30.0,0.0,17.3,11.9,65.8,66,35.0,33.3,37.9,18.5,62,50.0
Vanderbilt,30.0,0.0,16.2,25.8,50.0,58,55.0,20.0,24.6,80.3,50,50.0
UTEP,29.7,0.0,0.8,7.3,50.0,50,35.0,66.7,40.0,96.5,50,50.0
Jacksonville State,29.5,0.0,0.8,5.4,50.0,50,55.0,50.0,30.0,99.8,50,50.0
Liberty,29.4,0.0,15.8,8.1,50.0,54,45.0,50.0,46.0,0.0,50,50.0
James Madison,29.2,0.0,15.4,18.1,50.0,50,55.0,33.3,43.4,0.0,50,50.0
Northwestern,29.1,0.0,9.2,6.2,50.0,62,55.0,50.0,34.9,0.0,50,50.0
New Mexico State,29.1,0.0,6.5,31.9,50.5,54,35.0,50.0,50.6,0.0,50,50.0
UL Monroe,29.1,0.0,10.0,7.3,50.0,54,35.0,57.1,44.9,39.6,50,50.0
UNLV,29.0,0.0,10.8,10.4,50.0,50,70.0,20.0,30.8,57.5,50,50.0
Kennesaw State,28.6,0.0,6.5,33.5,50.0,58,35.0,33.3,31.9,78.2,50,50.0
Old Dominion,28.5,0.0,2.7,25.0,50.0,54,35.0,50.0,37.5,54.2,50,50.0
Arkansas State,28.3,0.0,18.1,0.8,50.0,58,55.0,28.6,32.2,9.5,50,80.0
Sam Houston,28.3,0.0,3.8,12.7,50.0,54,35.0,42.9,37.4,100.0,50,50.0
Kent State,27.7,0.0,0.0,8.5,53.2,50,35.0,50.0,37.2,83.2,50,50.0
Western Kentucky,27.3,0.0,2.3,23.1,50.0,54,35.0,42.9,37.4,43.7,50,50.0
Charlotte,27.1,0.0,0.0,22.3,50.0,50,55.0,28.6,37.9,26.6,50,50.0
Coastal Carolina,27.0,0.0,0.0,14.6,70.5,62,35.0,28.6,33.3,41.9,50,50.0
Utah State,26.8,0.0,16.2,14.6,50.0,54,55.0,20.0,27.0,5.0,50,50.0
South Alabama,26.5,0.0,0.0,5.0,50.0,50,55.0,42.9,39.6,0.0,50,50.0
Akron,25.7,0.0,5.8,31.9,50.0,50,35.0,28.6,40.7,0.0,50,50.0
Texas State,23.3,0.0,5.0,18.1,50.5,50,35.0,20.0,31.3,11.0,50,50.0
