Team,MSPlus,_ratings,_recruiting,_transfer,_veteran,_speed,_qb,_performance,_clobber,_chaos,_generational,_heisman
Louisiana,31.9,0.0,10.8,0.0,65.5,66,55.0,50.0,37.7,32.0,50,50.0
Coastal Carolina,31.8,0.0,0.0,50.0,50.5,58,55.0,50.0,33.2,32.0,50,50.0
UL Monroe,31.3,0.0,13.1,6.2,50.0,58,55.0,50.0,43.1,41.0,50,50.0
Kent State,31.1,0.0,0.0,13.1,50.0,50,55.0,50.0,61.8,50.0,50,50.0
Texas State,31.0,0.0,0.0,10.0,95.5,50,35.0,50.0,53.0,5.9,50,50.0
Eastern Michigan,30.8,0.0,0.0,50.0,58.2,50,35.0,50.0,43.2,45.5,50,50.0
Gate City,30.8,0.0,30.0,3.1,61.5,58,35.0,50.0,23.5,41.0,50,50.0
Sam Houston,30.8,0.0,9.2,13.8,50.0,50,35.0,50.0,69.7,53.0,50,50.0
Georgia Southern,30.6,0.0,0.0,50.0,50.5,58,35.0,50.0,44.8,41.0,50,50.0
UNLV,30.2,0.0,20.0,16.2,50.0,50,55.0,50.0,12.8,41.0,50,50.0
Western Kentucky,30.2,0.0,0.0,50.0,50.0,50,35.0,50.0,42.1,54.5,50,50.0
Miami University,30.0,4.2,3.3,50.0,55.5,54,35.0,50.0,20.9,32.0,50,50.0
Central Michigan,30.0,0.0,0.0,50.0,50.0,54,35.0,50.0,50.9,15.7,50,50.0
New Mexico State,29.8,0.0,0.0,50.0,50.0,54,35.0,50.0,48.3,13.8,50,50.0
Delaware,29.0,0.0,10.0,23.8,50.0,58,35.0,50.0,32.6,42.5,50,50.0
Old Dominion,28.9,0.0,2.3,24.6,50.0,50,35.0,50.0,50.5,45.5,50,50.0
Jacksonville State,28.4,0.0,0.0,50.0,50.0,50,35.0,50.0,27.6,32.0,50,50.0
Akron,27.6,0.0,1.5,25.4,50.0,54,35.0,50.0,32.3,41.0,50,50.0
UTEP,26.5,0.0,0.0,0.0,55.5,50,35.0,50.0,30.7,77.9,50,50.0
Utah State,25.5,0.0,8.5,0.0,50.0,54,35.0,50.0,22.4,32.0,50,50.0
South Alabama,24.5,0.0,0.0,0.0,50.0,50,35.0,50.0,38.7,7.1,50,50.0
