Team,MSPlus,_ratings,_recruiting,_transfer,_veteran,_speed,_qb,_performance,_clobber,_chaos,_generational,_heisman
Boston College,39.8,10.8,52.3,26.9,54.8,62,50.0,50.0,41.9,0.0,50,50.0
Southern Mississippi,39.5,5.8,6.7,50.0,62.2,58,80.0,50.0,57.4,13.4,50,50.0
Maryland,39.1,13.3,68.5,1.5,51.0,58,55.0,50.0,21.9,0.0,50,50.0
Hawai'i,39.1,0.0,35.4,37.7,53.2,54,70.0,50.0,46.5,36.5,50,50.0
Florida International,39.0,5.8,6.7,50.0,57.5,62,80.0,50.0,47.7,26.0,50,50.0
Marshall,38.8,0.0,59.2,28.5,56.0,58,35.0,50.0,51.2,38.0,50,50.0
Boise State,38.7,15.0,23.1,66.9,53.2,58,35.0,50.0,60.2,0.0,50,50.0
Rutgers,38.5,13.3,20.8,27.7,56.0,58,65.0,50.0,47.0,24.5,50,50.0
Army,38.4,0.0,25.4,43.1,65.5,62,55.0,50.0,30.5,91.0,50,50.0
Arizona,37.6,0.0,31.5,33.8,65.5,58,55.0,50.0,55.5,0.0,50,50.0
Navy,37.3,13.3,21.5,19.2,65.5,62,50.0,50.0,56.3,0.0,50,50.0
Tulane,37.3,3.3,40.0,4.6,66.5,58,50.0,50.0,50.1,36.6,50,50.0
Kennesaw State,37.1,0.0,0.0,50.0,70.5,50,70.0,50.0,53.6,45.5,50,50.0
Appalachian State,36.9,4.2,3.3,50.0,71.0,62,55.0,50.0,49.3,36.5,50,50.0
UConn,36.3,3.3,27.7,55.4,50.0,58,35.0,50.0,31.2,92.3,50,50.0
Washington State,36.1,0.0,0.0,50.0,56.0,54,70.0,50.0,50.4,59.5,50,50.0
Minnesota,35.7,3.3,51.5,32.3,55.5,54,35.0,50.0,26.1,21.5,50,50.0
Oregon State,35.3,0.0,33.8,38.5,50.5,54,55.0,50.0,40.3,0.0,50,50.0
Cincinnati,35.3,0.0,42.3,35.4,58.5,54,35.0,50.0,47.3,0.0,50,50.0
Louisiana Tech,35.0,0.0,24.6,23.1,50.0,58,55.0,50.0,56.0,26.5,50,50.0
James Madison,35.0,0.0,17.7,34.6,60.5,54,55.0,50.0,37.3,54.8,50,50.0
Gate City,34.3,0.0,30.0,3.1,61.5,58,35.0,50.0,45.0,100.0,50,50.0
UTSA,33.7,0.0,19.2,20.0,58.5,58,35.0,50.0,45.3,100.0,50,50.0
Western Michigan,33.3,0.0,0.0,50.0,50.5,50,70.0,50.0,36.6,32.1,50,50.0
Ball State,33.3,0.0,12.3,52.3,64.8,54,55.0,50.0,24.0,0.0,50,50.0
Mississippi State,33.2,0.0,0.0,50.0,56.0,54,55.0,50.0,58.7,0.0,50,50.0
Louisiana,33.0,0.0,10.8,0.0,65.5,66,55.0,50.0,40.7,61.7,50,50.0
Tulsa,32.8,0.0,30.8,3.8,50.5,58,35.0,50.0,44.9,81.2,50,50.0
UNLV,32.7,0.0,20.0,16.2,50.0,50,55.0,50.0,35.9,64.0,50,50.0
Northwestern,32.5,0.0,6.9,15.4,55.5,58,55.0,50.0,46.8,60.2,50,50.0
Missouri State,32.3,0.0,7.7,56.9,50.0,54,35.0,50.0,60.9,8.9,50,50.0
Liberty,32.2,0.0,22.3,5.4,71.0,58,35.0,50.0,57.1,0.0,50,50.0
Colorado State,32.2,0.0,18.5,8.5,79.8,70,35.0,50.0,39.4,0.0,50,50.0
Middle Tennessee,32.1,0.0,0.0,50.0,55.5,54,50.0,50.0,30.5,60.2,50,50.0
Georgia State,32.1,0.0,0.0,10.8,65.5,54,70.0,50.0,33.0,45.8,50,50.0
Rice,32.0,7.5,11.5,2.3,65.5,58,55.0,50.0,36.4,0.5,50,50.0
Massachusetts,31.9,0.0,0.0,50.0,60.8,54,50.0,50.0,38.8,15.5,50,50.0
Miami University,31.8,4.2,3.3,50.0,55.5,54,35.0,50.0,33.8,57.4,50,50.0
Arkansas State,31.6,0.0,13.8,0.8,65.5,58,55.0,50.0,47.2,0.0,50,50.0
Delaware,31.3,0.0,10.0,23.8,50.0,58,35.0,50.0,49.4,73.0,50,50.0
Coastal Carolina,31.2,0.0,0.0,50.0,50.5,58,55.0,50.0,37.2,2.0,50,50.0
Vanderbilt,30.9,0.0,16.9,22.3,50.0,50,35.0,50.0,50.1,47.0,50,50.0
Georgia Southern,30.8,0.0,0.0,50.0,50.5,58,35.0,50.0,46.0,42.5,50,50.0
Texas State,30.5,0.0,0.0,10.0,95.5,50,35.0,50.0,41.8,20.6,50,50.0
Eastern Michigan,30.3,0.0,0.0,50.0,58.2,50,35.0,50.0,47.9,13.4,50,50.0
New Mexico State,30.0,0.0,0.0,50.0,50.0,54,35.0,50.0,50.8,13.7,50,50.0
Old Dominion,29.6,0.0,2.3,24.6,50.0,50,35.0,50.0,41.0,95.0,50,50.0
Sam Houston,29.4,0.0,9.2,13.8,50.0,50,35.0,50.0,43.5,73.8,50,50.0
Central Michigan,29.0,0.0,0.0,50.0,50.0,54,35.0,50.0,41.7,6.0,50,50.0
Kent State,28.5,0.0,0.0,13.1,50.0,50,55.0,50.0,48.3,0.0,50,50.0
Western Kentucky,28.4,0.0,0.0,50.0,50.0,50,35.0,50.0,24.7,41.8,50,50.0
UL Monroe,28.2,0.0,13.1,6.2,50.0,58,55.0,50.0,20.2,0.0,50,50.0
Akron,27.3,0.0,1.5,25.4,50.0,54,35.0,50.0,19.8,66.5,50,50.0
Jacksonville State,27.1,0.0,0.0,50.0,50.0,50,35.0,50.0,23.3,0.0,50,50.0
UTEP,26.1,0.0,0.0,0.0,55.5,50,35.0,50.0,40.2,36.5,50,50.0
South Alabama,25.3,0.0,0.0,0.0,50.0,50,35.0,50.0,48.0,9.0,50,50.0
Utah State,24.4,0.0,8.5,0.0,50.0,54,35.0,50.0,20.7,0.0,50,50.0
