Team,MSPlus,_ratings,_recruiting,_transfer,_veteran,_speed,_qb,_performance,_clobber,_chaos,_generational,_heisman
North Texas,52.6,27.5,64.6,90.8,58.2,66,55.0,50.0,48.6,22.8,50,50.0
Wake Forest,52.2,5.8,61.5,72.3,65.8,62,90.0,50.0,59.1,35.9,50,50.0
Stanford,51.9,33.3,49.2,60.8,67.1,54,90.0,50.0,40.4,0.0,50,50.0
Memphis,51.2,16.7,57.7,76.2,53.5,58,70.0,50.0,47.4,98.9,50,50.0
California,50.2,20.0,65.4,77.7,53.2,74,70.0,50.0,27.1,20.3,50,50.0
Missouri,49.8,20.0,63.1,63.1,66.5,70,70.0,50.0,30.1,14.0,50,50.0
Indiana,49.4,20.0,55.4,60.0,66.4,70,55.0,50.0,48.7,39.5,62,50.0
San Diego State,49.2,39.2,40.0,50.0,67.3,54,55.0,50.0,64.1,0.0,62,50.0
Illinois,47.7,7.5,54.6,83.1,58.5,70,55.0,50.0,31.2,100.0,50,50.0
Iowa,47.4,29.2,70.0,26.2,58.0,62,55.0,50.0,32.9,37.0,50,50.0
BYU,47.0,30.0,36.2,46.2,60.2,62,50.0,50.0,61.0,69.5,50,50.0
Wisconsin,46.0,20.0,60.8,16.9,66.3,70,55.0,50.0,46.7,0.0,74,50.0
UCF,45.8,0.0,44.6,76.9,60.5,74,80.0,50.0,40.0,14.0,50,50.0
Virginia,45.7,16.7,56.2,81.5,50.5,54,55.0,50.0,43.0,0.0,50,50.0
Louisville,45.5,13.3,43.8,17.7,58.8,74,70.0,50.0,40.8,100.0,62,50.0
Utah,45.0,7.5,41.5,75.4,60.5,62,50.0,50.0,42.1,100.0,50,50.0
Temple,45.0,7.5,58.5,79.2,56.0,50,50.0,50.0,47.0,32.8,50,50.0
Troy,44.8,16.7,46.9,48.5,71.5,50,55.0,50.0,60.4,0.0,50,50.0
Pittsburgh,44.5,24.2,32.3,6.9,76.5,54,70.0,50.0,68.2,17.3,50,50.0
Colorado,44.4,7.5,56.9,50.8,55.8,62,50.0,50.0,36.0,100.0,50,50.0
Kansas,44.4,16.7,40.8,59.2,58.0,54,70.0,50.0,47.1,0.0,50,50.0
Toledo,44.4,12.5,53.8,73.8,50.5,50,55.0,50.0,53.2,0.0,50,50.0
South Carolina,43.4,7.5,38.5,80.8,65.5,54,70.0,50.0,18.4,32.0,50,50.0
Fresno State,43.3,0.0,45.4,54.6,56.5,66,55.0,50.0,60.4,65.0,50,50.0
Charlotte,43.3,0.0,3.8,41.5,90.5,58,100.0,50.0,50.1,58.5,50,50.0
Purdue,42.9,3.3,53.1,30.8,60.5,58,55.0,50.0,44.7,100.0,50,50.0
Michigan State,42.5,7.5,48.5,30.0,56.0,54,55.0,50.0,48.3,100.0,50,50.0
Kentucky,41.4,4.2,37.7,67.7,58.5,62,70.0,50.0,29.5,0.5,50,50.0
Kansas State,40.7,0.0,34.6,33.1,58.2,54,70.0,50.0,41.6,100.0,50,50.0
Boston College,39.7,10.8,52.3,26.9,54.8,62,50.0,50.0,40.4,0.0,50,50.0
Iowa State,39.4,0.0,6.2,40.8,75.5,58,90.0,50.0,45.7,0.0,62,50.0
Southern Mississippi,39.4,5.8,6.7,50.0,62.2,58,80.0,50.0,60.8,0.0,50,50.0
Syracuse,39.2,0.0,36.9,18.5,66.0,62,70.0,50.0,38.2,23.0,62,50.0
Air Force,39.1,0.0,26.9,53.8,55.8,50,70.0,50.0,28.4,83.8,50,50.0
Hawai'i,39.0,0.0,35.4,37.7,53.2,54,70.0,50.0,45.8,33.5,50,50.0
Ohio,39.0,3.3,15.4,53.1,58.5,54,70.0,50.0,58.4,18.2,50,50.0
Army,38.9,0.0,25.4,43.1,65.5,62,55.0,50.0,32.8,100.0,50,50.0
Maryland,38.8,13.3,68.5,1.5,51.0,58,55.0,50.0,19.0,0.0,50,50.0
Florida International,38.6,5.8,6.7,50.0,57.5,62,80.0,50.0,52.5,0.0,50,50.0
Boise State,38.4,15.0,23.1,66.9,53.2,58,35.0,50.0,49.2,18.5,50,50.0
Marshall,38.0,0.0,59.2,28.5,56.0,58,35.0,50.0,53.5,6.2,50,50.0
Appalachian State,38.0,4.2,3.3,50.0,71.0,62,55.0,50.0,39.4,100.0,50,50.0
Arizona,37.8,0.0,31.5,33.8,65.5,58,55.0,50.0,57.7,0.0,50,50.0
Rutgers,37.5,13.3,20.8,27.7,56.0,58,65.0,50.0,44.7,0.0,50,50.0
Kennesaw State,37.4,0.0,0.0,50.0,70.5,50,70.0,50.0,48.2,70.2,50,50.0
Navy,37.2,13.3,21.5,19.2,65.5,62,50.0,50.0,55.3,0.0,50,50.0
Tulane,36.9,3.3,40.0,4.6,66.5,58,50.0,50.0,58.5,0.0,50,50.0
Minnesota,36.7,3.3,51.5,32.3,55.5,54,35.0,50.0,24.1,58.9,50,50.0
UConn,36.3,3.3,27.7,55.4,50.0,58,35.0,50.0,29.2,100.0,50,50.0
Oregon State,36.1,0.0,33.8,38.5,50.5,54,55.0,50.0,35.3,38.8,50,50.0
Ball State,35.8,0.0,12.3,52.3,64.8,54,55.0,50.0,29.9,66.5,50,50.0
James Madison,35.3,0.0,17.7,34.6,60.5,54,55.0,50.0,35.6,70.8,50,50.0
Western Michigan,35.2,0.0,0.0,50.0,50.5,50,70.0,50.0,34.7,100.0,50,50.0
Colorado State,35.2,0.0,18.5,8.5,79.8,70,35.0,50.0,39.9,100.0,50,50.0
Cincinnati,34.6,0.0,42.3,35.4,58.5,54,35.0,50.0,38.6,0.0,50,50.0
Washington State,34.5,0.0,0.0,50.0,56.0,54,70.0,50.0,53.2,0.0,50,50.0
Gate City,34.0,0.0,30.0,3.1,61.5,58,35.0,50.0,41.9,100.0,50,50.0
Coastal Carolina,33.8,0.0,0.0,50.0,50.5,58,55.0,50.0,33.0,100.0,50,50.0
Rice,33.7,7.5,11.5,2.3,65.5,58,55.0,50.0,38.4,49.2,50,50.0
Middle Tennessee,33.7,0.0,0.0,50.0,55.5,54,50.0,50.0,36.6,97.1,50,50.0
Louisiana Tech,33.5,0.0,24.6,23.1,50.0,58,55.0,50.0,48.1,0.0,50,50.0
UNLV,33.4,0.0,20.0,16.2,50.0,50,55.0,50.0,39.8,76.0,50,50.0
Miami University,33.0,4.2,3.3,50.0,55.5,54,35.0,50.0,46.3,65.8,50,50.0
Arkansas State,32.7,0.0,13.8,0.8,65.5,58,55.0,50.0,43.4,44.9,50,50.0
Missouri State,32.7,0.0,7.7,56.9,50.0,54,35.0,50.0,57.7,28.5,50,50.0
UTSA,32.4,0.0,19.2,20.0,58.5,58,35.0,50.0,45.4,57.4,50,50.0
Tulsa,32.3,0.0,30.8,3.8,50.5,58,35.0,50.0,32.6,100.0,50,50.0
Mississippi State,32.2,0.0,0.0,50.0,56.0,54,55.0,50.0,46.3,0.0,50,50.0
Liberty,32.0,0.0,22.3,5.4,71.0,58,35.0,50.0,47.2,20.9,50,50.0
Louisiana,31.4,0.0,10.8,0.0,65.5,66,55.0,50.0,44.5,0.0,50,50.0
Massachusetts,31.4,0.0,0.0,50.0,60.8,54,50.0,50.0,38.0,0.0,50,50.0
Georgia State,31.3,0.0,0.0,10.8,65.5,54,70.0,50.0,40.1,0.0,50,50.0
Northwestern,31.2,0.0,6.9,15.4,55.5,58,55.0,50.0,44.7,20.2,50,50.0
Eastern Michigan,30.5,0.0,0.0,50.0,58.2,50,35.0,50.0,56.0,0.0,50,50.0
Georgia Southern,30.5,0.0,0.0,50.0,50.5,58,35.0,50.0,57.3,2.3,50,50.0
Texas State,30.1,0.0,0.0,10.0,95.5,50,35.0,50.0,43.9,0.0,50,50.0
UL Monroe,29.5,0.0,13.1,6.2,50.0,58,55.0,50.0,24.1,32.5,50,50.0
Delaware,29.5,0.0,10.0,23.8,50.0,58,35.0,50.0,54.4,0.0,50,50.0
Vanderbilt,29.4,0.0,16.9,22.3,50.0,50,35.0,50.0,41.5,18.5,50,50.0
Central Michigan,29.3,0.0,0.0,50.0,50.0,54,35.0,50.0,35.7,31.0,50,50.0
New Mexico State,29.1,0.0,0.0,50.0,50.0,54,35.0,50.0,45.8,0.0,50,50.0
Western Kentucky,28.9,0.0,0.0,50.0,50.0,50,35.0,50.0,22.7,64.4,50,50.0
Old Dominion,28.8,0.0,2.3,24.6,50.0,50,35.0,50.0,41.0,68.2,50,50.0
Kent State,28.5,0.0,0.0,13.1,50.0,50,55.0,50.0,42.3,14.0,50,50.0
Akron,28.4,0.0,1.5,25.4,50.0,54,35.0,50.0,23.9,91.7,50,50.0
Sam Houston,28.2,0.0,9.2,13.8,50.0,50,35.0,50.0,45.0,31.1,50,50.0
UTEP,28.0,0.0,0.0,0.0,55.5,50,35.0,50.0,40.2,100.0,50,50.0
Jacksonville State,27.0,0.0,0.0,50.0,50.0,50,35.0,50.0,22.3,0.0,50,50.0
South Alabama,24.6,0.0,0.0,0.0,50.0,50,35.0,50.0,42.4,0.0,50,50.0
Utah State,24.5,0.0,8.5,0.0,50.0,54,35.0,50.0,21.6,0.0,50,50.0
