Team,MSPlus,_ratings,_recruiting,_transfer,_veteran,_speed,_qb,_performance,_clobber,_chaos,_generational,_heisman
NC State,68.8,53.3,80.0,73.1,71.8,86,90.0,50.0,56.4,48.5,86,50.0
LSU,67.2,70.0,80.0,86.9,76.4,74,55.0,50.0,46.4,47.0,74,50.0
Wyoming,67.2,54.2,38.1,40.8,86.4,78,100.0,80.0,74.8,53.0,74,100.0
Rapid City,66.9,80.0,85.8,86.2,76.9,82,70.0,20.0,25.6,38.0,62,50.0
Washington,66.3,55.8,88.1,61.5,67.1,66,80.0,50.0,54.3,48.5,86,50.0
Clemson,65.9,83.3,86.2,71.5,73.2,58,70.0,20.0,35.4,44.0,74,50.0
Oklahoma,64.6,40.8,80.4,84.2,74.1,74,50.0,80.0,67.9,51.5,62,50.0
West Virginia,63.9,44.2,59.2,33.1,76.4,78,90.0,80.0,46.5,87.0,86,50.0
USC,63.2,86.7,92.3,37.3,75.3,70,70.0,20.0,19.1,38.0,50,50.0
Oklahoma State,63.1,53.3,76.2,48.8,74.5,58,70.0,80.0,49.5,59.0,50,50.0
East Carolina,60.7,13.3,57.7,79.2,90.5,58,100.0,80.0,53.8,51.5,62,50.0
San Diego State,60.5,33.3,67.7,73.5,72.8,70,80.0,66.7,62.1,8.8,62,50.0
Georgia Tech,59.8,44.2,69.2,49.2,76.9,78,70.0,50.0,49.5,47.0,74,50.0
Arkansas,58.7,33.3,67.3,48.5,65.6,58,70.0,80.0,74.7,51.5,50,50.0
Death Valley,57.5,50.0,71.5,53.1,73.8,66,100.0,20.0,23.9,38.0,50,50.0
Virginia Tech,57.4,29.2,73.1,56.9,63.5,54,55.0,80.0,71.4,50.0,62,50.0
Wisconsin,57.3,24.2,64.2,44.2,78.9,78,55.0,80.0,55.0,54.5,86,50.0
North Carolina,57.3,46.7,70.4,44.6,65.1,74,70.0,50.0,39.7,48.5,62,50.0
Alabaster,57.0,36.7,68.8,14.2,70.2,78,55.0,80.0,66.6,56.0,62,50.0
Baylor,56.7,40.8,76.2,69.6,59.7,74,55.0,50.0,49.1,47.0,50,50.0
Panama City,56.4,44.2,77.7,65.8,64.5,62,50.0,50.0,50.4,42.5,50,50.0
UCLA,54.2,48.3,73.8,48.5,71.5,70,70.0,20.0,22.5,41.0,62,50.0
BYU,53.6,22.5,52.3,41.2,70.0,70,55.0,80.0,73.0,51.5,62,50.0
SMU,53.3,46.7,71.5,55.0,65.0,62,70.0,20.0,35.6,41.0,50,50.0
Fresno State,52.9,16.7,53.5,65.0,61.5,58,70.0,80.0,59.2,50.0,50,50.0
Houston,52.7,22.5,56.2,72.3,64.6,62,35.0,80.0,67.3,51.5,62,50.0
Iowa,52.4,29.2,69.6,38.5,64.6,62,55.0,66.7,41.3,51.5,50,80.0
Purdue,51.3,7.5,51.9,50.8,63.5,62,70.0,80.0,64.7,53.0,62,50.0
Southern Mississippi,51.2,3.3,44.2,32.7,68.5,54,100.0,80.0,71.2,50.0,50,50.0
Memphis,50.7,16.7,49.6,66.5,53.5,54,70.0,75.0,60.1,42.5,50,50.0
Virginia,50.4,13.3,56.5,78.1,50.0,54,55.0,80.0,57.9,51.5,50,50.0
Florida International,49.8,0.0,42.3,50.4,64.5,70,80.0,80.0,68.6,50.0,50,50.0
Duke,49.5,15.0,41.5,43.5,63.2,54,70.0,80.0,65.1,51.5,50,50.0
Wake Forest,48.1,15.0,61.9,78.5,61.3,54,55.0,50.0,37.8,48.5,50,50.0
Arizona State,47.9,30.0,47.7,35.4,65.5,62,55.0,50.0,48.4,47.0,62,50.0
Navy,47.8,0.0,42.3,36.5,81.0,82,55.0,80.0,63.6,51.5,50,50.0
Colorado,47.5,24.2,58.8,66.2,65.8,62,35.0,50.0,58.0,8.3,50,50.0
Air Force,47.3,0.0,32.3,63.1,55.5,54,80.0,80.0,68.4,51.5,50,50.0
Syracuse,47.2,0.0,33.5,41.2,68.5,66,70.0,80.0,66.7,51.5,62,50.0
Missouri,47.1,7.5,58.1,64.6,58.2,70,70.0,50.0,35.4,41.0,50,50.0
California,46.5,13.3,55.0,60.8,62.0,58,70.0,50.0,44.4,0.0,50,50.0
Rutgers,46.4,3.3,39.2,45.0,57.5,54,80.0,80.0,50.7,51.5,50,50.0
Boise State,46.2,20.8,28.1,50.0,64.8,50,55.0,80.0,41.8,81.7,50,50.0
Toledo,46.1,7.5,48.1,76.5,56.0,62,35.0,80.0,51.6,51.5,50,50.0
Washington State,45.9,0.0,33.8,55.0,55.5,66,70.0,80.0,55.7,63.5,50,50.0
Maryland,45.8,20.0,60.0,40.8,67.0,70,35.0,50.0,47.6,47.0,50,50.0
Minnesota,45.6,10.8,53.8,38.5,70.5,50,35.0,80.0,56.2,51.5,50,50.0
Temple,45.1,15.0,62.7,77.7,50.5,54,35.0,50.0,46.2,41.0,50,50.0
Kentucky,45.0,3.3,43.1,53.5,61.0,74,35.0,80.0,63.9,51.5,50,50.0
Indiana,44.6,20.0,54.6,60.4,70.8,58,55.0,20.0,38.2,44.0,50,50.0
Pittsburgh,44.5,20.0,24.6,1.2,71.5,50,70.0,80.0,57.7,51.5,50,50.0
Louisiana Tech,44.5,0.0,30.4,20.4,63.5,62,80.0,80.0,61.4,54.5,50,50.0
Marshall,44.5,0.0,43.8,30.0,90.5,54,35.0,80.0,59.0,56.0,62,50.0
Troy,44.5,0.0,45.4,58.8,53.5,54,55.0,80.0,52.9,51.5,50,50.0
Cincinnati,44.5,0.0,46.2,45.0,73.2,62,55.0,50.0,60.1,41.0,74,50.0
Illinois,44.3,7.5,48.8,72.3,54.5,62,50.0,50.0,52.1,41.0,50,50.0
Ohio,43.9,0.0,16.5,41.9,66.0,54,90.0,80.0,47.8,51.5,50,50.0
UCF,43.1,7.5,36.2,58.5,63.5,66,55.0,50.0,51.9,42.5,50,50.0
Stanford,42.4,24.2,45.0,61.9,63.5,54,55.0,20.0,33.2,32.0,50,50.0
North Texas,41.9,15.0,39.2,50.4,68.5,70,35.0,50.0,53.0,10.5,50,50.0
Arizona,41.7,0.0,38.5,40.0,54.5,58,70.0,50.0,49.1,79.8,50,50.0
Hawai'i,41.7,0.0,47.7,41.5,50.5,58,70.0,50.0,49.6,42.5,50,50.0
Michigan State,41.7,16.7,57.3,24.6,50.0,50,55.0,50.0,33.6,51.5,50,50.0
Mississippi State,40.4,4.2,40.4,56.2,69.8,62,70.0,20.0,22.1,47.0,62,50.0
Kansas,39.6,5.8,45.0,53.5,50.5,58,35.0,50.0,54.9,41.0,50,50.0
UTSA,39.1,0.0,22.3,23.5,50.0,54,55.0,80.0,53.6,89.6,50,50.0
Boston College,38.8,0.0,45.4,45.8,76.0,58,55.0,20.0,35.3,38.0,62,50.0
Louisiana,38.2,0.0,21.5,34.2,50.5,58,80.0,50.0,25.0,100.0,50,50.0
Kansas State,38.2,0.0,46.9,58.1,50.0,58,35.0,50.0,43.6,41.0,50,50.0
Colorado State,38.0,0.0,35.4,37.7,71.0,62,35.0,50.0,41.8,51.5,62,50.0
Utah,37.9,7.5,35.4,47.7,64.8,58,35.0,50.0,35.6,41.0,50,50.0
Gate City,37.9,0.0,30.0,16.5,63.2,54,35.0,80.0,51.2,53.0,62,50.0
Georgia Southern,37.5,0.0,20.0,58.5,56.5,58,55.0,50.0,47.3,41.0,50,50.0
Massachusetts,37.0,0.0,15.8,38.5,71.0,54,50.0,50.0,37.1,87.0,62,50.0
Appalachian State,37.0,0.0,33.8,67.7,65.5,58,55.0,20.0,35.8,32.0,50,50.0
UConn,36.5,3.3,27.7,55.4,51.0,54,35.0,50.0,55.4,41.0,50,50.0
Louisville,36.4,0.0,45.8,15.0,57.0,58,35.0,50.0,55.6,47.0,50,50.0
Oregon State,36.2,0.0,29.2,23.1,50.5,50,70.0,50.0,39.0,45.5,50,50.0
Army,35.9,0.0,25.8,21.5,50.0,66,35.0,80.0,43.5,50.0,50,50.0
Northwestern,35.8,0.0,9.2,6.2,50.0,62,55.0,80.0,61.8,50.0,50,50.0
Delaware,35.7,0.0,7.7,26.2,75.5,58,55.0,66.7,45.8,13.1,50,50.0
Liberty,35.5,0.0,15.8,8.1,50.0,54,45.0,80.0,65.1,51.5,50,50.0
Eastern Michigan,35.5,0.0,32.3,70.4,61.5,58,35.0,33.3,35.8,32.0,50,50.0
Miami University,35.4,0.0,0.0,50.0,53.5,54,35.0,80.0,61.9,54.5,50,50.0
Missouri State,35.2,0.0,6.9,29.6,60.5,54,50.0,80.0,37.2,50.0,50,50.0
Middle Tennessee,35.1,0.0,26.9,6.2,50.0,54,35.0,80.0,56.0,54.5,50,50.0
South Carolina,35.0,0.0,29.6,50.8,50.0,50,35.0,50.0,50.3,41.0,50,50.0
New Mexico State,34.8,0.0,6.5,31.9,50.5,54,35.0,80.0,65.5,50.0,50,50.0
South Alabama,34.1,0.0,0.0,5.0,50.0,50,55.0,80.0,70.0,50.0,50,50.0
Tulane,33.8,7.5,40.0,13.5,56.5,62,50.0,20.0,34.8,32.0,50,50.0
Georgia State,33.7,0.0,17.3,11.9,50.0,54,55.0,66.7,36.3,56.0,50,50.0
Jacksonville State,32.9,0.0,0.8,5.4,50.0,50,55.0,80.0,51.7,54.5,50,50.0
Utah State,32.8,0.0,16.2,14.6,50.0,54,55.0,50.0,50.7,41.0,50,50.0
Central Michigan,32.5,0.0,8.1,13.1,50.0,62,55.0,50.0,57.6,41.0,50,50.0
UMass,32.5,0.0,0.0,50.0,50.0,50,50.0,50.0,50.0,50.0,50,50.0
Western Kentucky,31.8,0.0,2.3,23.1,50.0,54,35.0,80.0,45.1,51.5,50,50.0
Ball State,30.9,0.0,16.9,50.4,50.5,54,55.0,20.0,30.2,32.0,50,50.0
Iowa State,30.0,0.0,8.5,39.2,50.0,54,35.0,50.0,36.2,41.0,50,50.0
Akron,29.8,0.0,5.8,31.9,50.0,50,35.0,50.0,48.7,42.5,50,50.0
Vanderbilt,29.7,0.0,16.2,25.8,50.0,58,55.0,20.0,32.0,50.0,50,50.0
Charlotte,29.5,0.0,0.0,22.3,50.0,50,55.0,50.0,49.8,4.5,50,50.0
Rice,29.5,0.0,17.3,11.9,65.8,66,35.0,20.0,40.7,41.0,62,50.0
UL Monroe,29.0,0.0,10.0,7.3,50.0,54,35.0,50.0,51.6,42.5,50,50.0
Old Dominion,28.6,0.0,2.7,25.0,50.0,54,35.0,50.0,43.9,41.0,50,50.0
Tulsa,28.5,0.0,30.8,6.5,50.0,50,50.0,20.0,26.8,41.0,50,50.0
UNLV,28.3,0.0,10.8,10.4,50.0,50,70.0,20.0,25.2,47.0,50,50.0
James Madison,28.0,0.0,15.4,18.1,50.0,50,55.0,20.0,31.9,38.0,50,50.0
Texas State,27.7,0.0,5.0,18.1,50.5,50,35.0,50.0,37.2,41.0,50,50.0
Arkansas State,26.8,0.0,18.1,0.8,50.0,58,55.0,20.0,24.3,32.0,50,50.0
Coastal Carolina,25.2,0.0,0.0,14.6,70.5,62,35.0,20.0,25.4,32.0,50,50.0
Kennesaw State,24.7,0.0,6.5,33.5,50.0,58,35.0,20.0,16.9,32.0,50,50.0
Western Michigan,24.6,0.0,6.2,1.9,60.5,54,35.0,20.0,34.3,41.0,50,50.0
Sam Houston,22.8,0.0,3.8,12.7,50.0,54,35.0,20.0,21.7,32.0,50,50.0
Kent State,21.9,0.0,0.0,8.5,53.2,50,35.0,20.0,22.1,32.0,50,50.0
UTEP,21.4,0.0,0.8,7.3,50.0,50,35.0,20.0,17.4,38.0,50,50.0
