Team,MSPlus,_ratings,_recruiting,_transfer,_veteran,_speed,_qb,_performance,_clobber,_chaos,_generational,_heisman
Charlotte,43.5,0.0,3.8,41.5,90.5,58,100.0,50.0,55.3,51.5,50,50.0
Kentucky,43.4,4.2,37.7,67.7,58.5,62,70.0,50.0,41.2,36.5,50,50.0
Michigan State,43.3,7.5,48.5,30.0,56.0,54,55.0,50.0,63.0,85.2,50,50.0
Louisville,43.1,13.3,43.8,17.7,58.8,74,70.0,50.0,36.6,33.5,62,50.0
Fresno State,43.0,0.0,45.4,54.6,56.5,66,55.0,50.0,50.3,82.0,50,50.0
Colorado,42.8,7.5,56.9,50.8,55.8,62,50.0,50.0,29.0,64.2,50,50.0
Utah,42.3,7.5,41.5,75.4,60.5,62,50.0,50.0,36.8,24.5,50,50.0
Iowa State,41.8,0.0,6.2,40.8,75.5,58,90.0,50.0,42.7,89.0,62,50.0
Boston College,40.8,10.8,52.3,26.9,54.8,62,50.0,50.0,42.3,30.5,50,50.0
Syracuse,40.8,0.0,36.9,18.5,66.0,62,70.0,50.0,39.4,71.5,62,50.0
Purdue,40.6,3.3,53.1,30.8,60.5,58,55.0,50.0,41.1,33.5,50,50.0
Maryland,39.8,13.3,68.5,1.5,51.0,58,55.0,50.0,20.8,26.0,50,50.0
Army,39.3,0.0,25.4,43.1,65.5,62,55.0,50.0,38.7,100.0,50,50.0
Hawai'i,39.2,0.0,35.4,37.7,53.2,54,70.0,50.0,47.0,38.0,50,50.0
Air Force,39.2,0.0,26.9,53.8,55.8,50,70.0,50.0,32.7,74.5,50,50.0
Kansas State,39.0,0.0,34.6,33.1,58.2,54,70.0,50.0,38.3,53.8,50,50.0
Southern Mississippi,38.9,5.8,6.7,50.0,62.2,58,80.0,50.0,50.2,12.8,50,50.0
Ohio,38.9,3.3,15.4,53.1,58.5,54,70.0,50.0,59.0,14.8,50,50.0
Florida International,38.8,5.8,6.7,50.0,57.5,62,80.0,50.0,42.9,33.5,50,50.0
Navy,38.8,13.3,21.5,19.2,65.5,62,50.0,50.0,66.7,20.5,50,50.0
Marshall,38.7,0.0,59.2,28.5,56.0,58,35.0,50.0,57.0,20.2,50,50.0
Rutgers,38.5,13.3,20.8,27.7,56.0,58,65.0,50.0,45.8,29.0,50,50.0
Boise State,38.1,15.0,23.1,66.9,53.2,58,35.0,50.0,53.0,0.0,50,50.0
Tulane,37.0,3.3,40.0,4.6,66.5,58,50.0,50.0,59.5,0.0,50,50.0
Appalachian State,36.6,4.2,3.3,50.0,71.0,62,55.0,50.0,40.8,50.0,50,50.0
UConn,36.5,3.3,27.7,55.4,50.0,58,35.0,50.0,31.2,100.0,50,50.0
Louisiana Tech,36.5,0.0,24.6,23.1,50.0,58,55.0,50.0,64.1,54.5,50,50.0
Arizona,36.5,0.0,31.5,33.8,65.5,58,55.0,50.0,42.6,0.0,50,50.0
James Madison,35.9,0.0,17.7,34.6,60.5,54,55.0,50.0,42.8,69.2,50,50.0
Kennesaw State,35.9,0.0,0.0,50.0,70.5,50,70.0,50.0,52.1,10.1,50,50.0
Minnesota,35.7,3.3,51.5,32.3,55.5,54,35.0,50.0,23.2,29.0,50,50.0
Washington State,35.4,0.0,0.0,50.0,56.0,54,70.0,50.0,39.3,65.6,50,50.0
Cincinnati,35.2,0.0,42.3,35.4,58.5,54,35.0,50.0,45.7,0.0,50,50.0
Oregon State,35.2,0.0,33.8,38.5,50.5,54,55.0,50.0,37.2,4.0,50,50.0
Mississippi State,34.5,0.0,0.0,50.0,56.0,54,55.0,50.0,67.3,19.7,50,50.0
Western Michigan,34.3,0.0,0.0,50.0,50.5,50,70.0,50.0,45.1,41.0,50,50.0
Ball State,34.2,0.0,12.3,52.3,64.8,54,55.0,50.0,33.0,5.0,50,50.0
UNLV,33.7,0.0,20.0,16.2,50.0,50,55.0,50.0,39.4,87.7,50,50.0
UTSA,33.6,0.0,19.2,20.0,58.5,58,35.0,50.0,43.3,100.0,50,50.0
Missouri State,33.5,0.0,7.7,56.9,50.0,54,35.0,50.0,60.3,48.5,50,50.0
Liberty,32.8,0.0,22.3,5.4,71.0,58,35.0,50.0,56.3,20.9,50,50.0
Middle Tennessee,32.7,0.0,0.0,50.0,55.5,54,50.0,50.0,29.9,82.5,50,50.0
Georgia State,32.6,0.0,0.0,10.8,65.5,54,70.0,50.0,33.8,60.0,50,50.0
Tulsa,32.6,0.0,30.8,3.8,50.5,58,35.0,50.0,50.7,59.0,50,50.0
Colorado State,32.5,0.0,18.5,8.5,79.8,70,35.0,50.0,42.9,0.0,50,50.0
Coastal Carolina,32.5,0.0,0.0,50.0,50.5,58,55.0,50.0,41.8,32.0,50,50.0
Gate City,32.4,0.0,30.0,3.1,61.5,58,35.0,50.0,38.7,55.7,50,50.0
Northwestern,32.2,0.0,6.9,15.4,55.5,58,55.0,50.0,49.9,41.0,50,50.0
Massachusetts,32.1,0.0,0.0,50.0,60.8,54,50.0,50.0,39.5,20.0,50,50.0
Eastern Michigan,32.0,0.0,0.0,50.0,58.2,50,35.0,50.0,55.6,49.7,50,50.0
Arkansas State,31.9,0.0,13.8,0.8,65.5,58,55.0,50.0,45.5,14.0,50,50.0
Rice,31.8,7.5,11.5,2.3,65.5,58,55.0,50.0,28.8,14.0,50,50.0
Vanderbilt,31.4,0.0,16.9,22.3,50.0,50,35.0,50.0,56.7,44.0,50,50.0
Texas State,31.3,0.0,0.0,10.0,95.5,50,35.0,50.0,40.9,47.8,50,50.0
Georgia Southern,30.9,0.0,0.0,50.0,50.5,58,35.0,50.0,39.6,65.5,50,50.0
Louisiana,30.9,0.0,10.8,0.0,65.5,66,55.0,50.0,29.6,23.0,50,50.0
New Mexico State,30.5,0.0,0.0,50.0,50.0,54,35.0,50.0,47.9,39.2,50,50.0
Miami University,29.6,4.2,3.3,50.0,55.5,54,35.0,50.0,23.3,14.0,50,50.0
Delaware,29.2,0.0,10.0,23.8,50.0,58,35.0,50.0,45.0,15.7,50,50.0
Western Kentucky,29.1,0.0,0.0,50.0,50.0,50,35.0,50.0,22.4,70.8,50,50.0
Central Michigan,29.1,0.0,0.0,50.0,50.0,54,35.0,50.0,44.7,0.0,50,50.0
UL Monroe,28.9,0.0,13.1,6.2,50.0,58,55.0,50.0,26.5,5.0,50,50.0
Old Dominion,28.0,0.0,2.3,24.6,50.0,50,35.0,50.0,38.0,47.0,50,50.0
UTEP,28.0,0.0,0.0,0.0,55.5,50,35.0,50.0,44.8,88.0,50,50.0
Kent State,27.8,0.0,0.0,13.1,50.0,50,55.0,50.0,38.9,0.5,50,50.0
Sam Houston,27.7,0.0,9.2,13.8,50.0,50,35.0,50.0,48.5,5.2,50,50.0
Jacksonville State,27.6,0.0,0.0,50.0,50.0,50,35.0,50.0,28.1,5.0,50,50.0
South Alabama,25.4,0.0,0.0,0.0,50.0,50,35.0,50.0,47.8,11.3,50,50.0
Akron,25.1,0.0,1.5,25.4,50.0,54,35.0,50.0,11.9,14.0,50,50.0
Utah State,25.1,0.0,8.5,0.0,50.0,54,35.0,50.0,24.0,14.0,50,50.0
