Team,MSPlus,_ratings,_recruiting,_transfer,_veteran,_speed,_qb,_performance,_clobber,_chaos,_generational,_heisman
Panama City,62.5,39.2,80.8,84.6,70.5,66,70.0,50.0,70.6,51.5,50,50.0
Washington,62.0,66.7,90.0,36.9,66.9,66,65.0,50.0,25.3,47.0,74,50.0
Death Valley,61.7,29.2,63.8,63.8,73.0,74,100.0,50.0,68.8,50.0,62,80.0
Oklahoma State,61.2,55.8,74.6,74.6,67.8,50,70.0,50.0,51.6,51.5,50,50.0
Wyoming,60.7,48.3,39.2,44.6,83.8,82,90.0,50.0,68.7,50.0,74,50.0
Arizona State,59.6,40.8,76.2,71.5,63.2,58,90.0,50.0,31.9,47.0,62,50.0
UCLA,59.2,40.8,76.9,45.4,67.5,66,70.0,50.0,69.0,50.0,62,50.0
Arkansas,58.9,46.7,70.8,47.7,71.6,66,90.0,50.0,33.3,47.0,50,50.0
Duke,58.5,24.2,75.4,89.2,63.2,62,70.0,50.0,69.0,50.0,62,50.0
Alabaster,58.3,46.7,67.7,12.3,75.6,70,100.0,50.0,37.7,41.0,62,50.0
West Virginia,57.8,33.3,60.0,42.3,79.0,62,70.0,50.0,66.2,51.5,86,100.0
Baylor,57.4,36.7,80.0,50.0,59.5,62,70.0,50.0,66.2,51.5,50,50.0
Houston,55.9,27.5,66.2,88.5,83.5,54,55.0,50.0,57.8,50.0,50,50.0
East Carolina,55.6,20.0,50.8,73.1,68.5,58,100.0,50.0,56.7,51.5,62,50.0
SMU,55.6,31.7,71.5,57.7,67.5,62,70.0,50.0,55.2,51.5,50,50.0
North Carolina,54.5,31.7,66.9,36.2,67.1,66,90.0,50.0,32.6,47.0,62,50.0
North Texas,54.0,27.5,64.6,90.8,58.2,66,55.0,50.0,56.0,51.5,50,50.0
Virginia Tech,53.5,33.3,69.2,43.8,65.5,62,50.0,50.0,68.2,50.0,62,50.0
Stanford,53.4,33.3,49.2,60.8,67.1,54,90.0,50.0,40.6,47.0,50,50.0
California,52.0,20.0,65.4,77.7,53.2,74,70.0,50.0,42.1,41.0,50,50.0
Missouri,52.0,20.0,63.1,63.1,66.5,70,70.0,50.0,45.7,47.0,50,50.0
Wake Forest,52.0,5.8,61.5,72.3,65.8,62,90.0,50.0,49.4,54.5,50,50.0
Memphis,51.4,16.7,57.7,76.2,53.5,58,70.0,50.0,69.0,50.0,50,50.0
Indiana,51.3,20.0,55.4,60.0,66.4,70,55.0,50.0,68.7,50.0,62,50.0
San Diego State,49.2,39.2,40.0,50.0,67.3,54,55.0,50.0,45.8,50.0,62,50.0
Iowa,49.2,29.2,70.0,26.2,58.0,62,55.0,50.0,50.0,50.0,50,50.0
Kansas,47.7,16.7,40.8,59.2,58.0,54,70.0,50.0,68.7,50.0,50,50.0
UCF,47.6,0.0,44.6,76.9,60.5,74,80.0,50.0,47.2,54.5,50,50.0
BYU,47.0,30.0,36.2,46.2,60.2,62,50.0,50.0,68.7,50.0,50,50.0
Wisconsin,46.9,20.0,60.8,16.9,66.3,70,55.0,50.0,42.1,41.0,74,50.0
Virginia,46.8,16.7,56.2,81.5,50.5,54,55.0,50.0,41.3,41.0,50,50.0
Toledo,46.7,12.5,53.8,73.8,50.5,50,55.0,50.0,63.3,51.5,50,50.0
South Carolina,46.2,7.5,38.5,80.8,65.5,54,70.0,50.0,45.0,54.5,50,50.0
Kentucky,45.9,4.2,37.7,67.7,58.5,62,70.0,50.0,67.9,50.0,50,50.0
Pittsburgh,45.6,24.2,32.3,6.9,76.5,54,70.0,50.0,68.8,50.0,50,50.0
Illinois,44.6,7.5,54.6,83.1,58.5,70,55.0,50.0,11.2,50.0,50,50.0
Troy,44.4,16.7,46.9,48.5,71.5,50,55.0,50.0,39.9,41.0,50,50.0
Temple,43.5,7.5,58.5,79.2,56.0,50,50.0,50.0,25.3,41.0,50,50.0
Maryland,43.5,13.3,68.5,1.5,51.0,58,55.0,50.0,58.2,50.0,50,50.0
Purdue,43.3,3.3,53.1,30.8,60.5,58,55.0,50.0,69.0,50.0,50,50.0
Utah,43.3,7.5,41.5,75.4,60.5,62,50.0,50.0,42.8,41.0,50,50.0
Charlotte,42.7,0.0,3.8,41.5,90.5,58,100.0,50.0,45.0,54.5,50,50.0
Louisville,42.5,13.3,43.8,17.7,58.8,74,70.0,50.0,25.3,41.0,62,50.0
Colorado,42.4,7.5,56.9,50.8,55.8,62,50.0,50.0,32.6,41.0,50,50.0
Michigan State,42.3,7.5,48.5,30.0,56.0,54,55.0,50.0,64.8,50.0,50,50.0
Fresno State,42.1,0.0,45.4,54.6,56.5,66,55.0,50.0,49.4,54.5,50,50.0
Florida International,41.4,5.8,6.7,50.0,57.5,62,80.0,50.0,68.8,50.0,50,50.0
Boston College,41.1,10.8,52.3,26.9,54.8,62,50.0,50.0,42.8,41.0,50,50.0
Ohio,40.8,3.3,15.4,53.1,58.5,54,70.0,50.0,68.8,50.0,50,50.0
Marshall,40.8,0.0,59.2,28.5,56.0,58,35.0,50.0,72.5,50.0,50,50.0
Rutgers,40.2,13.3,20.8,27.7,56.0,58,65.0,50.0,58.9,51.5,50,50.0
Syracuse,40.1,0.0,36.9,18.5,66.0,62,70.0,50.0,39.9,47.0,62,50.0
Air Force,39.8,0.0,26.9,53.8,55.8,50,70.0,50.0,50.0,50.0,50,50.0
Navy,39.8,13.3,21.5,19.2,65.5,62,50.0,50.0,68.2,50.0,50,50.0
Southern Mississippi,39.1,5.8,6.7,50.0,62.2,58,80.0,50.0,37.6,50.0,50,50.0
Iowa State,39.1,0.0,6.2,40.8,75.5,58,90.0,50.0,25.3,47.0,62,50.0
Arizona,38.8,0.0,31.5,33.8,65.5,58,55.0,50.0,50.1,54.5,50,50.0
Oregon State,37.9,0.0,33.8,38.5,50.5,54,55.0,50.0,53.9,50.0,50,50.0
Kansas State,37.6,0.0,34.6,33.1,58.2,54,70.0,50.0,25.3,41.0,50,50.0
Hawai'i,37.6,0.0,35.4,37.7,53.2,54,70.0,50.0,25.3,41.0,50,50.0
Minnesota,37.5,3.3,51.5,32.3,55.5,54,35.0,50.0,41.3,41.0,50,50.0
Appalachian State,37.4,4.2,3.3,50.0,71.0,62,55.0,50.0,48.6,54.5,50,50.0
Boise State,37.4,15.0,23.1,66.9,53.2,58,35.0,50.0,28.2,41.0,50,50.0
UConn,37.4,3.3,27.7,55.4,50.0,58,35.0,50.0,47.0,87.5,50,50.0
Tulane,37.1,3.3,40.0,4.6,66.5,58,50.0,50.0,45.2,41.0,50,50.0
Army,36.7,0.0,25.4,43.1,65.5,62,55.0,50.0,28.2,41.0,50,50.0
Louisiana Tech,36.7,0.0,24.6,23.1,50.0,58,55.0,50.0,69.0,50.0,50,50.0
James Madison,36.6,0.0,17.7,34.6,60.5,54,55.0,50.0,58.9,51.5,50,50.0
Colorado State,36.1,0.0,18.5,8.5,79.8,70,35.0,50.0,69.0,50.0,50,50.0
Kennesaw State,35.9,0.0,0.0,50.0,70.5,50,70.0,50.0,40.6,41.0,50,50.0
Cincinnati,35.6,0.0,42.3,35.4,58.5,54,35.0,50.0,36.2,41.0,50,50.0
Washington State,35.5,0.0,0.0,50.0,56.0,54,70.0,50.0,44.3,54.5,50,50.0
Ball State,35.5,0.0,12.3,52.3,64.8,54,55.0,50.0,35.5,41.0,50,50.0
Massachusetts,35.4,0.0,0.0,50.0,60.8,54,50.0,50.0,69.0,50.0,50,50.0
Mississippi State,35.1,0.0,0.0,50.0,56.0,54,55.0,50.0,64.0,51.5,50,50.0
Missouri State,34.4,0.0,7.7,56.9,50.0,54,35.0,50.0,71.4,50.0,50,50.0
Rice,34.1,7.5,11.5,2.3,65.5,58,55.0,50.0,43.5,50.0,50,50.0
Western Michigan,33.9,0.0,0.0,50.0,50.5,50,70.0,50.0,39.9,41.0,50,50.0
UNLV,33.4,0.0,20.0,16.2,50.0,50,55.0,50.0,50.0,50.0,50,50.0
Liberty,33.1,0.0,22.3,5.4,71.0,58,35.0,50.0,47.9,54.5,50,50.0
Middle Tennessee,33.0,0.0,0.0,50.0,55.5,54,50.0,50.0,45.8,50.0,50,50.0
UTSA,32.8,0.0,19.2,20.0,58.5,58,35.0,50.0,50.8,54.5,50,50.0
Arkansas State,32.6,0.0,13.8,0.8,65.5,58,55.0,50.0,44.3,41.0,50,50.0
Tulsa,32.4,0.0,30.8,3.8,50.5,58,35.0,50.0,51.6,51.5,50,50.0
Central Michigan,32.1,0.0,0.0,50.0,50.0,54,35.0,50.0,63.3,51.5,50,50.0
Vanderbilt,32.1,0.0,16.9,22.3,50.0,50,35.0,50.0,63.3,51.5,50,50.0
Louisiana,31.9,0.0,10.8,0.0,65.5,66,55.0,50.0,34.8,41.0,50,50.0
UL Monroe,31.8,0.0,13.1,6.2,50.0,58,55.0,50.0,46.0,50.0,50,50.0
Northwestern,31.7,0.0,6.9,15.4,55.5,58,55.0,50.0,43.5,41.0,50,50.0
Coastal Carolina,31.6,0.0,0.0,50.0,50.5,58,55.0,50.0,27.5,41.0,50,50.0
Georgia State,31.5,0.0,0.0,10.8,65.5,54,70.0,50.0,25.3,47.0,50,50.0
Gate City,31.4,0.0,30.0,3.1,61.5,58,35.0,50.0,28.4,50.0,50,50.0
New Mexico State,31.1,0.0,0.0,50.0,50.0,54,35.0,50.0,51.2,50.0,50,50.0
Texas State,31.1,0.0,0.0,10.0,95.5,50,35.0,50.0,51.4,13.7,50,50.0
Kent State,31.0,0.0,0.0,13.1,50.0,50,55.0,50.0,61.2,50.0,50,50.0
Western Kentucky,30.8,0.0,0.0,50.0,50.0,50,35.0,50.0,50.1,54.5,50,50.0
Georgia Southern,30.7,0.0,0.0,50.0,50.5,58,35.0,50.0,42.6,50.0,50,50.0
Miami University,30.6,4.2,3.3,50.0,55.5,54,35.0,50.0,25.3,41.0,50,50.0
Sam Houston,30.5,0.0,9.2,13.8,50.0,50,35.0,50.0,66.2,51.5,50,50.0
Eastern Michigan,29.6,0.0,0.0,50.0,58.2,50,35.0,50.0,30.0,41.0,50,50.0
Jacksonville State,29.0,0.0,0.0,50.0,50.0,50,35.0,50.0,32.6,41.0,50,50.0
Delaware,29.0,0.0,10.0,23.8,50.0,58,35.0,50.0,34.0,38.0,50,50.0
Akron,28.6,0.0,1.5,25.4,50.0,54,35.0,50.0,41.6,50.0,50,50.0
Old Dominion,28.5,0.0,2.3,24.6,50.0,50,35.0,50.0,46.5,41.0,50,50.0
UTEP,27.3,0.0,0.0,0.0,55.5,50,35.0,50.0,48.6,54.5,50,50.0
Utah State,26.2,0.0,8.5,0.0,50.0,54,35.0,50.0,28.2,41.0,50,50.0
South Alabama,26.2,0.0,0.0,0.0,50.0,50,35.0,50.0,46.5,41.0,50,50.0
