Team,MSPlus,_ratings,_recruiting,_transfer,_veteran,_speed,_qb,_performance,_clobber,_chaos,_generational,_heisman
Missouri,50.5,20.0,63.1,63.1,66.5,70,70.0,50.0,35.0,26.0,50,50.0
Indiana,50.1,20.0,55.4,60.0,66.4,70,55.0,50.0,46.4,68.3,62,50.0
Wisconsin,48.2,20.0,60.8,16.9,66.3,70,55.0,50.0,48.4,67.8,74,50.0
Illinois,47.7,7.5,54.6,83.1,58.5,70,55.0,50.0,32.0,100.0,50,50.0
Temple,46.9,7.5,58.5,79.2,56.0,50,50.0,50.0,46.7,100.0,50,50.0
UCF,46.8,0.0,44.6,76.9,60.5,74,80.0,50.0,48.3,26.0,50,50.0
BYU,46.7,30.0,36.2,46.2,60.2,62,50.0,50.0,60.2,62.0,50,50.0
Iowa,46.2,29.2,70.0,26.2,58.0,62,55.0,50.0,25.6,15.5,50,50.0
Virginia,45.8,16.7,56.2,81.5,50.5,54,55.0,50.0,44.3,0.0,50,50.0
Kansas,45.3,16.7,40.8,59.2,58.0,54,70.0,50.0,53.6,12.0,50,50.0
Troy,45.2,16.7,46.9,48.5,71.5,50,55.0,50.0,65.1,0.0,50,50.0
Toledo,44.7,12.5,53.8,73.8,50.5,50,55.0,50.0,56.7,0.0,50,50.0
South Carolina,44.1,7.5,38.5,80.8,65.5,54,70.0,50.0,20.0,52.0,50,50.0
Pittsburgh,43.6,24.2,32.3,6.9,76.5,54,70.0,50.0,63.4,0.0,50,50.0
Utah,43.4,7.5,41.5,75.4,60.5,62,50.0,50.0,41.6,47.0,50,50.0
Fresno State,43.2,0.0,45.4,54.6,56.5,66,55.0,50.0,62.1,56.0,50,50.0
Louisville,43.0,13.3,43.8,17.7,58.8,74,70.0,50.0,30.7,44.8,62,50.0
Purdue,42.7,3.3,53.1,30.8,60.5,58,55.0,50.0,43.1,100.0,50,50.0
Charlotte,42.6,0.0,3.8,41.5,90.5,58,100.0,50.0,51.8,31.1,50,50.0
Michigan State,42.2,7.5,48.5,30.0,56.0,54,55.0,50.0,52.5,77.2,50,50.0
Kentucky,42.1,4.2,37.7,67.7,58.5,62,70.0,50.0,32.3,15.5,50,50.0
Colorado,42.0,7.5,56.9,50.8,55.8,62,50.0,50.0,36.6,18.3,50,50.0
Syracuse,41.2,0.0,36.9,18.5,66.0,62,70.0,50.0,33.7,100.0,62,50.0
Kansas State,41.0,0.0,34.6,33.1,58.2,54,70.0,50.0,45.4,100.0,50,50.0
Ohio,40.0,3.3,15.4,53.1,58.5,54,70.0,50.0,67.5,26.8,50,50.0
Boston College,39.7,10.8,52.3,26.9,54.8,62,50.0,50.0,40.9,0.0,50,50.0
Air Force,39.6,0.0,26.9,53.8,55.8,50,70.0,50.0,34.5,85.1,50,50.0
Iowa State,39.3,0.0,6.2,40.8,75.5,58,90.0,50.0,45.0,0.0,62,50.0
Hawai'i,39.3,0.0,35.4,37.7,53.2,54,70.0,50.0,48.1,38.0,50,50.0
Florida International,39.2,5.8,6.7,50.0,57.5,62,80.0,50.0,44.1,42.6,50,50.0
Southern Mississippi,39.1,5.8,6.7,50.0,62.2,58,80.0,50.0,56.8,0.0,50,50.0
Maryland,39.0,13.3,68.5,1.5,51.0,58,55.0,50.0,20.7,0.0,50,50.0
Rutgers,38.8,13.3,20.8,27.7,56.0,58,65.0,50.0,49.9,29.0,50,50.0
Army,38.6,0.0,25.4,43.1,65.5,62,55.0,50.0,29.9,100.0,50,50.0
Boise State,38.5,15.0,23.1,66.9,53.2,58,35.0,50.0,57.1,0.0,50,50.0
Appalachian State,38.4,4.2,3.3,50.0,71.0,62,55.0,50.0,44.3,100.0,50,50.0
Marshall,38.2,0.0,59.2,28.5,56.0,58,35.0,50.0,52.6,15.8,50,50.0
Navy,37.6,13.3,21.5,19.2,65.5,62,50.0,50.0,59.6,0.0,50,50.0
Tulane,37.5,3.3,40.0,4.6,66.5,58,50.0,50.0,51.2,40.2,50,50.0
Arizona,37.4,0.0,31.5,33.8,65.5,58,55.0,50.0,53.2,0.0,50,50.0
Kennesaw State,36.9,0.0,0.0,50.0,70.5,50,70.0,50.0,51.8,44.0,50,50.0
Minnesota,36.7,3.3,51.5,32.3,55.5,54,35.0,50.0,27.4,49.1,50,50.0
Oregon State,36.4,0.0,33.8,38.5,50.5,54,55.0,50.0,36.4,47.9,50,50.0
UConn,36.4,3.3,27.7,55.4,50.0,58,35.0,50.0,34.7,85.8,50,50.0
James Madison,35.3,0.0,17.7,34.6,60.5,54,55.0,50.0,29.3,87.3,50,50.0
Cincinnati,35.1,0.0,42.3,35.4,58.5,54,35.0,50.0,45.3,0.0,50,50.0
Washington State,34.6,0.0,0.0,50.0,56.0,54,70.0,50.0,54.4,0.0,50,50.0
Ball State,34.1,0.0,12.3,52.3,64.8,54,55.0,50.0,25.4,22.8,50,50.0
Louisiana Tech,34.0,0.0,24.6,23.1,50.0,58,55.0,50.0,53.5,0.0,50,50.0
UTSA,33.9,0.0,19.2,20.0,58.5,58,35.0,50.0,47.5,100.0,50,50.0
Middle Tennessee,33.8,0.0,0.0,50.0,55.5,54,50.0,50.0,36.6,100.0,50,50.0
Mississippi State,33.8,0.0,0.0,50.0,56.0,54,55.0,50.0,52.5,36.5,50,50.0
Western Michigan,33.8,0.0,0.0,50.0,50.5,50,70.0,50.0,31.9,61.4,50,50.0
Rice,33.7,7.5,11.5,2.3,65.5,58,55.0,50.0,36.6,54.6,50,50.0
Miami University,33.6,4.2,3.3,50.0,55.5,54,35.0,50.0,40.0,100.0,50,50.0
Tulsa,33.1,0.0,30.8,3.8,50.5,58,35.0,50.0,42.1,100.0,50,50.0
UNLV,32.8,0.0,20.0,16.2,50.0,50,55.0,50.0,43.6,46.4,50,50.0
Arkansas State,32.7,0.0,13.8,0.8,65.5,58,55.0,50.0,50.1,29.8,50,50.0
Colorado State,32.5,0.0,18.5,8.5,79.8,70,35.0,50.0,35.6,20.9,50,50.0
Liberty,32.2,0.0,22.3,5.4,71.0,58,35.0,50.0,57.0,0.0,50,50.0
Gate City,32.1,0.0,30.0,3.1,61.5,58,35.0,50.0,55.8,0.0,50,50.0
Louisiana,31.9,0.0,10.8,0.0,65.5,66,55.0,50.0,49.1,1.7,50,50.0
Coastal Carolina,31.8,0.0,0.0,50.0,50.5,58,55.0,50.0,42.7,6.5,50,50.0
Massachusetts,31.7,0.0,0.0,50.0,60.8,54,50.0,50.0,37.8,11.0,50,50.0
Missouri State,31.7,0.0,7.7,56.9,50.0,54,35.0,50.0,56.4,0.0,50,50.0
Georgia State,31.6,0.0,0.0,10.8,65.5,54,70.0,50.0,39.5,11.0,50,50.0
Northwestern,30.8,0.0,6.9,15.4,55.5,58,55.0,50.0,48.3,0.0,50,50.0
New Mexico State,30.7,0.0,0.0,50.0,50.0,54,35.0,50.0,51.7,37.5,50,50.0
Eastern Michigan,30.6,0.0,0.0,50.0,58.2,50,35.0,50.0,57.6,0.0,50,50.0
Vanderbilt,30.6,0.0,16.9,22.3,50.0,50,35.0,50.0,48.6,39.5,50,50.0
Delaware,30.2,0.0,10.0,23.8,50.0,58,35.0,50.0,51.8,29.6,50,50.0
Western Kentucky,30.1,0.0,0.0,50.0,50.0,50,35.0,50.0,28.5,88.1,50,50.0
Texas State,29.9,0.0,0.0,10.0,95.5,50,35.0,50.0,40.6,2.5,50,50.0
UL Monroe,29.8,0.0,13.1,6.2,50.0,58,55.0,50.0,25.1,39.2,50,50.0
Old Dominion,29.5,0.0,2.3,24.6,50.0,50,35.0,50.0,38.6,96.8,50,50.0
Georgia Southern,29.5,0.0,0.0,50.0,50.5,58,35.0,50.0,46.3,0.0,50,50.0
Sam Houston,29.4,0.0,9.2,13.8,50.0,50,35.0,50.0,44.9,71.9,50,50.0
Central Michigan,28.5,0.0,0.0,50.0,50.0,54,35.0,50.0,38.3,0.0,50,50.0
UTEP,28.4,0.0,0.0,0.0,55.5,50,35.0,50.0,45.3,100.0,50,50.0
Kent State,28.3,0.0,0.0,13.1,50.0,50,55.0,50.0,45.4,0.0,50,50.0
Jacksonville State,26.9,0.0,0.0,50.0,50.0,50,35.0,50.0,20.7,0.0,50,50.0
Akron,26.7,0.0,1.5,25.4,50.0,54,35.0,50.0,21.2,41.9,50,50.0
South Alabama,25.2,0.0,0.0,0.0,50.0,50,35.0,50.0,42.1,21.8,50,50.0
Utah State,24.3,0.0,8.5,0.0,50.0,54,35.0,50.0,19.7,0.0,50,50.0
