Team,MSPlus,_ratings,_recruiting,_transfer,_veteran,_speed,_qb,_performance,_clobber,_chaos,_generational,_heisman
Ohio,44.3,0.0,16.5,41.9,66.0,54,90.0,80.0,52.8,51.5,50,50.0
Troy,44.2,0.0,45.4,58.8,53.5,54,55.0,80.0,49.2,50.0,50,50.0
Kansas,44.1,5.8,45.0,53.5,50.5,58,35.0,80.0,70.2,50.0,50,50.0
Wake Forest,44.0,15.0,61.9,78.5,61.3,54,55.0,20.0,25.1,47.0,50,50.0
Pittsburgh,43.9,20.0,24.6,1.2,71.5,50,70.0,80.0,48.5,54.5,50,50.0
Arizona,43.6,0.0,38.5,40.0,54.5,58,70.0,80.0,45.0,54.5,50,50.0
Louisiana Tech,43.4,0.0,30.4,20.4,63.5,62,80.0,80.0,47.8,54.5,50,50.0
Kansas State,43.0,0.0,46.9,58.1,50.0,58,35.0,80.0,63.0,50.0,50,50.0
Colorado State,42.1,0.0,35.4,37.7,71.0,62,35.0,80.0,55.6,51.5,62,50.0
Stanford,42.1,24.2,45.0,61.9,63.5,54,55.0,20.0,25.8,41.0,50,50.0
Maryland,41.2,20.0,60.0,40.8,67.0,70,35.0,20.0,27.2,47.0,50,50.0
Temple,41.0,15.0,62.7,77.7,50.5,54,35.0,20.0,33.1,41.0,50,50.0
Mississippi State,40.6,4.2,40.4,56.2,69.8,62,70.0,20.0,25.1,47.0,62,50.0
Louisville,40.6,0.0,45.8,15.0,57.0,58,35.0,80.0,69.0,50.0,50,50.0
Boston College,38.3,0.0,45.4,45.8,76.0,58,55.0,20.0,25.1,47.0,62,50.0
South Carolina,38.1,0.0,29.6,50.8,50.0,50,35.0,80.0,48.2,50.0,50,50.0
UTSA,37.9,0.0,22.3,23.5,50.0,54,55.0,80.0,53.5,51.5,50,50.0
Gate City,37.5,0.0,30.0,16.5,63.2,54,35.0,80.0,45.1,54.5,62,50.0
Appalachian State,37.4,0.0,33.8,67.7,65.5,58,55.0,20.0,37.2,41.0,50,50.0
Utah State,36.8,0.0,16.2,14.6,50.0,54,55.0,80.0,59.9,50.0,50,50.0
Georgia State,36.3,0.0,17.3,11.9,50.0,54,55.0,80.0,52.4,56.0,50,50.0
Army,36.2,0.0,25.8,21.5,50.0,66,35.0,80.0,47.0,50.0,50,50.0
Missouri State,35.5,0.0,6.9,29.6,60.5,54,50.0,80.0,40.3,50.0,50,50.0
Liberty,35.5,0.0,15.8,8.1,50.0,54,45.0,80.0,66.3,50.0,50,50.0
Miami University,35.5,0.0,0.0,50.0,53.5,54,35.0,80.0,64.2,51.5,50,50.0
Middle Tennessee,35.1,0.0,26.9,6.2,50.0,54,35.0,80.0,57.4,50.0,50,50.0
Utah,34.9,7.5,35.4,47.7,64.8,58,35.0,20.0,35.4,41.0,50,50.0
New Mexico State,34.9,0.0,6.5,31.9,50.5,54,35.0,80.0,66.2,50.0,50,50.0
Charlotte,34.6,0.0,0.0,22.3,50.0,50,55.0,80.0,58.8,50.0,50,50.0
Tulane,34.5,7.5,40.0,13.5,56.5,62,50.0,20.0,40.0,41.0,50,50.0
South Alabama,33.8,0.0,0.0,5.0,50.0,50,55.0,80.0,66.3,50.0,50,50.0
Iowa State,33.4,0.0,8.5,39.2,50.0,54,35.0,80.0,38.1,50.0,50,50.0
Eastern Michigan,33.3,0.0,32.3,70.4,61.5,58,35.0,20.0,24.0,32.0,50,50.0
UL Monroe,33.1,0.0,10.0,7.3,50.0,54,35.0,80.0,62.0,51.5,50,50.0
Jacksonville State,32.9,0.0,0.8,5.4,50.0,50,55.0,80.0,53.5,50.0,50,50.0
Georgia Southern,32.7,0.0,20.0,58.5,56.5,58,55.0,20.0,25.1,41.0,50,50.0
Western Kentucky,32.6,0.0,2.3,23.1,50.0,54,35.0,80.0,54.2,51.5,50,50.0
Oregon State,32.5,0.0,29.2,23.1,50.5,50,70.0,20.0,32.9,41.0,50,50.0
UMass,32.5,0.0,0.0,50.0,50.0,50,50.0,50.0,50.0,50.0,50,50.0
Louisiana,32.4,0.0,21.5,34.2,50.5,58,80.0,20.0,9.7,50.0,50,50.0
UConn,32.4,3.3,27.7,55.4,51.0,54,35.0,20.0,42.1,41.0,50,50.0
Old Dominion,32.3,0.0,2.7,25.0,50.0,54,35.0,80.0,48.4,50.0,50,50.0
Ball State,32.1,0.0,16.9,50.4,50.5,54,55.0,20.0,42.3,41.0,50,50.0
Northwestern,31.8,0.0,9.2,6.2,50.0,62,55.0,50.0,50.0,50.0,50,50.0
Massachusetts,31.8,0.0,15.8,38.5,71.0,54,50.0,20.0,27.2,41.0,62,50.0
Delaware,31.4,0.0,7.7,26.2,75.5,58,55.0,20.0,40.7,41.0,50,50.0
Vanderbilt,29.9,0.0,16.2,25.8,50.0,58,55.0,20.0,34.9,50.0,50,50.0
Rice,29.8,0.0,17.3,11.9,65.8,66,35.0,20.0,43.6,41.0,62,50.0
James Madison,29.0,0.0,15.4,18.1,50.0,50,55.0,20.0,42.1,41.0,50,50.0
Central Michigan,28.9,0.0,8.1,13.1,50.0,62,55.0,20.0,49.1,41.0,50,50.0
Tulsa,28.9,0.0,30.8,6.5,50.0,50,50.0,20.0,28.6,50.0,50,50.0
UNLV,28.9,0.0,10.8,10.4,50.0,50,70.0,20.0,31.7,50.0,50,50.0
Arkansas State,28.1,0.0,18.1,0.8,50.0,58,55.0,20.0,37.2,41.0,50,50.0
Coastal Carolina,26.3,0.0,0.0,14.6,70.5,62,35.0,20.0,35.7,41.0,50,50.0
Kennesaw State,26.3,0.0,6.5,33.5,50.0,58,35.0,20.0,32.7,41.0,50,50.0
Akron,25.4,0.0,5.8,31.9,50.0,50,35.0,20.0,32.2,41.0,50,50.0
Western Michigan,24.8,0.0,6.2,1.9,60.5,54,35.0,20.0,36.5,41.0,50,50.0
Texas State,24.4,0.0,5.0,18.1,50.5,50,35.0,20.0,34.3,41.0,50,50.0
Sam Houston,23.3,0.0,3.8,12.7,50.0,54,35.0,20.0,25.1,41.0,50,50.0
Kent State,22.8,0.0,0.0,8.5,53.2,50,35.0,20.0,30.1,41.0,50,50.0
UTEP,22.4,0.0,0.8,7.3,50.0,50,35.0,20.0,27.9,41.0,50,50.0
